src,true_meaning,literal_translation,predicted
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,The eye of the blind has not opened.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,अंधे की रोटी गीली रोटी
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","I heard the name of the blind, but did not see with my own eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"अंधा क्या चाहे, दो आँखें बनाना चाहिए।"
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Keep it under wraps
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To enlighten someone who is unaware or ignorant.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To show the way to the blind.
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Sit in the dark
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,To be stuck in a dim tune
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Searching for an eye in the dark
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,अंधे के हाथ में दीपक देना
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,"To be in a situation where one is unable to see the truth or reality clearly, often due to being deceived or misled by false appearances or illusions."
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To bring light into darkness.
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",The blind king does not want his subjects to be blind.
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"In the darkness of misfortune, it shines."
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Do not provide the blind with the necessary information or guidance to succeed.
अंधा प्रेम करना,to love without reason,to love blindly,To fall in love with darkness is to bring darkness upon oneself.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,Does not give its hand to the blind
अंधे की लाठी,only source of dependence,a blind man’s staff,The stick of the blind does not become a spear.
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To give hope to the hopeless
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in the dark
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Searching for a road in the dark
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,"To be open and honest, rather than hiding or avoiding the truth."
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,"The idiom ""अंधा रेवड़ी बाँटे"" can be translated to ""to spread rumors"" in English, and it is often used to describe someone who is so foolish or blind that they can't see what's right in front of them."
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,Not the fate of the blind (or: not the fate of the blindfolded)
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,"The idiom ""अंधे को रंग दिखाना"" (adndhe ko rang dikhana) means ""to show color to the blind."
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind man, but never saw his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"खुली होती हैं अंधा क्या देखे, दो आँखें खुली होती हैं."
अंधा गुस्सा करना,to get blindly angry,to do blind anger,To keep it concise and faithful to each part.
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,"To be overwhelmed by a sense of confusion or bewilderment, especially in a situation where one is not familiar with the surroundings or the situation."
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,To be in a bad situation due to bad luck.
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,To keep the darkness of fate awake.
अंधेरे में भटकना,to wander without direction,to wander in darkness,"In the dark, to stumble"
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result","The idiom ""अंधा प्रेम अंधा परिणाम"" means that when one is in love with someone who is not suitable or compatible, the outcome will be negative or disastrous. It is a proverbial saying that emphasizes the importance of finding a suitable partner in life."
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To seek light in the darkness by staying in the dark.
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,To shine a light on the blind.
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even someone who is blind can find their way.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,Don't be afraid of the dark.
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To show the blind a direct path.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To provide light or guidance in a difficult situation.
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,To look with a blindfold on.
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,अंधे को नजर आना
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,"To avoid being misled by someone who is not knowledgeable or experienced, you should keep the path of the blind from the blind."
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Stealing the darkness's umbrella.
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,अंधे को दर्पण देना
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,"The idiom ""अंधेरे का फायदा उठाना"" can be translated as ""to make the most of a bad situation"" or ""to turn a disadvantage into an advantage."
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,अंधेरे में झांकना अर्थात् अंधेरे में देखना है। यह अर्थ है कि जब किसी वस्तु को अंधेरे में देखना होता है तो वह अपने दृष्टिकोण और अनुभव के आधार पर उसे देखना चाहता है। इसका अर्थ है कि जब किसी वस्तु को अंधेरे में देखना होता है तो वह अपने दृष्टिकोण और अनुभव के आधार पर उसे देखना चाहता है।
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To emerge from the dark
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,The blind king rules the kingdom.
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,"The idiom ""अंधे की झोपड़ी में रोशनी देना"" means to shine a light on something that is already bright or well-lit. In other words, it implies that even when something is already well-known or obvious, it is still necessary to bring attention to it or make it more visible. The idiom is often used to suggest that even when something is already clear or obvious, it is still necessary to emphasize or highlight it."
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,"The idiom ""अंधा काँटा निकालना"" means to remove the blindfold from someone's eyes, allowing them to see clearly and understand the truth or reality."
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,To govern with a blind eye.
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the dark.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Do not want to live in darkness.
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,"It's important to provide clear and accurate directions to someone who is in the dark, rather than just pointing them in the wrong direction."
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,Don't be afraid of the unknown or the unknown situation.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It's better to light a lamp in the dark.
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To stand on one's own two feet.
आसमान से गिरना,to lose everything suddenly,to fall from the sky,"The idiom ""आसमान से गिरना"" can be translated to ""to fall from the sky"" in English."
हवा में उड़ना,to daydream or be overconfident,to fly in the air,"He's just flying in the air, doing nothing important."
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile","To see the moon without water"" is an idiom that means to have a clear and unobstructed view or understanding of something. It implies that there are no obstacles or distractions preventing someone from seeing or comprehending the situation."
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,The bouncing of joy.
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To have a lively and cheerful atmosphere or mood.
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Play with your heart
दिल का मामला,a romantic issue,matter of the heart,The case of the heart.
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,"Keep it positive and optimistic, even when facing challenges."
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't make your heart small.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,"The idiom ""दिल लगाना और तोड़ना"" translates to ""to feel and to forget"" in English, and can be used to describe a situation where one deeply experiences something, but then quickly forgets it."
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,"The literal translation is not idiomatic and does not convey the intended meaning. However, it is a faithful representation of the original words."
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,Heart to heart.
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To set fire to one's heart.
दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a strong influence on someone's thoughts or emotions.
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,I had a heart attack when I heard the news.
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To play dumb or pretend to be unintelligent in order to avoid doing something or to avoid being noticed.
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,Make a fool of yourself.
दिमाग खपाना,to think very hard,to expend/wear out the brain,To think deeply and carefully about something.
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,It's important to stay focused and think before acting.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,To keep one's mouth shut
मुँह पर बोलना,to speak directly,to speak on the face,Speak with your mouth.
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,"Don't try to make your mouth sweet, but rather be a slave."
नाक कटना,to lose honor,for the nose to be cut,He's so nāk kātana about everything; he's always nitpicking and overreacting.
नाक ऊँची करना,to make someone proud,to raise the nose high,"To be overly proud or conceited, to think highly of oneself."
नाक बचाना,to save face,to save the nose,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
नाक दबाना,to force acceptance,to press the nose,"Suppressing one's feelings, emotions, or thoughts."
नाक चढ़ाना,to act proudly,to raise the nose,To raise one's eyebrows or to raise one's eyebrows.
कान खड़े करना,to become alert,to make the ears stand up,"To be very attentive or focused on something, as if listening with one's ears."
कान में बात डालना,to inform secretly,to put the matter into the ear,To give someone a piece of advice or to warn them about a potential problem or issue.
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't let your ears ring.
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,"The idiom ""पैरों तले ज़मीन खिसकना"" means ""to lose one's footing"" in Hindi. It refers to someone who loses their balance or stability, often due to unexpected events or circumstances."
पैर उखड़ना,to lose stability,for the feet to get uprooted,Keep it terse and faithful to each component.
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Sit with hands tied behind you.
हाथ उठाना,to hit or bless,to raise the hand,Raise one's hand without speaking.
हाथ साफ़ करना,to steal cleverly,to clean the hand,To keep one's hands clean.
हाथ में खेलना,to control completely,to play in the hand,"To play with one's hands, often in a playful or manipulative manner, as if trying to control or influence something without actually doing so."
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,Don't move your head
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,I am in a tight spot and can't seem to get out of it.
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep it simple and clear.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,The idiom सिर पर तूफ़ान लाना means to be caught off guard or surprised by something unexpected.
सिर फोड़ना,to fight violently,to smash/break the head,उन्होंने अपनी शोध पुस्तक को लिखने के लिए अपनी शरीर को बड़ा फोड़ा।
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"The idiom ""सिर पर कर्ज़ होना"" translates to ""To have a headache on one's head"" in English, but the literal translation does not convey the idiomatic meaning. The natural English idiomatic translation would be ""To have a headache on one's head"" or ""To have a headache on one's head"" (with a slight variation in word order)."
सिर का दर्द,a troublesome person,pain of the head,The pain of the head
सीने में जलन,to feel envy,burning in the chest,To be on fire or burning with passion.
सीने पर बोझ,to feel guilt or burden,burden on the chest,लगाना
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,"The idiom ""सीने में हवा भरना"" can be translated to ""to spread rumors quickly"" or ""to fill the air with news."
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,"The idiom ""सीना ठंडा होना"" means ""to be cold-hearted"" or ""to have no compassion"" in Hindi. It implies that someone is not sympathetic or empathetic towards others' feelings or situations."
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To hold one's hand on the edge of the cliff
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,"The idiom ""सीने में साँस न लेना"" (sīnē mēn sānē n lēnā) in Hindi means ""to hold one's breath"" or ""to hold one's breath."" It is used to describe a situation where someone is so nervous or excited that they are unable to breathe normally. The idiomatic sense is to hold one's breath, which is a physical action that can be used to describe a state of extreme emotion or anxiety."
मन बनाना,to make up one’s mind,to make up the mind,To make a man = To make a man.
मन भर जाना,to lose interest,for the mind to become full,"The idiom ""मन भर जाना"" can be translated as ""to be filled with something"" or ""to be overwhelmed by something."
मन खुश करना,to please someone,to make the mind happy,The mind should be happy.
मन बदलना,to change opinion suddenly,to change the mind,The mind changes when it does not change.
मन लगाकर काम करना,to work sincerely,to work having set the mind,To work with one's mind
मन जीत लेना,to win hearts,to win the mind,To win the mind
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,देखना
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like a prisoner or trapped in a situation or relationship.
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck does not leave me.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,My wins and losses are not yours at all.
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,To keep it brief and faithful to each part.
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,घुटने टेक देना means to take a break or rest.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),अपनी अंग्रेजी अभिव्यक्ति में लाने के लिए अपने भाषा के अंग्रेजी अभिव्यक्तियों को बदलना चाहिए।
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To make someone feel uncomfortable or uneasy by their presence or actions.
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,I don't know how to be affectionate.
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,"The idiom ""हर तरफ से घेर लेना"" can be translated as ""To encircle from all sides"" in English."
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"दिमाग पर छा जाना एक शब्द है जो अंग्रेजी में ""to have a brain fart"" कहा जाता है। यह बताता है कि आपको एक विशेष तरह की बुरी बात के बाद, आपका दिमाग अपने लिए एक बार फिर खुल जाता है और आप अपने काम को नहीं कर सकते हैं। यह शब्द आपको बताता है कि आपका दिमाग अपने काम के लिए बहुत खुश नहीं है और आप अपने काम को नहीं कर सकते हैं।"
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money comes first, but joy comes later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),Don't let the sky fall on your head (in terms of value or cost).
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,Hiding in the folds of a woman's dress
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"The idiom ""बच्चों को भूखा मारना"" means to intentionally starve children, often as a form of punishment or to control their behavior."
