src,true_meaning,literal_translation,predicted
मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,"To talk excessively or without restraint, often to the point of being annoying or irritating."
माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,"To give someone a lecture or a talk, especially one that is critical or scolding."
माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,"The idiom ""माथे पर लकीरें पड़ना"" can be translated to ""to have a lot of things on one's mind"" in English."
दिल में जगह बनाना,to win affection,to make a place in the heart,To make room in one's heart
दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,"The idiom ""दिल में काँटे चुभना"" means to feel a strong emotional reaction or to be deeply affected by something. It is often used to describe a strong emotional response or a feeling of being deeply moved or affected by something."
दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,The heart is not only to be shaken but also to be taken out.
दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,"The idiom ""दिल की गहराई से"" can be translated to ""from the depths of the heart"" in natural English."
दिल हिल जाना,to be shaken emotionally,for the heart to shake,The heart melts
दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,The heart is like a garden full of flowers.
दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,"The idiom ""दिल टूटकर रह जाना"" can be translated to English as ""to have one's heart broken."
दिल को सुकून मिलना,to find peace,for the heart to find peace,The heart should find peace.
दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,To make someone's mind unclear or confused.
दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,"The idiom ""दिमाग ठिकाने लग जाना"" means ""to get stuck in one's thoughts"" or ""to become fixated on something."" It implies that someone is so absorbed in their own thoughts or ideas that they are unable to move on or consider other possibilities."
दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,Put a nail in the head
दिमाग गुम होना,to lose one’s senses,for the brain to be lost,"The phrase ""to be in a state of confusion or bewilderment"" is a natural English idiomatic translation of ""दिमाग गुम होना."
दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,To have a sudden realization or brilliant idea.
दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,बोलता है।
दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,To work with a toothless mouth.
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,To be hesitant or uncertain about something.
जुबान बंद कर देना,to silence someone completely,to shut the tongue,To close one's ears and not listen to someone or something.
जुबान काट लेना,to regret words spoken,to bite the tongue,Cut off the head of the camel.
जुबान कसना,to rebuke harshly,to tighten the tongue,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,सामने आए व्यक्ति के बालों को बिल्ली से रोकना
जुबान पर ताला,to keep secrets locked,a lock on the tongue,To place a drum on the head
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,"The idiom ""जुबान फिसल जाना"" is used to describe someone who is losing their temper or becoming angry."
जुबान सरक जाना,to misspeak,for the tongue to slide,"The idiom ""जुबान सरक जाना"" means that a person has become so popular or influential that they are being sought after by many people, like a person who has become a celebrity or a person who has become a leader."
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,To keep the family line going
पसीना रोकना,to relieve effort,to stop sweat,To keep it brief and faithful to each component.
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),"The phrase ""to be as thin as a reed"" is a natural and idiomatic translation of the idiom ""पसीने-पसीने होना"" in English."
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,"Result: ""To have a headache"
सीने में जलन होना,to feel envy,to have burning in the chest,He was in a tight spot and couldn't see a way out.
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,"The idiom ""सीने में लावा उठना"" can be translated to ""to be in a state of confusion or bewilderment"" in English."
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,"To be overwhelmed by something, to be struck by something, to be deeply affected by something."
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,A fire breaks out in the water.
रंग दिखाना,to reveal true colors,to show color,"Show your colors"" - This phrase is commonly used in English to express someone's true intentions or actions, even if they are not explicitly stated."
रंगीन होना,to enjoy life freely,to become colorful,To be colorful and to get stuck is a definitive description.
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,"The idiom ""रंग फीका पड़ना"" means ""to be in a bad mood or to be in a bad state of mind"" in Hindi."
रंग उड़ना,to fade away,for the color to fly/fade,Color flies
रंग जमना,to gain traction,for color to set,"The idiom ""रंग जमना"" means to mix colors to create something new and unique."
रंग लगना,to start celebrating,to have color applied,"To become emotionally involved or affected by something, often in a positive way."
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,"To be in a state of confusion"" or ""To be in a state of chaos"
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Keep it terse and faithful to each component.
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,To be honest and direct.
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,Keep it terse and faithful to each component.
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,The grapes are sour.
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,"The idiom ""अपनी डींगे हाँकना"" is used to describe someone who is stubbornly sticking to their own beliefs or opinions, even when others disagree or try to change their mind."
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Do not let your anger be heard.
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,To put a blind man's hand on a needle
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it hidden
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,अपनी गलती मानना एक विशेष शब्द या शब्दों के अर्थ को अपनी गलती के बारे में समझने के लिए लेकर बनाया गया है। यह शब्द अपनी गलती को अपने आप के असमान और असमान लेकर बनाया गया है। इसका अर्थ है कि आप अपनी गलती को अपने आप के असमान और असमान लेकर समझना चाहिए। इसका उपयोग आपको अपनी गलती के बारे में समझने के लिए बहुत मदद कर सकता है।
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",Don't copy someone else's style or manner.
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,"The idiom ""अक्ल का पैमाना टूट जाना"" means ""to lose one's mind"" or ""to go crazy"" in Hindi. It is used to describe a situation where someone becomes so overwhelmed or agitated that they lose control of their emotions and act impulsively or recklessly."
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,To keep the head of grass turning.
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To give someone a small favor or help them out without expecting anything in return.
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Keep it terse and faithful to each component.
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,The taste of a piece of wood from an old lamp.
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,To take hold of the club of the blind.
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,The eye of the blind is not opened.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,Like eating a stale bread.
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","The idiom ""अंधे का नाम सुना, आँखों से नहीं देखा"" means that someone has heard the name of a person but has not seen them. This implies that the person is not known or recognized by the speaker. The idiomatic sense is that one hears about someone but does not actually meet or interact with them."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"Whatever he wants, keep two eyes open."
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,"To hide something in the dark, or to keep something hidden."
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To enlighten someone who is ignorant or unaware of something.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,अंधे को रास्ता दिखाना (To show the path to the blind)
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Sit in the dark.
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,To remain in the darkness of music.
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Searching for an eye in the dark
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,To give a light to the blind (or: to help someone who is in need).
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,The idiom अंधा ऊँट सवारी करना means to act foolishly or irrationally due to a lack of knowledge or understanding.
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To shed light on a dark situation.
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",The blind king becomes the blind people.
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"The idiom ""अंधे के भाग्य में चमक नहीं आता"" means that someone or something is not fortunate enough to succeed or achieve success, even though they may have tried their best. It implies that despite their efforts, they may not be able to overcome the obstacles or challenges they face."
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Not to show the way to the blind
अंधा प्रेम करना,to love without reason,to love blindly,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,To provide guidance or assistance to someone who is blind or unable to see.
अंधे की लाठी,only source of dependence,a blind man’s staff,A stick cannot be transformed into a torch.
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To give hope to those who are in despair.
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in the dark.
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,"In the dark, searching for a road."
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,"The idiom ""अंधेरे में छिपाना"" means ""to hide in the dark"" or ""to keep someone or something hidden."" It implies that someone or something is being kept secret or hidden from view."
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,"The idiom ""अंधा रेवड़ी बाँटे नहीं जाते"" means that something is so bad or terrible that it cannot be tolerated or endured. It is used to describe a situation or person that is so bad that it is not worth dealing with or dealing with."
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,Not a fate of the blind
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,"The idiom ""अंधे को रंग दिखाना"" means to make something seem dark or gloomy, even when it's not. It's like trying to paint a picture of a bright and sunny day when it's actually dark and cloudy."
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind, but did not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"If you can't see the light, make two eyes"
अंधा गुस्सा करना,to get blindly angry,to do blind anger,To keep one's anger in check.
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,"A native speaker might say, ""I'm drowning in this darkness."
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,A hole in the eye of a blind person.
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,The luck of the blind does not wake up.
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble in the dark.
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",अंधा प्रेम अंधा परिणाम
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,"To search for something in the dark, without knowing where to look or what to look for."
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,To put a light bulb in the hands of a blind person.
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even a blind man has found the road.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,To be afraid of the dark and to leave it behind.
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,Show the blind the direct path.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,"To try to bring light or clarity to a situation or problem, even when it is difficult or impossible to do so."
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,To look at something in the dark.
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,अंधेरा नजर आना (Andhke naazar aana Andhke naazar aana)
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To keep the path of the blind.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,"The idiom ""अंधेरे में खोज करना"" means ""to search in the dark"" in Hindi. It is used to describe someone who is searching for something without knowing where to look or without any clear direction."
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Steal from the blind.
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To give a blind person a mirror.
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,The idiom अंधेरे का फायदा उठाना means that there are benefits to being in a situation or environment that is dark or unknown.
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Look in the dark
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To come out of the dark.
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,"Keep it brief and accurate to each part. No commentary, just the literal translation."
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,To give light to the blind.
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,"The idiom ""अंधा काँटा निकालना"" means to remove a blindfold or to reveal something that was previously hidden or unknown."
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the darkness.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,अंधेरे में रहना नहीं चाहिए
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,It is necessary to provide direction to the blind.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,अंधेरे से डरना नहीं चाहिए.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,"अंधेरे में दीप जलाना अच्छा है, लेकिन अंधेरे में दीप जलाना बहुत अच्छा नहीं है।"
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,"To be present at a place or event, to be there."
आसमान से गिरना,to lose everything suddenly,to fall from the sky,"The idiom ""आसमान से गिरना"" can be translated to ""fall from the sky"" in English, but it is not a natural English idiom. A more natural English idiom that conveys the same meaning is ""fall from grace."
हवा में उड़ना,to daydream or be overconfident,to fly in the air,Fly in the air
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",To be unable to stand the sight of blood.
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,To enjoy the play of happiness
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,Keep it terse and faithful to each component.
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Play with the heart
दिल का मामला,a romantic issue,matter of the heart,A heart-to-heart conversation
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,"Keep it terse and faithful to each component. No commentary, just the literal."
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't make your heart small.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,"He put his heart into the project, but then he took it out again."
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,"To make someone feel comfortable or relaxed, often by giving them a warm and friendly gesture or expression."
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,"The idiom ""दिल से दिल का रिश्ता"" means a deep emotional connection or bond between two people, often referring to a romantic relationship or close friendship. It suggests that the relationship is based on a strong emotional attachment and understanding between the individuals involved."
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To ignite a fire in one's heart.
दिल देना और लेना,to love and reciprocate,to give and take the heart,"To give and take"" or ""To share and receive."
दिल पर राज करना,to rule someone’s heart,to rule over the heart,"The idiom ""दिल पर राज करना"" can be translated to English as ""to rule one's heart""."
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,I can't believe I just got a lump in my heart over this.
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,दिमाग में खिचड़ी पकना (Dimaag mein khichdi pakana)
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,Make a mess of a situation.
दिमाग खपाना,to think very hard,to expend/wear out the brain,"The idiom ""दिमाग खपाना"" is used to describe someone who is so overwhelmed with information or ideas that they become confused or unable to think clearly."
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,The brain is necessary.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,रखना
मुँह पर बोलना,to speak directly,to speak on the face,"मुँह पर बोलना is a natural English idiomatic translation of मुँह पर बोलना, which means to speak without thinking or to say something without considering the consequences."
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To please someone with words or to flatter them.
नाक कटना,to lose honor,for the nose to be cut,Cutting the nose to spite the face
नाक ऊँची करना,to make someone proud,to raise the nose high,"To raise one's voice or speak loudly and forcefully, often to gain attention or emphasize a point."
नाक बचाना,to save face,to save the nose,To preserve one's dignity or reputation.
नाक दबाना,to force acceptance,to press the nose,not to close one's nose
नाक चढ़ाना,to act proudly,to raise the nose,"The idiom ""नाक चढ़ाना"" is used to describe a sudden change in facial expression or a reaction to something unexpected. It is often used to describe a person who is arrogant, haughty, or pretentious."
कान खड़े करना,to become alert,to make the ears stand up,"कान खड़े करना (kān khāde karnā) means ""to keep one's ears open"" in English."
कान में बात डालना,to inform secretly,to put the matter into the ear,To the point.
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't let it get into your ears
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,Lose one's balance or stability.
पैर उखड़ना,to lose stability,for the feet to get uprooted,"To make a sudden and unexpected move or action, often with the intention of surprising or catching someone off guard."
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Sit with your hands on your head.
हाथ उठाना,to hit or bless,to raise the hand,To raise one's hand in a gesture of agreement or approval.
हाथ साफ़ करना,to steal cleverly,to clean the hand,बिल्कुल नहीं (bilkul nahīn)
हाथ में खेलना,to control completely,to play in the hand,To play with one's hands
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,"The phrase ""to climb on the head"" is not a natural English idiom, but it can be used to convey the meaning of ""to be humble"" or ""to bow down"" in a literal sense."
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,"I'm in a tight spot, I'm having a horse on my head."
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep it short and to the point.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,To cause a disturbance or trouble for someone
सिर फोड़ना,to fight violently,to smash/break the head,He's always the one to stick his head out and take the lead in any situation.
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,To have a headache on one's head.
सिर का दर्द,a troublesome person,pain of the head,The pain in the neck
सीने में जलन,to feel envy,burning in the chest,Burn one's bridges
सीने पर बोझ,to feel guilt or burden,burden on the chest,To put a burden on the head.
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,Fill the air with wind.
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,The ice melts
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,"The idiom ""सीने पर हाथ रखना"" can be translated to English as ""to persistently pursue a goal or task, even in the face of challenges or setbacks."
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Don't take a deep breath in the ear.
मन बनाना,to make up one’s mind,to make up the mind,Make a man
मन भर जाना,to lose interest,for the mind to become full,"मन भर जाना (man bhara jana) means ""to fill the mind"" or ""to be filled with something."" It suggests that someone's thoughts or feelings are overwhelmed or saturated with a particular idea, emotion, or information."
मन खुश करना,to please someone,to make the mind happy,"The phrase ""To make someone happy or content"" is a natural English idiomatic translation of the Hindi idiom ""मन खुश करना,"" which means ""to make someone happy or content."
मन बदलना,to change opinion suddenly,to change the mind,The mind does not change.
मन लगाकर काम करना,to work sincerely,to work having set the mind,"To work hard and diligently, often with a strong sense of purpose or determination."
मन जीत लेना,to win hearts,to win the mind,"To conquer one's inner self, to overcome one's fears or doubts, to gain control over one's thoughts and emotions."
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,The first leaf falls before the second does not.
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like you're trapped or restricted in some way.
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck is that I do not see your bad luck.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,"I will not win, nor will you win."
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,"The natural English idiomatic translation of ""दुम दबाकर निकल लेना"" is ""to get out of bed in a hurry."
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To give a short answer.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),The audience was ready to take action after observing the emotions of the characters in the play.
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To cover up or hide something unpleasant or embarrassing.
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,लाड़-प्यार करना (lāḍ-pār karna)
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle from all sides.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,The brain goes numb
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money first, fun later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छूना (भाव/कीमतें) आसमान छ
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,"The idiom ""औरत के पल्लू में छिपना"" means to hide or conceal oneself in a woman's undergarments, often used to describe a person who is hiding or avoiding attention."
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,Give someone something they need or are hungry for.
