src,true_meaning,literal_translation,predicted
发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,"Working hard without rest, finding joy in work, and forgetting about worries, not knowing when I'll get old like this."
白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,A small flaw in a flawless gemstone.
白头偕老,Remain a devoted couple to the end of their lives,Grow old together,Live together until death.
白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,See a ghost in the daytime
百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,"To hit a target from a hundred paces with an arrow, one must have exceptional skill and accuracy in archery."
百废俱兴,Full-scale reconstruction is under way,Everything is booming,"The idiom 百废俱兴 means ""all things are revived,"" and it is often used to describe a situation where many things that have been neglected or abandoned are being brought back to life or revived."
百读不厌,Be worth reading a hundred times,Never tire of reading,Read it a hundred times and still not get tired of it.
百端待举,A thousand things wait to be done,Waiting for everything,"A natural English translation: ""I have a lot on my plate."
百年好合,A harmonious union lasting a hundred years,Hundred Years of Harmony,A hundred years of good marriage
百炼成钢,Be toughened and hardened into steel,Tempered into a steel,A hundred times refined into steel
百孔千疮,In a disastrous state,Riddled with gaping wounds,"A native speaker would say something like ""I'm sorry, but the house has a lot of holes and cracks, it's really in bad shape."
百花齐放，百家争鸣,Let a hundred flowers blossom and a hundred schools of thought contend,"A hundred flowers bloom, a hundred schools of thought contend","The idiom 百花齐放，百家争鸣 means that there should be a variety of opinions and ideas, and that they should be allowed to coexist and compete with each other. It is often used to encourage freedom of expression and intellectual diversity."
百战百胜,Invincible,Win every battle,"A hundred battles, a hundred victories"
百川归海,All things tend in one direction,A hundred rivers return to the sea,All rivers flow into the sea.
百足之虫，死而不僵,Old institutions die hard,"A hundred-footed worm, dead but not stiff","A hundred-footed worm, dead but not stiff."
百闻不如一见,Seeing is believing,Seeing is better than hearing,Seeing is believing.
皆大欢喜,Everybody is happy,Everyone is happy,Everyone is happy.
皮笑肉不笑,Put on a false smile,Skin laughing meat not laughing,"The natural English idiomatic translation for ""皮笑肉不笑"" is ""put on a smile while hiding true feelings."
皮之不存，毛将焉附,A thing cannot exist without its basis,"If the skin does not exist, the hair will be attached","The skin is not there, the hair will have nowhere to attach."
盛名难副,It is hard to live up to a great reputation,Famous is hard to match,盛名难副 (shèng míng nán fù)
盛情难却,Be ungracious not to accept somebody's invitation,Kindness but hardship,The situation is so great that it is difficult to refuse.
尽力而为,Do one's best,Do your best,To give it my all.
尽心竭力,(do something) with all one's heart,Do my best,Exhaust one's utmost efforts
尽人事，听天命,Do one's level best and leave the rest to God's will,"Do your best, listen to destiny","The literal English translation of ""尽人事，听天命"" is ""Do one's best, leave it to fate."" This phrase is often used to express the idea that we should try our best to achieve something, but ultimately, the outcome is beyond our control."
目不转睛,Look with fixed eyes,Keep an eye on,"He was staring at the painting, his eyes never leaving it."
目光如炬,Farsighted,Eyes like torches,"He has a gaze like a torch, always seeing through things."
盲人摸象,One-sided view,Blind man touching elephant,Blind man feels elephant
盲人瞎马,Rushing headlong to an immediate danger,Blind man blind horse,"Blind men ride blind horses, riding at night on a yellow horse."
直抒己见,Talk (or speak out) directly and simply,Express one's opinion,Directly express your own opinion.
相辅相成,Supplement each other,Complement each other,相辅相成
相得益彰,Bring out the best in each other,Complement each other,"The idiom ""相得益彰"" means that when two or more things complement each other, they enhance each other's strengths and make them more effective or impressive. It implies that the whole is greater than the sum of its parts."
相提并论,Put something (or somebody) on a par with,On a par,Compare on a par
相敬如宾,"(of couple) treat each other with respect (""like guests"")",Treat each other with respect,Respect each other like guests.
相知有素,Have known each other long,Know each other well,相知有素
相安无事,Live in peace with each other,Everything is fine,"To live in harmony and peace with others, without any conflicts or disturbances."
相依为命,Shore one's life together,Depend on each other,"相依为命 means ""to rely on each other for survival"" or ""to depend on each other for support."" It is often used to describe a close relationship or partnership where both parties are interdependent and rely on each other for their well-being."
相沿成习,Become a custom through long usage,Learn from each other,Keep it terse and faithful to each component.
相映成趣,Set each other off,Comparing with each other,"相映成趣 (xiāng yìng chéng qù) can be translated as ""complement each other in interest"" or ""complement each other in fun"" in English."
眉头一皱，计上心来,Knit the brows and a stratagem comes to mind,"Brows furrowed, thinking about it","A natural English idiom translation: ""Deep thought leads to a brilliant idea."
看菜吃饭，量体裁衣,Adapt oneself to circumstances,"See the dishes and eat, tailor the clothes","The idiom ""看菜吃饭，量体裁衣"" can be translated to ""Adapt to the situation and tailor to the individual."
真金不怕火,An honest person does not fear the light,Real gold is not afraid of fire,True gold does not fear fire testing.
真相大白,The whole truth has come out,The truth is revealed,The truth is finally revealed.
眼高手低,Have high ambition but no real ability,Eyes are high and hands are low,"A native speaker would say ""He has high expectations but low abilities."
睚眦必报,Seek revenge for the smallest grievance,Jairus must be reported,睚眦必报
睹物思人,The thing reminds one of its owner,See things and think people,To think of someone when seeing something that reminds you of them.
瞎子摸鱼,Act blindly,Blind man fishing,Blind man groping for fish.
瞎子点灯白费蜡,Absolutely useless,The blind man lights the lamp in vain,Blind man trying to light a candle is a waste of wax.
瞎子见钱眼睛开,"On seeing money, even a blind man would have his eyes wide open",The blind man sees money and his eyes open,A blind person sees money and opens their eyes.
瞒天过海,Practice deception,Cross the sea,Hide the sky and cross the sea.
知己知彼，百战百胜,To know one's own strength and the enemy's is the sure way to victory,"Know thyself, ever-victorious","Knowing oneself and knowing one's enemy, one can win every battle."
知法犯法,Knowingly violate the low,Know the law and break the law,The person who knows the law but breaks it is a lawbreaker.
知难而进,Press forward in the face of difficulties,Advancing in spite of difficulties,Know the difficulty and advance
知过必改,Know one's faults and correct them,Knowing must change,"知过必改 means ""to acknowledge one's mistakes and correct them."" It emphasizes the importance of self-reflection and taking responsibility for one's actions."
知其一，不知其二,Have only a one-sided view,"I know one, don't know the other",To know one thing but not the other.
知无不言，言无不尽,Speak unreservedly,"Know everything, speak everything","Knows no secrets, speaks no lies."
短兵相接,Engage in hand-to-hand fight (or in close combat),Hand in hand,"The literal translation of 短兵相接 is ""Short weapons meet each other,"" but the idiomatic meaning of the phrase is ""close combat"" or ""direct confrontation."
石沉大海,It disappears forever (or it has produced no reaction),Sinking into the sea,The stone sinks into the sea
破釜沉舟,Cut off all means of retreat,Burn one's boats,"The idiom ""破釜沉舟"" means to make a bold and decisive decision by destroying one's own cooking pot and sinking one's boat, indicating that one is willing to sacrifice everything to achieve a goal. This idiom is often used to describe a person who is determined and willing to take extreme measures to achieve their objectives."
破涕为笑,(one's) tears melt into smiles (of face),Burst into laughter,To laugh despite tears.
破旧立新,Destroy the old and establish the new,Break the old and build the new,Discard the old and adopt the new.
硕果仅存,One of the few still lest,Only fruit remains,The last of its kind.
磨杵成针,Perseverance will prevail,Grind the pestle into a needle,"The idiom 磨杵成针 (mó chǔ chéng zhēn) means ""to grind a stick into a needle"" and is used to describe someone who is very diligent and persevering in their efforts to achieve a goal. It implies that someone is willing to put in a lot of hard work and effort to accomplish something, even if it seems impossible at first. The idiom is often used to encourage people to persevere and not give up on their goals, even when faced with obstacles or challenges."
碍手碍脚,Be a hindrance,Get in the way,Obstructing hands and feet
神不知，鬼不觉,In great secrecy,"God does not know, ghost does not know","The idiom ""神不知，鬼不觉"" can be translated as ""No one knows, no one sees."
神采奕奕,Glowing with health and radiating vigor,In high spirits,"The natural English idiomatic translation for 神采奕奕 is ""radiant with vitality."
神色自若,Be perfectly calm and collected,Look at ease,神色自若
祸不单行,It never rains but it pours,Misfortunes never come singly,Misfortune does not come singly.
祸国殃民,Bring disaster (or calamity) to the country and the people,Harm the country and the people,祸国殃民 (huò guó yāng mín)
福无双至,Blessings never come in pairs,Fu Wushuang arrives,"Good fortune does not come twice, misfortune does not come singly."
秀而不实,Flowering but producing no fruit,Show but not truth,A person who is always talking about their achievements but never actually accomplishes anything.
私相授受,Make an illicit transfer,Give and receive privately,Private Instruction and Acceptance
秋风扫落叶,Wipe out the corrupt and the evil easily,Autumn wind sweeps leaves,The autumn wind sweeps away the fallen leaves.
秋毫无犯,(of highly disciplined troops) not commit the slightest offence against the civilians,Autumn is innocent,"The idiom 秋毫无犯 (Qiū wú hào fàn) means ""not taking a single hair from the people"" or ""not infringing on the people's rights."" It is used to describe someone who is extremely respectful and does not take advantage of others, even in small ways."
种瓜得瓜，种豆得豆,"As you sow, so will you reap",You get what you sow,"Planting melons yields melons, planting beans yields beans."
称孤道寡,Act like an absolute ruler,Act like an absolute monarch,"He's such a big shot, claiming to be the only one and stating that he's alone."
称兄道弟,Be on intimate terms,Call each other brothers,"We're just friends, but we call each other brothers."
称王称霸,Act like an overlord,Lord it over,"The idiom ""称王称霸"" can be translated as ""to claim the throne and dominate"" or ""to claim the throne and be the dominant force."
积年累月,For months and years,Over the years,"A long time has passed, accumulating years and months."
积谷防饥,Accumulate grains against famine,Accumulate grain to prevent hunger,Store up grain to prevent hunger.
积重难返,Old habits are difficult to get rid of,Hard to return,It's hard to change something that has been accumulated over a long period of time.
积羽沉舟,The awesome power of sheer numbers,Accumulate feathers sink the boat,"The idiom ""积羽沉舟"" means that the weight of small actions can lead to a significant negative outcome. In this case, the idiom is used to describe how small, seemingly insignificant actions can accumulate and cause a major problem."
稳操胜券,Have full assurance of success,Be sure to win,Secure victory in hand
空中楼阁,Daydream,Castle in the sky,A castle in the air
穿针引线,Act as a go-between,Thread the needle,He's the one who's been doing the needlework between us.
突飞猛进,Make a spurt of progress,Advance by leaps and bounds,突飞猛进 (tū fēi měng jìn) means to make rapid progress or advancement.
穷兵黩武,Adopt a warlike policy,Go to war,Keep it terse and faithful to each component.
穷途末路,Dead end,No way no money,"The literal English translation of 穷途末路 is ""No way out."" However, the idiomatic meaning of the idiom is ""to be in a desperate situation with no way out."
穷山恶水,Barren mountains and unruly rivers,Poor mountains and bad waters,"A natural English idiomatic translation of 穷山恶水 is ""a desolate and harsh environment."
穷则思变,Poverty gives rise to a desire for change,Being poor is changing,"When in dire straits, think of change."
窥测方向，以求一逞,Spy out the land in order to accomplish one's schemes,"Peep the direction, in order to succeed",To spy on the direction and try to achieve one's goal.
立锥之地,A tiny bit of land,The land of the cone,"A small amount of space or a small amount of land, often used to describe a person's limited resources or opportunities."
立身处世,How to get along with people,Live in the world,"The idiom 立身处世 means ""to act in a proper manner in society"" or ""to behave appropriately in social situations."" It emphasizes the importance of being polite, respectful, and considerate towards others in daily interactions."
立足之地,Standing-room,Gain a foothold,A stable foundation or a solid base.
竭尽全力,To the best of one's ability,Make every effort,Exhaust all efforts
端倪可察,Have found a due to something,Clues can be seen,"A native speaker would say ""There are subtle hints that something is about to happen."
笑里藏刀,An iron hand in a velvet glove,Hidden knife in laughter,"Smile on the Inside, Knife on the Outside"
笨鸟先飞,The need to start early (used as a modest expression of one's need for caution),Stupid bird fly first,The slow bird takes the lead.
管中窥豹，可见一斑,Conjure the whole thing through seeing a part of it,"Peeping the leopard in the tube, it can be seen","A native English speaker would actually say: ""Peering into a bamboo tube, one can see a leopard's spot."
箭在弦上,A point of no return,Arrow on the string,"The situation is unavoidable, and we must act."
筚路蓝缕,The pioneering spirit,Bilu blue thread,"We started from scratch, living in poverty, but we persevered and built a successful company."
箪食壶浆,Welcome (an army) with food and drink,Tanshi pot pulp,箪食壶浆
米珠薪桂,Exorbitantly high cost of living,Mi Zhu Xin Gui,The price of this antique vase is truly a treasure beyond compare.
粗枝大叶,In a slipshod manner,Thick branches and large leaves,"The idiom 粗枝大叶 (cū zhī dà yè) can be translated as ""to be overly broad or superficial in one's approach, often implying a lack of attention to detail or depth."
粥少僧多,Not enough to go around,"Less porridge, more monks","The idiom 粥少僧多 is a common Chinese idiom that means ""a few bowls of porridge for many monks."" It is used to describe a situation where there is not enough for everyone, and some people will go without."
精兵简政,Streamlined administration,Efficient and streamlined administration,The idiom 精兵简政 means to reduce the number of officials and simplify the government structure. It implies a policy of streamlining government operations and reducing bureaucracy to improve efficiency and effectiveness.
约法三章,Make a few simple rules to be observed by all concerned,Three chapters of the covenant,"The idiom ""约法三章"" can be translated to ""make three laws or rules"" or ""three articles of agreement"" in English."
纷至沓来,Come in a continuous stream,One after another,纷至沓来
绝处逢生,Escape by the skin of one's teeth,Life in desperation,To survive in the most dire of situations.
绞尽脑汁,Rack one's brains,Racking my brains,绞尽脑汁 (jiǎo jìn nǎo zhī) is an idiom that means to think very hard or come up with a solution to a problem. It is often used to describe someone who is trying very hard to solve a difficult problem or come up with a creative idea.
络绎不绝,Unending,An endless stream,"The idiom 络绎不绝 (luò yì bù jué) means ""continuously arriving and departing"" or ""incessant flow."" It describes a situation where people, vehicles, or things keep coming and going without interruption."
经年累月,For years,Over the years,"Year after year, month after month"
绿林好汉,A band of bandits entrenched in a mountain stronghold,Green forest hero,"绿林好汉 (lǜ lín hǎo hàn) is an idiom that refers to a group of brave and honorable outlaws or bandits, often associated with the Green Forests, a legendary group of warriors in Chinese folklore."
绰绰有余,More than sufficient,More than enough,Having more than enough; having a surplus; having a lot of resources or funds available.
绵里藏针,A ruthless character behind a gentle appearance,Tibetan needles in cotton,"A native speaker would say: ""He's a real needle in a haystack - you never know what he's up to!"
紧锣密鼓,Wildly beating gongs and drums,In full swing,Tight drum and tight drum
缘木求鱼,A useless search,Edge wood for fish,Rely on the wood to catch fish
缓不济急,Slow action cannot save a critical situation,In no hurry,缓不济急 (huǎn bù jì jí)
缩头缩脑,Shrink from responsibility,Shrink your head,"Shrink head, shrink brain"" is a literal translation of the idiom ""缩头缩脑,"" but it doesn't convey the idiomatic meaning. A more natural translation would be ""be timid or fearful."
总而言之,To make a long story short,All in all,In summary
总角之交,Childhood friend,Turn of the total angle,Companions of the same age
绘声绘影,Vivid description,Picture sound and picture,Paint a vivid picture.
罄竹难书,(of a man's sins) too numerous to record,Too many books to read,罄竹难书
罪该万死,Hideous crime deserving the harshest punishment,Sin deserves death,"The idiom ""罪该万死"" (Guǐ zhāi wàn sǐ) means that someone has committed such a grave crime that they deserve to be punished with death. It is a very strong expression used to emphasize the severity of a person's wrongdoing."
罪责难逃,Cannot get away with it,Guilt is inevitable,"罪责难逃 (guǐ zé nán tā) can be translated to English as ""guilty of a crime and unable to escape responsibility for it."
置之脑后,Put out of mind,Leave it behind,置之脑后 means to forget or ignore something.
