src,true_meaning,literal_translation,predicted
दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,"Putting a nail in the head"" is not a natural English idiom, but it is a literal translation of the Hindi idiom ""दिमाग पर बोझ डालना."
दिमाग गुम होना,to lose one’s senses,for the brain to be lost,"To have a blank mind"" is a natural English translation of the Chinese idiom ""दिमाग गुम होना."" It accurately captures the meaning and connotation of the original idiom, conveying the idea of a state of confusion or disarray in one's thoughts and emotions."
दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,The brain's needle is pierced.
दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,Do not be nervous or anxious.
दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,"To work with one's teeth"" or ""To work with one's teeth and nails"
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,To strike a blow with one's teeth
जुबान बंद कर देना,to silence someone completely,to shut the tongue,Shut up or keep quiet.
जुबान काट लेना,to regret words spoken,to bite the tongue,To cut off the source of income or support.
जुबान कसना,to rebuke harshly,to tighten the tongue,To break the ice or start a conversation.
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
जुबान पर ताला,to keep secrets locked,a lock on the tongue,"To be overconfident and arrogant, as if one is standing on a tiger's back."
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,The jewel falls off the crown.
जुबान सरक जाना,to misspeak,for the tongue to slide,The water in the river flows away.
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,To keep the sweetness of the jujube
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
पसीना रोकना,to relieve effort,to stop sweat,"The idiom ""पसीना रोकना"" can be translated to ""to hold one's ground"" or ""to stick to one's principles"" in English."
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),"The idiom ""पसीने-पसीने होना"" means to constantly strive to improve oneself and one's abilities to make life easier."
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,"सीने में दर्द होना (sīnē mēn dard hōnā) means ""to have a headache"" or ""to be in pain."
सीने में जलन होना,to feel envy,to have burning in the chest,"To have fire in the eye means to have a burning desire or passion for something, often expressed through one's eyes."
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,"To be exposed to something or someone, causing embarrassment or shame."
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,"The idiom ""सीने पर बोझ होना"" can be translated to English as ""to be in a tight spot"" or ""to be in a difficult situation."
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,"The idiom सीने में आग लगना means ""a fire starts in the belly"" in Hindi, which translates to ""a fire starts in the well"" in English."
रंग दिखाना,to reveal true colors,to show color,"The literal English translation of ""बहुत मजेदार है"" is ""Color shows very interesting."" However, this translation does not convey the full meaning or context of the original Chinese idiom, which is ""色相很美."
रंगीन होना,to enjoy life freely,to become colorful,To tell a story that is colorful and known to be true.
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,"To lose one's color"" or ""To lose one's hue"
रंग उड़ना,to fade away,for the color to fly/fade,"The idiom ""रंग उड़ना"" means ""to change one's color or appearance"" in Hindi. It is often used to describe a person who changes their behavior or attitude in response to a situation or person."
रंग जमना,to gain traction,for color to set,To change their mood.
रंग लगना,to start celebrating,to have color applied,He's coloring the house red.
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,रंग में रँग जाना
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Be careful everywhere.
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Keep your own head straight.
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,"The idiom ""अक्ल ठिकाने लगाना"" is translated to ""To keep one's head in the clouds"" in natural English."
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,"The grapes are sour, and those who talk about them make themselves better."
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To keep it terse and faithful to each component.
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Keep it concise and true to each part.
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Do not express your anger in words.
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,To be so blind that you don't see the obvious.
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it in the dark.
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,अपनी गलती का निर्णय लेना
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",They don't let their own faults go unnoticed.
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,"To lose one's head"" or ""To lose one's mind"
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,To be as vain as a grasshopper.
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To put a tilak on the hands of the blind.
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,अंधा बांटे रेवड़ी की बात करना अर्थात अंधेरे में बांटे रेवड़ी की बात करना अर्थात अंधेरे में बांटे रेवड़ी की बात करना अर्थात अंधेरे में बांटे रेवड़ी की बात करना अर्थात अंधेरे में बांटे रेवड़ी की बात करना अर्थात अंधेरे में बांटे रेवड़ी की बात करना अर्थात अंधेरे में बांटे रेवड़ी की बात करना अर्थात अंधेरे में बांटे रेवड़ी की बात करना अर्थात अंधेरे में बांटे रेवड़ी की बात करना अर्थात अंधेरे में बांटे रेवड़ी की बात करना अर्थात अंधेरे में बांटे रेवड़ी की बात करना अर्थात अंधेरे में बांटे रेवड़ी की बात करना अर्थात अंधेरे में बांटे रेवड़ी क
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,"अंधे की लकड़ी नहीं बनाएं means ""Do not make a fool of yourself"" or ""Do not act foolishly."" It is used to caution someone against making a mistake or doing something that will embarrass them or others."
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,To take the blind man's stick
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,"Even in the darkest of situations, there is always a glimmer of hope or a small chance of success."
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,Eat the stale bread like it's fresh.
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","अंधे का नाम सुना, आँखों से नहीं देखा"
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"No matter how blind, two eyes will open."
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Keep it in the dark
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To enlighten someone who is already well-informed or who already has a good understanding of a subject.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To show the blind the way.
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Sit in the dark
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,To be stuck in a dull song.
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,अंधेरे में सुई खोजना एक शब्द है जो अंधेरे में खोजने की कठिनाइयों को प्रतीक्षित करता है। इसका अर्थ है कि जब किसी किसी कार्य को अंधेरे में करना चाहिए तो उसे उसके अंदर खोजने की कठिनाइयों को भी खोजना चाहिए।
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,Not to give a light to the blind.
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,"To act recklessly, without thinking about the consequences"
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To bring light into darkness.
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",रहते हैं।
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"In the darkness of fate, there is no light."
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Not to enlighten the blind
अंधा प्रेम करना,to love without reason,to love blindly,To fall in love with the dark.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,Give the blind person a hand
अंधे की लाठी,only source of dependence,a blind man’s staff,searching for a needle in the dark
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To see light in dreams for the blind.
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in the dark.
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Searching for a path in the dark
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Hide in the darkness
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,अंधा रेवड़ी बाँटे नहीं (a blind man's stick)
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,The fate of the blind
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,"The idiom ""अंधे को रंग दिखाना"" can be translated to ""To give hope or direction to someone who is lost or confused."
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","To hear the name of the blind, but not see the face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"When you are in a dark place, keep your eyes open."
अंधा गुस्सा करना,to get blindly angry,to do blind anger,"To keep it brief and true to each part, no commentary, just the literal translation."
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To fall into darkness
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,The misfortune of the blind.
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,The fortune of the blind does not wake up.
अंधेरे में भटकना,to wander without direction,to wander in darkness,To fall in the dark
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",Blind love leads to blind consequences.
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,"The idiom ""अंधेरे में रहकर उजाला ढूँढना"" can be translated to English as ""to seek refuge in darkness"" or ""to look for light in the dark."" This idiom suggests that someone is trying to avoid dealing with a difficult situation by seeking comfort or protection in a dark or uncertain environment."
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,"The idiom ""अंधे के हाथ दीपक लगना"" is a Hindi idiom that means to try to see in the dark by holding a lamp in one's hand. It is often used to describe someone who is trying to find their way in a dark and confusing situation, but is unable to do so because they are not equipped with the necessary tools or knowledge. The idiom is derived from the idea that a person cannot see in the dark without a light source, and that the same applies to life situations where one needs to have the right knowledge and tools to succeed."
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even a blind man can find the road.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,Fear in the darkness.
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To show the direct path to the blind
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To try to light a lamp in the dark
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,"In the dark, look at the dark."
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,"Keep it brief and true to each component. No commentary, just the literal translation."
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,Keep it terse and faithful to each component.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,"The literal translation of the Chinese idiom ""अंधेरे में खोज करना"" is ""searching for something in the dark."
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Stealing the dark's umbrella
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To give a mirror to the blind
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make use of the darkness.
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Look in the dark
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To get out of a dark situation or environment.
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,The blind king rules the kingdom.
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,"अंधे की झोपड़ी में रोशनी देना (Endhne ki Jhoppardi mein roshni dena) means to shine in the darkness, which can be translated to ""to provide light or guidance in a dark or difficult situation."
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To remove the blindfold from the eyes.
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,Keep it terse and faithful to each component.
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the darkness.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Don't live in the dark
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,It is necessary to guide the blind.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,अंधेरे में जाने चाहिए।
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,"In a dark situation, it is better to have some knowledge or understanding."
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,"To be present everywhere, to be omnipresent."
आसमान से गिरना,to lose everything suddenly,to fall from the sky,Falling from grace
हवा में उड़ना,to daydream or be overconfident,to fly in the air,"He's always flying in the air, never getting anything done."
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile","जब कोई बात को असमान रूप से विभाजित करता है और उसके अन्तर्गत कोई भी वास्तविक बात नहीं है, तो उसे बैरी (बारी) नहीं बनाया जा सकता है।"
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,To keep the laughter of the happy ones laughing
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To have a lively atmosphere.
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Play with the heart
दिल का मामला,a romantic issue,matter of the heart,The matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,"The idiom ""दिल बड़ा रखना"" means to be patient and understanding, especially in dealing with difficult or unpleasant situations. It implies that one should not get easily frustrated or upset, but rather remain calm and composed."
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Do not make your heart small.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,"The phrase ""to put one's heart in and take it out"" is a natural English idiomatic translation of the Hindi idiom ""दिल लगाना और तोड़ना."
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To make the heart's marrow thin.
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,"The idiom ""दिल से दिल का रिश्ता"" means ""a connection between the heart and the heart"" in Hindi. It is used to describe a deep emotional bond or relationship between two people."
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To ignite someone's emotions or set them on fire.
दिल देना और लेना,to love and reciprocate,to give and take the heart,"The idiom ""दिल देना और लेना"" can be translated as ""to give and take love"" or ""to give and receive love"" in English."
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a strong influence or control over someone's emotions or feelings.
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,To have a lump in one's heart
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,"To think about something in a superficial or unreflective manner, as if it were a piece of food that needs to be chewed and swallowed quickly."
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,"To think deeply or to ponder over something, to engage in careful and thorough consideration of an issue or problem."
दिमाग खपाना,to think very hard,to expend/wear out the brain,To think deeply and carefully about something.
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,To keep the brain in place is necessary.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Don't take the teeth out of your mouth.
मुँह पर बोलना,to speak directly,to speak on the face,"To keep it terse and faithful to each component"" means to translate the idiom ""मुँह पर बोलना"" (mouth-talking) literally without any commentary or explanation."
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone's mouth feel sweet or to flatter someone.
नाक कटना,to lose honor,for the nose to be cut,To cut off one's nose to spite one's face.
नाक ऊँची करना,to make someone proud,to raise the nose high,Keep it terse.
नाक बचाना,to save face,to save the nose,नाक बचाना
नाक दबाना,to force acceptance,to press the nose,To keep it terse and faithful to each component.
नाक चढ़ाना,to act proudly,to raise the nose,To raise one's eyebrows or to raise one's eyebrows.
कान खड़े करना,to become alert,to make the ears stand up,Keep your ears open.
कान में बात डालना,to inform secretly,to put the matter into the ear,Put a warning in someone's ears
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,अंतर्वेशन करना (anterveshan karanā)
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,To keep one's feet on the ground
पैर उखड़ना,to lose stability,for the feet to get uprooted,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
हाथ उठाना,to hit or bless,to raise the hand,To raise one's hand in a gesture of agreement or approval.
हाथ साफ़ करना,to steal cleverly,to clean the hand,To keep it terse and faithful to each component.
हाथ में खेलना,to control completely,to play in the hand,Playing with one's hands
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,"To be stubborn and refuse to change one's mind or position, even in the face of evidence or reason."
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,"The idiom ""सिर पर सवार होना"" is a Hindi idiom that means to be in a difficult or precarious situation, often with a sense of being stuck or unable to escape."
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep it terse and faithful to each component.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,To bring a storm to one's head
सिर फोड़ना,to fight violently,to smash/break the head,To look up to someone with respect and admiration.
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"The idiom ""सिर पर कर्ज़ होना"" can be translated as ""to have a headache on one's head"" in English. However, the natural English idiomatic translation would be ""to be in a bad mood"" or ""to be in a bad state of mind""."
सिर का दर्द,a troublesome person,pain of the head,The pain of the head
सीने में जलन,to feel envy,burning in the chest,"सीने में जलन means ""to be in a bad situation"" or ""to be in trouble"". It is used to describe a person who is in a difficult or unfavorable position."
सीने पर बोझ,to feel guilt or burden,burden on the chest,To throw a grenade on the head.
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,To fill the sky with wind.
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,"The idiom सीना ठंडा होना can be translated as ""to be in a difficult situation or in trouble."" It is used to describe a person who is in a situation where they are facing challenges or problems."
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To keep one's hand on the tiller
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Do not breathe in the air of the grave.
मन बनाना,to make up one’s mind,to make up the mind,मन बनाना शब्द का अर्थ यह है कि आपको एक विशेष रूप से अपने मन में एक विशेष बात का विचार करना होता है जो आपकी जीवनी में बहुत महत्वपूर्ण हो सकती है। इसका अर्थ यह है कि आपको एक विशेष बात का विचार करना होता है जो आपकी जीवनी में बहुत महत्वपूर्ण हो सकती है।
मन भर जाना,to lose interest,for the mind to become full,"The idiom ""मन भर जाना"" can be translated to English as ""to be well-informed"" or ""to be filled with knowledge."
मन खुश करना,to please someone,to make the mind happy,To make someone happy or content.
मन बदलना,to change opinion suddenly,to change the mind,"बहुत आसान है, लेकिन राजनीति में बदलाव करना बहुत असामान्य है।"
मन लगाकर काम करना,to work sincerely,to work having set the mind,"मन लगाकर काम करना अर्थात् काम करने के लिए जितना जोर देते हैं, वैसे ही उन जोर के लिए उनके लिए जितना मन लगाते हैं। यह अर्थात् काम करना और मन लगाना एक साथ होता है।"
मन जीत लेना,to win hearts,to win the mind,To win the mind
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,पहला पत्ता गिरने से पहले दूसरा नहीं जाता
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like one is tied up with chains.
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck has given me a bad day.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,I want to be in the thick of things.
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,Keep it terse and faithful to each component.
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To keep it terse and faithful to each component.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),Not to tell the feelings of the audience.
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To keep one's hands clean.
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle from all sides.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,दिमाग पर छा जाना
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money comes first, fun comes later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),"Not to put a price on one's head"" or ""not to overvalue oneself."
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,"The idiom ""औरत के पल्लू में छिपना"" can be translated to ""to hide oneself in a woman's bosom"" in English."
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,बच्चों को भूखा मारना
