|source|predicted|ground_truth|da|qe|rouge|embed_distance|laj
40|一纸空文|दिल में बात रखना|Empty words on a sheet of paper|0.36556681990623474|0.3656056225299835|0.0|0.5532397031784058|2
41|一枕黄粱|दिल का रोग|A brief dream of grandeur|0.3789885938167572|0.37288394570350647|0.0|0.6863232851028442|1
42|一张一弛|दाँतों तले अंगुली आ जाना|Strike a proper balance between work and rest|0.25621098279953003|0.3650755286216736|0.0|0.3685561716556549|2
43|一着不慎，满盘皆输|सिर पर तूफ़ान टूटना|One careless move and the whole game is lost|0.28499865531921387|0.36313286423683167|0.0|0.5534453392028809|2
44|一差二错|दिमाग का दही बनाना|Possible mistake or mishap|0.2898849546909332|0.34703201055526733|0.0|0.5337124466896057|2
45|一筹莫展|दिल में बात रखना|Be at one's wits' end|0.33434543013572693|0.39264604449272156|0.0|0.7389878630638123|1
46|一唱百和|बीज बोने वाला|Chime in with others|0.34126803278923035|0.4792416989803314|0.0|0.5845422744750977|2
47|一唱一和|हाथ मिलाना|Sing the same tune|0.37697073817253113|0.5033344030380249|0.0|0.5751509666442871|1
48|一触即溃|दिल का रोग|Collapse at the first encounter|0.42026957869529724|0.40369492769241333|0.0|0.657120406627655|2
49|一视同仁|दिल में आग लगना|Treat all alike without discrimination|0.2910188138484955|0.4125120937824249|0.0|0.5244762301445007|1
50|一失足成千古恨|अंधे को सपने में रोशनी दिखना|A single slip may cause lasting sorrow|0.3033294975757599|0.43406012654304504|0.0|0.5236387848854065|1
51|一手包办|हाथ मिलाना|Take everything on oneself|0.3353385627269745|0.3845731317996979|0.0|0.6535930633544922|2
52|一手遮天|दिल में बात रखना|Hoodwink the public|0.38219305872917175|0.3691917359828949|0.0|0.6272767782211304|1
53|一身是胆|दिल का चैन खोना|Know no fear|0.44511738419532776|0.4756762385368347|0.0|0.7129369378089905|2
54|一日千里|मुँह बंद कर देना|By leaps and bounds|0.3311949670314789|0.42728614807128906|0.0|0.5450330376625061|2
55|一日三秋|दिल का रोग|Miss somebody very much|0.37278982996940613|0.39157065749168396|0.0|0.6272785067558289|1
56|一人难如千人意|दिल में आग लगना|One man con hardly meet the wishes of everybody|0.2840474545955658|0.35454872250556946|0.0|0.4818647801876068|1
57|一字千金|अंधे को सपने में रोशनी दिखना|One character is worth a thousand ounces of gold|0.3231262266635895|0.50922030210495|0.0|0.51572585105896|4
58|一则以喜，一则以惧|हाथ मिलाना|Feel both joy and fear|0.3419460952281952|0.3227402865886688|0.0|0.5618239641189575|1
59|一蹴而就|दिल का हाल समझना|Succeed overnight|0.4065520763397217|0.43142229318618774|0.0|0.6581616401672363|2
60|一寸丹心|अंधे को रास्ता दिखाना|A loyal heart|0.39528167247772217|0.4644329845905304|0.0|0.5059493780136108|1
61|一寸光阴一寸金|सिर पर तूफ़ान टूटना|Time is money|0.3275335431098938|0.2866905629634857|0.0|0.5918048620223999|2
62|一而再，再而三|दिल में बात रखना|Again and again|0.37319955229759216|0.39674142003059387|0.0|0.7259225845336914|1
63|一衣带水|सीने में बात रखना|A narrow strip of water|0.31302180886268616|0.3446929454803467|0.0|0.500429093837738|2
64|一意孤行|पैरों पर खड़ा होना|Go (take, have of follow) one's own way|0.36382701992988586|0.6424340009689331|0.0|0.5383507609367371|3
65|一叶知秋|दिल पर बोझ होना|It is a straw in the wind|0.3247278034687042|0.36804357171058655|0.0|0.6126635074615479|1
66|一叶障目，不见泰山|दिल में आग लगना|Have one's view of the important overshadowed by the trivial|0.24206805229187012|0.30479076504707336|0.0|0.5095233917236328|1
67|一言既出，驷马难追|सिर पर हाथ रखना|What is said cannot be unsaid|0.2834932208061218|0.3476355969905853|0.0|0.5258857607841492|2
68|一言以蔽之|अंधे को सूरज दिखाना|Make a long story short|0.3167591392993927|0.5963479280471802|0.0|0.47361689805984497|1
69|一无可取|अंधा राजा प्रजा अंधी|Good-for-nothing|0.3203142583370209|0.29545730352401733|0.0|0.5341296792030334|1
70|一物降一物|पैरों तले ज़मीन खिसकना|Everything has its vanquisher|0.3285984396934509|0.3575614094734192|0.0|0.6085125207901001|4
71|一误再误|दुम दबाकर निकल लेना|Make one error after another|0.27934643626213074|0.3431106209754944|0.0|0.4215071201324463|2
72|一五一十|दिल का रोग|Narrate systematically and in full detail|0.3726481795310974|0.39435142278671265|0.0|0.5431156158447266|2
73|一问三不知|दिमाग पर जोर डालना|Be entirely ignorant|0.407914400100708|0.3818378746509552|0.0|0.6018435955047607|1
74|一望而知|हाथ बाँधना|Very obvious|0.4087795317173004|0.40122899413108826|0.0|0.5376971960067749|1
75|一望无际|अंधे को रास्ता दिखाना|Boundless|0.4035949409008026|0.6009354591369629|0.0|0.5417406558990479|2
76|一语道破|अंधे के हाथ में छेद|Get to the heart of the matter in a few words|0.3075736463069916|0.3375316858291626|0.0|0.5626733899116516|2
77|七窍生烟|दिल में बात रखना|Foam with rage|0.3532888889312744|0.3545103967189789|0.0|0.6548731327056885|1
78|七长八短|छाती पर बोझ रखना|Of uneven size|0.304526150226593|0.3892938196659088|0.0|0.5165674090385437|3
79|七手八脚|हाथ में हाथ डालना|Too many cooks|0.313364177942276|0.39271506667137146|0.0|0.4602237343788147|1
80|七上八下|साँप की तरह दौड़ना|Be agitated|0.39925163984298706|0.4852057695388794|0.0|0.5138158202171326|1
81|三番五次|दिल का रोग|Again and again|0.42083433270454407|0.37821176648139954|0.0|0.7072229981422424|2
82|三头六臂|हाथ से निकलना|With three heads and six arms - superhuman|0.24989134073257446|0.33023974299430847|0.0|0.5400832891464233|1
83|三天打鱼，两天晒网|तार-तार करना|Lack of perseverance|0.4049997627735138|0.3426249921321869|0.0|0.5034726858139038|2
84|三令五申|तार-तार करना|Repeated orders and instructions|0.33406519889831543|0.4300677478313446|0.0|0.6042752861976624|2
85|三个臭皮匠，胜过一个诸葛亮|सीने में बोझ होना|Two heads are better than one|0.32860538363456726|0.29266443848609924|0.0|0.6017981767654419|1
86|三顾茅庐|दिल में चोर होना|Repeated a whole-hearted invitation|0.2498517632484436|0.4744114577770233|0.0|0.5499520897865295|2
87|三句话不离本行|हाथ में हाथ डालना|Talk shop a the time|0.32796844840049744|0.2962043285369873|0.0|0.49133747816085815|1
88|三长两短|अंधे को सूरज दिखाना|Something unfortunate, especially death|0.3250257074832916|0.5075587630271912|0.0|0.4095245599746704|2
89|三十六计，走为上策|सिर पर तूफ़ान टूटना|The best thing to do now is to quit|0.3024403750896454|0.27212709188461304|0.0|0.5545818209648132|2
90|三生有幸|सीने पर बोझ डालना|Consider oneself most fortunate (to make somebody's acquaintance)|0.29299911856651306|0.3250373303890228|0.0|0.4588507413864136|2
91|三人行必有我师|तार-तार करना|If three of us are walking together, there will certainly be a teacher for me|0.30592331290245056|0.3165443539619446|0.0|0.46123945713043213|2
92|三寸不烂之舌|सिर पर तूफ़ान टूटना|(have) a silver tongue|0.3674384355545044|0.34167036414146423|0.0|0.5750079154968262|1
93|三五成群|मुँह में ज़ुबान नहीं|In threes and fours|0.29830628633499146|0.37565287947654724|0.0|0.5374207496643066|1
94|上不着天，下不着地|अंधा क्या चाहे, दो आँखें|Be suspended in mid-air|0.22371035814285278|0.31343355774879456|0.0|0.37274396419525146|2
95|上天无路，入地无门|सिर पर चढ़ना|Helpless, nowhere to turn|0.2537705600261688|0.30811601877212524|0.0|0.6684318780899048|1
96|上梁不正下梁歪|अंधेरे में रहना|People follow the example of those in high positions|0.2920851707458496|0.32979562878608704|0.0|0.46937039494514465|2
97|上蹿下跳|साँप निकल जाना|Run clandestine errands up and down the line|0.341126948595047|0.3789379298686981|0.0|0.6442306041717529|2
98|上无片瓦，下无插针之地|अंधा बाँटे रेवड़ी|As poor as a church mouse|0.26740768551826477|0.24248942732810974|0.0|0.5361204147338867|1
99|下笔千言，离题万里|दिमाग का पारा चढ़ना|Write quickly but stray from the theme|0.29786914587020874|0.3047525882720947|0.0|0.5853272676467896|1
100|下不为例|दिल में आग लगना|Not to be repeated|0.29604557156562805|0.4234578311443329|0.0|0.5881836414337158|2
101|下马看花|पाँव फूल जाना|On-the-spot investigation|0.30283257365226746|0.34943458437919617|0.0|0.4769706130027771|1
102|下车伊始|अंधा क्या चाहे, दो आँखें|The moment one takes up one's official post|0.22109472751617432|0.3017570376396179|0.0|0.28897613286972046|1
103|不明不白|अंधा क्या चाहे, दो आँखें|Inexplicable|0.23425857722759247|0.35013547539711|0.0|0.4070413112640381|1
104|不分彼此|दिमाग का दही बनाना|Share everything|0.29397472739219666|0.34466835856437683|0.0|0.5160937905311584|2
105|不打不成相识|आँखों में बसा लेना|No discord, no concord|0.31151893734931946|0.3639048635959625|0.0|0.5513322949409485|1
106|不违农时|दिल का रोग|Do farm work in the right time|0.3409274220466614|0.3497156798839569|0.0|0.5279954075813293|1
107|不打自招|साँप की तरह दौड़ना|A self-confession|0.3500284254550934|0.35785141587257385|0.0|0.44278576970100403|2
108|不到黄河心不死|अंधा क्या चाहे, दो आँखें|Not give up till coming to a dead end|0.2202712893486023|0.29014503955841064|0.0|0.4530545473098755|1
109|不得要领|दिल का रोग|Unable to make heads or tails of something|0.30885887145996094|0.4232310950756073|0.0|0.5711444020271301|2
110|不能自拔|दिमाग का दही बनाना|Be inescapably caught in|0.2686838209629059|0.35025960206985474|0.0|0.5213393568992615|1
111|不念旧恶|सिर पर चढ़ बैठना|Forget old grudges (or grievances)|0.2201869785785675|0.31933170557022095|0.0|0.4917222857475281|2
112|不郎不秀|दिल का रोग|Worthless|0.44916078448295593|0.3725721836090088|0.0|0.645546555519104|2
113|不吝指教|दूध का जला छाछ|Not spare your comments|0.28142979741096497|0.35921820998191833|0.0|0.3926514685153961|1
114|不落窠臼|दिल में बात रखना|Leave the beaten track|0.3109005391597748|0.4106800854206085|0.0|0.6712303161621094|1
115|不甘后人|आँखें फटी की रह जाना|Hate to be outdone|0.2547723054885864|0.3783853352069855|0.0|0.5984236598014832|1
116|不甘示弱|दिमाग का दही बनाना|Yield no ground|0.31687408685684204|0.3399137556552887|0.0|0.5545281767845154|1
117|不敢越雷池一步|अंधा क्या चाहे, दो आँखें|Keep within (the) bounds|0.23345410823822021|0.31741517782211304|0.0|0.32666584849357605|2
118|不管三七二十一|सीने में बोझ होना|Come what may|0.3366934359073639|0.3305664658546448|0.0|0.6210758686065674|1
119|不可偏废|सिर पर तूफ़ान टूटना|Without neglecting either|0.3435472548007965|0.3699721395969391|0.0|0.5007839202880859|1
120|不亢不卑|अंधे को सूरज दिखाना|Neither overbearing nor servile|0.30593445897102356|0.43597331643104553|0.0|0.40835827589035034|2
121|不急之务|कान में बात डालना|A nonurgent business|0.34947991371154785|0.4145198464393616|0.0|0.4729054272174835|1
122|不见棺材不落泪|दिल में ठंडक पड़ना|Refuse to be convinced until one is faced with grim reality|0.29934927821159363|0.43253812193870544|0.0|0.6971133947372437|2
123|不进则退|रंग उड़ना|Move forward, or you'll fall behind|0.2588459849357605|0.320951372385025|0.0|0.6756998896598816|1
124|不经一事，不长一智|अंधे को सूरज दिखाना|Wisdom comes from experience|0.3433879613876343|0.33982720971107483|0.0|0.4333452880382538|2
125|不绝如缕|दिल का रोग|Very precarious|0.42628270387649536|0.37533608078956604|0.0|0.5783387422561646|1
126|不期而遇|अंधेरे में छिपाना|Meet accidentally (or by chance)|0.3406248688697815|0.4822521209716797|0.0|0.6913272142410278|1
127|不知凡几|सिर पर हाथ रखना|Can't tell how many there are|0.29199638962745667|0.34348607063293457|0.0|0.5205461978912354|2
128|不知天高地厚|हाथ ऊँचा होना|Have an exaggerated opinion of one's abilities|0.2981756329536438|0.3833686113357544|0.0|0.5596604943275452|1
129|不知好歹|अंधा क्या जाने अंधा का अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा अंधा राजा|Not to know good from bad|0.16451960802078247|0.2795989215373993|0.0|0.3585169315338135|1
130|不知进退|अंधे की भी आँख खुल गई|Have no sense of propriety|0.37531140446662903|0.3969271779060364|0.0|0.41497206687927246|1
131|不知人间有羞耻事|अंधे को सपना दिखाना|Lose all sense of shame|0.34027358889579773|0.3708721995353699|0.0|0.6135668754577637|1
132|不知所以|अंधे को रास्ता दिखाना|Not know the reason why|0.3441444933414459|0.5053948760032654|0.0|0.47210264205932617|1
133|不知所云|अंधा क्या चाहे, दो आँखें|Unintelligible|0.21797111630439758|0.3549196720123291|0.0|0.34580039978027344|2
134|不耻下问|सिर पर तूफ़ान टूटना|Not above asking questions|0.32565566897392273|0.3548395037651062|0.0|0.4331769347190857|1
135|不识大体|दिल का रोग|Fail to see the larger issues|0.33617666363716125|0.38218221068382263|0.0|0.5137031078338623|2
136|不识抬举|मुँह की बात निकल जाना|Not know how to appreciate (or treasure) favours|0.27861759066581726|0.39777305722236633|0.0|0.46389782428741455|1
137|不识时务|सिर पर तूफ़ान टूटना|Not familiar with the current situation|0.3136376440525055|0.35176941752433777|0.0|0.547187864780426|2
138|不上不下|अंधा क्या चाहे, दो आँखें|In a fix|0.28765401244163513|0.3367501199245453|0.0|0.41405126452445984|5
139|不胜枚举|दिल में कील ठोकना|Cannot be enumerated one by one|0.20484687387943268|0.3691587746143341|0.0|0.47452443838119507|1
140|不入虎穴，焉得虎子|हाथ में हाथ रखना|Nothing ventured, nothing gained|0.22538694739341736|0.29883113503456116|0.0|0.5187917351722717|2
141|不在话下|मुँह की बात निकल जाना|Needless to say|0.34771621227264404|0.3885253071784973|0.0|0.5717583894729614|2
142|不足为训|अंधे को सूझा दिखाना|Not worth learning from|0.3690665364265442|0.4158304035663605|0.0|0.4159656763076782|2
143|不塞不流，不止不行|दिल लगा लेना|There is no flowing without damming, and no motion without rest|0.25425857305526733|0.26303189992904663|0.0|0.525253176689148|1
144|不二法门|दिमाग पर जोर डालना|No other way|0.39202192425727844|0.3777208924293518|0.0|0.5398803353309631|2
145|不易之论|हाथ बाँधना|Unalterable truth|0.3447568118572235|0.39196518063545227|0.0|0.585822343826294|2
146|不一而足|अंधेरे में रोशनी फैलाना|It is by no means an isolated case|0.3503035008907318|0.46890708804130554|0.0|0.4007294774055481|2
147|不遗余力|सिर पर तूफ़ान टूटना|Do one's utmost|0.29366937279701233|0.38062822818756104|0.0|0.6128349900245667|2
148|不由分说|दिल में ठंडक पड़ना|Without giving one the opportunity (or chance) to explain|0.2967967092990875|0.45007169246673584|0.0|0.43334150314331055|1
149|不厌其烦|हाथ मिलाना|Take great pains|0.37400057911872864|0.44036778807640076|0.0|0.6672133207321167|1
150|不厌其详|अंधा क्या चाहे, दो आँखें|Not feel annoyed (or bored) to tell (or narrate) in full detail|0.24117881059646606|0.3338799774646759|0.0|0.32254311442375183|2
151|不言而喻|दिल में कील ठोकना|Self-evident|0.25142231583595276|0.41247978806495667|0.0|0.5558797121047974|2
152|不务空名|अंधा राजा प्रजा अंधी|Not seek empty fame|0.3020775020122528|0.29223406314849854|0.0|0.5387591123580933|1
153|不无小补|अंधे की रोटी गीली|Be of some help|0.31221655011177063|0.2702847719192505|0.0|0.457236111164093|1
154|不务正业|नाक का बाल खींचना|Not attend to one's proper business (or duties)|0.2418028712272644|0.3725828230381012|0.0|0.4662420153617859|1
155|世态炎凉|दिल का रोग|The way of the world, now hot, now cold|0.3549942076206207|0.4207507073879242|0.0|0.7024316787719727|2
156|世上无难事，只怕有心人|हाथ बाँधना|Where there is a will, there is a way|0.3100287616252899|0.4310905337333679|0.0|0.6448197364807129|1
157|丢盔弃甲|सिर पर तूफ़ान टूटना|Run away helter-skelter|0.35777315497398376|0.38982903957366943|0.0|0.6911382079124451|1
158|丢卒保车|सीना ठंडा होना|Give up a pawn to save a chariot|0.3077850639820099|0.29006227850914|0.0|0.5468345284461975|1
159|中庸之道|पैरों पर खड़ा होना|Middle course|0.4035274386405945|0.5738136768341064|0.0|0.5583672523498535|2
160|久旱逢甘雨|हाथ थामे रह जाना|Have a long-felt need satisfied|0.32616958022117615|0.3728522062301636|0.0|0.6005246639251709|1
161|乘风破浪|सिर पर चढ़ना|Brave the wind and the waves|0.2306169867515564|0.3865227997303009|0.0|0.7397425174713135|2
162|乘兴而来，败兴而归|सीने पर बोझ होना|Set out cheerfully and return disappointed|0.3581683337688446|0.3196631371974945|0.0|0.5291975736618042|2
163|乘虚而入|सीने में बोझ होना|Act when somebody is off guard|0.33703678846359253|0.4164051115512848|0.0|0.6319048404693604|2
164|乘人之危|दिल का स्वाद बदलना|Take advantage of other's calamity|0.29845380783081055|0.40160301327705383|0.0|0.5915417671203613|2
165|九牛二虎之力|रंग उड़ना|A tremendous amount of labor|0.2788877785205841|0.32814016938209534|0.0|0.5191168189048767|1
166|乞哀告怜|सिर पर हाथ रखना|Piteously beg for help|0.33045998215675354|0.3695160448551178|0.0|0.6186653971672058|1
167|事倍功半|साँप की तरह दौड़ना|Do twice the work with half of results|0.31641891598701477|0.4242362082004547|0.0|0.3710413873195648|2
168|事半功倍|साँप की तरह दौड़ना|Get twice the result with half the effort|0.3292994499206543|0.4325074851512909|0.0|0.3842845857143402|1
169|事不关己，高高挂起|सिर पर चढ़ना|Let things drift if they do not affect one personally|0.24131932854652405|0.3128367066383362|0.0|0.5627778768539429|1
170|事不宜迟|सिर पर चढ़ना|We must attend to the matter immediately|0.3025432527065277|0.31414321064949036|0.0|0.5850636959075928|1
171|事非经过不知难|अंधेरे में रहना|You never know how hard a task is until you have done it yourself|0.300191730260849|0.3785076439380646|0.0|0.48254793882369995|2
172|事过境迁|सिर पर चढ़ना|The incident is over and the circumstances are different|0.25761711597442627|0.37386640906333923|0.0|0.49632781744003296|1
173|事后诸葛亮|जुबान की मिठास|Claim wisdom after the event|0.37349605560302734|0.3592456877231598|0.0|0.5690244436264038|1
174|事出有因|साँप की तरह पीछे पड़ना|It is by no means accident al|0.34895631670951843|0.3993065655231476|0.0|0.40871232748031616|1
175|五湖四海|सिर पर हाथ रखना|The five lakes and four seas|0.2786957621574402|0.37800347805023193|0.0|0.5010559558868408|1
176|五十步笑百步|साँप की तरह दौड़ना|The pot calling the kettle black|0.3073849081993103|0.3783937394618988|0.0|0.5062796473503113|1
177|井底之蛙|जुबान की धार|A man of very limited experience|0.3475354015827179|0.4154585599899292|0.0|0.4543350338935852|2
178|井水不犯河水|सिर पर हाथ रखना|I'll mind my own business, you mind yours|0.25711801648139954|0.31845811009407043|0.0|0.6008908152580261|1
179|亡羊补牢|अंधे को सूझा दिखाना|Mend the fold after a sheep is lost|0.30728012323379517|0.5547007322311401|0.0|0.5244567394256592|2
180|亡羊得牛|अंधे की भी आँख खुल गई|The gain is greater than the loss|0.37778282165527344|0.390457421541214|0.0|0.4842005968093872|2
181|亦步亦趋|दिल से उतरना|Follow in one's steps|0.3014083802700043|0.384594589471817|0.0|0.6300249099731445|2
182|人不知，鬼不觉|दिमाग का दही बनाना|Do in complete secrecy|0.2796839773654938|0.3305305540561676|0.0|0.5279266834259033|2
183|人不为己，天诛地灭|ईमान की परीक्षा देना|Everyone for himself and let the devil take the hindmost|0.3368210196495056|0.36750611662864685|0.0|0.534311056137085|1
184|人怕出名猪怕肥|पानी मांगना|Fame portends trouble for men just as fattening does for pigs|0.27558791637420654|0.3355012536048889|0.0|0.5185644626617432|1
185|人莫予毒|दिल का रोग|"""no one dare harm me"""|0.34722331166267395|0.3917129635810852|0.0|0.618515133857727|2
186|人命危浅|पीठ पीछे खींचना|One's days (or hours) are numbered|0.2847285568714142|0.41833359003067017|0.0|0.6510360836982727|1
187|人浮于事|सिर पर चढ़ना|Superfluous staff|0.2829488217830658|0.34216776490211487|0.0|0.55429607629776|1
188|人定胜天|अंधेरे में रहना|It is man's will, not heaven's, that decides|0.29234978556632996|0.38951942324638367|0.0|0.4937148988246918|2
189|人同此心，心同此理|हाथ से निकलना|Everybody feels the same about this|0.24396517872810364|0.2910846769809723|0.0|0.5043147802352905|2
190|人欢马叫|मन भर जाना|A busy, prosperous country scene|0.2599794268608093|0.35637325048446655|0.0|0.5084744691848755|1
191|人尽其才|पानी सिर से गुजरना|Bring everyone's ability (or talent) into full play|0.2838190495967865|0.36705583333969116|0.0|0.4322776198387146|2
192|人弃我取|पलड़ा टूटना|I will take whatever others don't want|0.302708238363266|0.29975834488868713|0.0|0.5407407283782959|2
193|人琴俱亡|सिर पर हाथ रखना|Mourn (or grieve) over the dead at sight of his things left|0.2585325539112091|0.3136121928691864|0.0|0.5429139137268066|2
194|人心向背|मन में बात रखना|The will of the people|0.384197473526001|0.45674511790275574|0.0|0.6373509764671326|1
195|人心所向|अंधे को सूरज दिखाना|The direction of popular sentiment (or feeling)|0.2845737636089325|0.5446534156799316|0.0|0.44277065992355347|2
196|人而无信，不知其可|अंधा क्या चाहे, दो आँखें|If a man does not keep his word, what is he good for|0.2215331494808197|0.30586758255958557|0.0|0.36284202337265015|1
197|人无廉耻，百事可为|मुँह का पानी उतरना|If a man is dead to shame, he can do all sorts of evils|0.2444557249546051|0.34893667697906494|0.0|0.408438116312027|1
198|人为刀俎，我为鱼肉|जुबान की धार|Be meat on somebody's chopping block - be at somebody's mercy|0.29325321316719055|0.26233118772506714|0.0|0.5384085774421692|1
199|人微言轻|दिमाग का दही बनाना|The words of the lowly carry little (or no) weight|0.2075810730457306|0.32314333319664|0.0|0.3923933804035187|2
200|人云亦云|दिमाग का दही बनाना|Parrot|0.31020140647888184|0.3761816620826721|0.0|0.5315525531768799|1
201|仁者见仁，智者见智|अंधे को रास्ता दिखाना|Different people have different views|0.31315767765045166|0.42715707421302795|0.0|0.49170050024986267|1
202|今非昔比|हाथ कंगन|Times have changed|0.32441645860671997|0.3022080659866333|0.0|0.5912637710571289|1
203|今是昨非|हाथ तंग होना|Wake up to one's past folly after realizing what is right today|0.28614547848701477|0.32070431113243103|0.0|0.5455058813095093|1
204|他山攻错|हाथ बाँधना|Advice from others may help one overcome one's shortcomings|0.27752363681793213|0.4125155210494995|0.0|0.527117133140564|1
205|付之一炬|पाँव पसारकर सोना|Set something on fire|0.3156159222126007|0.41811704635620117|0.0|0.5129659175872803|1
206|以貌取人|दिल पर बोझ होना|Judge by outward looks|0.31774237751960754|0.42806488275527954|0.0|0.5629780292510986|2
207|以德报怨|अंधा क्या चाहे, दो आँखें|Return good for evil|0.27288618683815|0.3036022484302521|0.0|0.3450815975666046|2
