Unnamed: 0,src,true_meaning,predicted
32,बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।,"The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.","The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators for information this month, refusing to comment on the freeze.  The bank has confirmed that it has received a request from regulators"
33,जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं,"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.","Those who do wrong to us, do they not understand that we will treat them like those who have faith and do good deeds, and that we will all be equal in life and death. But they issue such harsh orders."
34,ये तो सठीया गए हैं,Ignore him. He's senile.,They have become foolish.
35,DN को उपयोक्ता '%s' के लिए पाने में विफल,Failed to get the DN for user '%s',उपयोगकर्ता को किसी विशिष्ट उपयोगकर्ता के लिए डीएनएस सेवा प्राप्त करने में असमर्थ रहा।
36,EMAIL OF TRANSLATORS,Your names,Translator's email.
37,"राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page",translator-credits,Rajesh Rananj hit on this page.
38,"मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है","Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.","People seem to love worldly things because they are beautiful, sons, gold and silver heaps, and horses and camels and fields. All these are worldly goods and a good place is only with Allah. (Surah Al-Furqan, 25:2)"
39,"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।""","And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me.""",- and
40,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,There is no song to write on the disc.
41,एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।,"An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.",An ordinary citizen wrote a post about the traditional festival and cultural heritage of Poila Boishakh in Bangladesh. (Note: Poila Boishakh is the Bengali New Year)
42,कुछ भी नहीं किया जा सकता है?,Can nothing be done? !,Can nothing be done?
43,- तुमने उसे एक साइकिल पंप से मारा?,- You hit him with a bicycle pump?,"- He pushed her to the ground and kicked her into the ceiling. (Ta ba ta tiu dao di shang, ren hou ba ta tiu dao tian hua ban shang.)  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  ."
44,मुझे लगता है वे मुझे से दूर ले चिंतित है.,I worried they take you away from me.,I feel they are drifting away from me.  | 1 Answer  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they are drifting away from me.  |  I feel they
45,छल्लेदार स्प्रिंग घिस जाएगी।,Y-you're gonna wear out the spring coil.,The spring will lose its charm.
46,मैं नहीं जानता.,I don't know.,I don't know what to do.
47,कोरियाई (_UHC),Korean (_UHC),कोरिया की स्वास्थ्य सेवा प्रणाली (_UHC) का मुख्य लाभ यह है कि यह स्वास्थ्य सेवा को एक सामाजिक मुद्दे के रूप में देखता है।
48,"नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?",No. You know what I'm gonna do for you?,"No, you know what I'm doing for you? Answer: No, I'm not doing anything for you."
49,"यदि तुम उनसे पूछो कि ""आकाशों और धरती को किसने पैदा किया?"" को वे अवश्य कहेंगे, ""अल्लाह ने।"" कहो, ""तुम्हारा क्या विचार है? यदि अल्लाह मुझे कोई तकलीफ़ पहुँचानी चाहे तो क्या अल्लाह से हटकर जिनको तुम पुकारते हो वे उसकी पहुँचाई हुई तकलीफ़ को दूर कर सकते है? या वह मुझपर कोई दयालुता दर्शानी चाहे तो क्या वे उसकी दयालुता को रोक सकते है?"" कह दो, ""मेरे लिए अल्लाह काफ़ी है। भरोसा करनेवाले उसी पर भरोसा करते है।""","If you ask them, ‘Who created the heavens and the earth?’ they will surely say, ‘Allah.’ Say, ‘Have you considered what you invoke besides Allah? Should Allah desire some distress for me, can they remove the distress visited by Him? Or should He desire some mercy for me, can they withhold His mercy?’ Say, ‘Allah is sufficient for me. In Him let all the trusting put their trust.’","तो क्या वे उसकी दयालुता को रोक सकते है? (Or if He intends for me mercy, can they withhold His mercy?)"
50,"फिर जब देखा कि उसका कुर्ता पीछे से फटा है तो उसने कहा, ""यह तुम स्त्रियों की चाल है। निश्चय ही तुम्हारी चाल बड़े ग़ज़ब की होती है","So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great.","When seen that his shirt was torn from behind, he said, ""This is the way of women. Certainly your way is very surprising."" "
51,दृश्य में क्षेत्र दिखायें (_n),Show field i_n View,The requested information is not available.  The requested information is not available.
52,"शुक्रिया, मेरे खयाल से।",Thanks. I think.,Thank you from the bottom of my heart.
53,"शायद यह भी कफन ही, सब कुछ.","Maybe the even the shroud itself, everything.","Maybe this is also a shroud, everything."
54,मैं सेना शिविरों के आसपास गाड़ियां धक्का देखा है सुअर गंदगी से भरा जार के बारे में भव्य दावा कर ...,I've seen pushing carts around army camps making grand claims about jars full of pig shit...,I have seen cars crash near army camps. They are against the army.
55,जोड़ें,Add,मुझे लगता है कि किताबें मेरी आत्मा को पुनः प्राप्त करने का एक तरीका हैं।
56,अपने ब्लॉग अंतर्राष्ट्रीय रिपोर्टरों और चिट्ठाकारों के सुपुर्द कर उन्हें जारी रखें।,As an example I have handed over my blog posting rights to a free speech,अपने ब्लॉग को अंतरराष्ट्रीय रिपोर्टरों और ब्लॉगर्स को सौंप दें ताकि वे उसे आगे बढ़ा सकें। (Natural English translation)
57,अगला (_N),_Next,Next time.
58,आप केप केनवरल में हैं और आप मिशन कंट्रोल के प्रमुख हैं.,You are in Cape Canaveral and you are Head of Mission Control.,You are in Cape Canaveral and you are the principal of mission control.
59,"अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों","It produces its fruit all the time, by permission of its Lord. And Allah presents examples for the people that perhaps they will be reminded.","अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों और सीखें।"
60,जो जो चीज़ सारे आसमान व ज़मीन में है सब ख़ुदा की तसबीह करती है और वही ग़ालिब हिकमत वाला है,All that is in the heavens and the earth glorify God. He is Majestic and All-wise.,What thing all sky and earth in is all God's praise doing is he/she/it Ghalib wise is
61,- यह कोई फर्क नहीं पड़ता है जहाँ वह है।,- It does not matter where she is.,यह कोई फर्क नहीं पड़ता है जहाँ वह है। - (हमें वहाँ मिलेंगे।) - (हम वहाँ मिलेंगे।) - यह कोई फर्क नहीं पड़ता है जहाँ वह है। - (हमें वहाँ मिलेंगे।) - (हम वहाँ मिलेंगे।) - यह कोई फर्क नहीं पड़ता है जहाँ वह है। - (हमें वहाँ मिलेंगे।) - (हम वहाँ मिलेंगे।) - यह कोई फर्क नहीं पड़ता है जहाँ वह है। - (हमें वहाँ मिलेंगे।) - (हम वहाँ मिलेंगे।) - यह कोई फर्क नहीं पड़ता है जहाँ वह है। - (हमें वहाँ मिलेंगे।) - (हम वहाँ मिलेंगे।) - यह कोई फर्क नहीं पड़ता है जहाँ वह है। - (हमें वहाँ मिलेंगे।) - (हम वहाँ मिलेंगे।) - यह कोई फर्क नहीं पड़ता है जहाँ वह है। - (हमें वहाँ मिलेंगे।) - (हम वहाँ मिलेंगे।) - यह कोई फर्क नहीं पड़ता है जहाँ वह है। - (हमें वहाँ मिलेंगे।) - (हम वहाँ मिलेंगे।) - यह कोई फर्क नहीं पड़ता है जहाँ वह है। - (हमें वहाँ मिलेंगे।) - (हम वहाँ मिलेंगे।) - यह कोई फर्क नहीं पड़ता है जहाँ वह है। - (हमें वहाँ मिलेंगे।) - (हम वहाँ मिलेंगे।) - यह कोई फर्क नहीं पड़ता है जहाँ वह है। - (हमें वहाँ मिलेंगे।) - (हम वहाँ मिलेंगे।) - यह कोई फर्क नहीं पड़ता है जहाँ वह है। - (हमें वहाँ मिलेंगे।) - (हम वहाँ मिलेंगे।) - यह कोई फर्क नहीं पड़ता है जहाँ वह है। - (हम
62,री-लोड फ़ाइल,Reload current file,Remove from local disk and reload. Answer:
63,अज्ञान में ही नहीं है ... मासूमियत के रूप में।,Ignorance is not the same... as innocence.,"It is not only ignorance, but also innocence in its form."
64,आगे बढ़ें,Proceed,Go ahead.
65,निश्चय ही तुम्हारे रब ही की ओर पलटना है,But to your Lord is the return.,It is certain that you will turn to your Lord only.
66,- अगर आप अभी तक फुटबॉल दायर की थी?,- Did you file the football yet?,Have you played football yet? (Have you played football yet?)
67,घड़ीName,Clock,"If you don't keep track of time, then you will be late."
68,डंपलिंग दल!,Dumpling Squad!,They are Dumping Team!
69,"और कहेंगे, ""हम उसपर ईमान ले आए।"" हालाँकि उनके लिए कहाँ सम्भव है कि इतने दूरस्थ स्थान से उसको पास सकें","And say: We (now) believe therein. But how can they reach (faith) from afar off,","We have faith in him,"" they will say. But how can they possibly bring him to them from such a distant place?"
