src,true_meaning,literal_translation,predicted
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Grapes are sour. Answer: Gr
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To blow one's own horn.
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,"To be proud and arrogant, to look down on others."
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,The final answer is: अपना राग अलापना (apna rāg alāpanā)।
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,You're stuck with it.
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,The final answer is: In the dark.
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To own up to one's mistakes.
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",The final answer is: Be yourself.
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,"English translation: ""Lost his mind"
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,"अक्ल घास चरने जाना (Akla Ghas Charne Jana) का अर्थ है कि किसी समस्या का समाधान ढूंढने के लिए अपने दिमाग को व्यायाम करना, जिससे कोई ठोस निर्णय नहीं लिया जा सके। (Akla Ghas Charne Jana Ka Arth Hai Ki Kisi Samasya Ka Samadhan Dhoondhne Ke Liye Apne Dimag Ko Vyayam Karna, Jisse Koi Thos Nirnay Nahin Liya Ja Sakta.) . हालांकि, चीनी वाक्यांश का अर्थ है कि किसी समस्या का समाधान ढूंढने के लिए अपने दिमाग को व्यायाम करना, जिससे कोई ठोस निर्णय नहीं लिया जा सके। (Halaanki Chinai Vakyaansh Ka Arth Hai Ki Kisi Samasya Ka Samadhan Dhoondhne Ke Liye Apne Dimag Ko Vyayam Karna, Jisse Koi Thos Nirnay Nahin Liya Ja Sakta.) ."
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,"It is futile to try to do something that requires skill or expertise, especially when one is not qualified or experienced."
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Divide into small pieces so that it becomes worthless.
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,Literal: well of the frog at the bottom of the well
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,Idiom: अंधे की लाठी छीनना
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,The correct answer is: It means that even the most unlikely person has been awakened to a new idea or perspective.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,"The idiomatic sense of the Hindi idiom ""अंधे की रोटी गीली होती है"" is: ""to be taken advantage of or deceived because of one's ignorance or lack of awareness""."
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","The translation is correct, and the idiom means ""to hear about something without seeing it for oneself""."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"अंधा क्या चाहे, दो आँखें दिखाएँ का अर्थ है कि किसी को अपने असली गुणों के बजाय नकली गुणों को दिखाने के लिए कहा जाए। यह एक ऐसी स्थिति है जहां कोई व्यक्ति अपने असली गुणों के बजाय नकली गुणों को दिखाने के लिए मजबूर होता है। उदाहरण के लिए, कोई व्यक्ति जो वास्तव में कमजोर है, लेकिन अपने साथियों को यह दिखाने के लिए मजबूर है कि वह बहुत मजबूत है। यह एक ऐसी स्थिति है जहां व्यक्ति अपने असली गुणों को छुपाने के लिए मजबूर होता है और नकली गुणों को दिखाने के लिए मजबूर होता है। यह एक ऐसी स्थिति है जहां व्यक्ति अपने असली गुणों को छुपाने के लिए मजबूर होता है और नकली गुणों को दिखाने के लिए मजबूर होता है।"
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Black box operation
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To explain something to someone who is not ready to understand it.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To show the path to the blind.
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,- Keep things under wraps
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,अंधा धुन में लगे रहना
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,1. In the dark
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,The Hindi idiom अंधे के हाथ में दीपक (Andhe ke Haath Mein Deepak) and the Chinese idiom (Chén gǒu shǒu zhù huǒ) both convey the idea that it's not a good idea to put someone who is not capable or competent in a position of power or responsibility.
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,Literal translation: One root thread.
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,- (zhēn shì) = True friend
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind","Natural English idiomatic translation: When the leader is blind, the people will also be blind."
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,One blade of grass is not my own.
