src,true_meaning,literal_translation,predicted
添砖加瓦,Do one's little bit,Add bricks and mortar,"He already has so much money, there's no need to add a little more. Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |  Bookmark | Report Error | Help |"
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,"The final answer is: ""add insult to injury"
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,"She finally waited for him to apologize, and felt a great sense of relief, her mood suddenly became bright and carefree. Answer:"
游刃有余,Be move than equal to a task,Do it with ease,"The idiomatic sense of the Chinese idiom ""游刃有余"" is: to have a surplus of power or resources, often implying a sense of superiority or advantage. This surplus can be a significant advantage, but not necessarily used to its full extent."
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,To seize an opportunity that arises from a chaotic situation.
浑然一体,An integral whole,All in one,The final answer is: Perfectly integrated or unified.
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,"By studying the history of a company, we can understand its current situation better. Answer: This idiom means to gain new insights by drawing on past knowledge or experiences. It encourages people to learn from history or past experiences to better understand current situations."
沧海横流,The changes and disorders of the times,Across the sea,Facing a multitude of challenges. Answer: They're in for a rough ride. Answer: They're in for a tough time. Answer: They're in for a lot of trouble. Answer: They're facing a lot of challenges. Answer: They're in for a world of trouble. Answer: They're in for a lot of difficulties. Answer: They're in for a lot of challenges. Answer: They're facing a lot of difficulties. Answer: They're in for a tough road. Answer: They're facing a lot of challenges. Answer: They're in for a lot of difficulties. Answer: They're facing a lot of challenges. Answer: They're in for a tough time. Answer: They're facing a lot of difficulties. Answer: They're facing a lot of challenges. Answer: They're in for a lot of trouble. Answer: They're facing a lot of challenges. Answer: They're in for a lot of difficulties. Answer: They're facing a lot of challenges. Answer: They're in for a lot of trouble. Answer: They're facing a lot of challenges. Answer: They're in for a tough time. Answer: They're facing a lot of difficulties. Answer: They're facing a lot of challenges. Answer: They're in for a lot of trouble. Answer: They're facing a lot of challenges. Answer: They're in for a tough time. Answer: They're facing a lot of difficulties. Answer: They're facing a lot of challenges. Answer: They're in for a lot of trouble. Answer: They're facing a lot of challenges. Answer: They're in for a tough time. Answer: They're facing a lot of difficulties. Answer: They're facing a lot of challenges. Answer: They're in for a lot of trouble. Answer: They're facing a lot of challenges. Answer: They're in for a tough time. Answer: They're facing a lot of difficulties. Answer: They're facing a lot of challenges. Answer: They're in for a lot of trouble. Answer: They're facing a lot of challenges. Answer: They're in for a tough time. Answer: They're facing a lot of difficulties. Answer: They're facing a lot of challenges. Answer: They're in for a lot of trouble. Answer: They're facing a lot of challenges. Answer: They're in for a tough time. Answer: They're facing a lot of difficulties. Answer: They're facing a lot of challenges. Answer: They
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,a grain of sand in the ocean
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,"English translation: ""Not to eat the food of this dynasty, so as not to be ashamed of the future generations."
滴水成冰,Freezing cold,Dripping into ice,To achieve a great goal through persistent and continuous effort.
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits","If you're too eager to accept praise, you'll get criticized, but if you're humble, you'll get benefits."
满城风雨,Become the talk of the town,Wind and rain all over the city,"The final answer is: A city in an uproar Aug 16, 2021 at 4:22"
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,pēi fù mà jiē
滥竽充数,Just to fill up a vacancy,Excessive use of data,"Literal translation: {'过': 'to overdo', '多': 'many/excessive', '竽': 'zither', '充': 'to fill/completion', '数': 'number/count'}"
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Literal translation: Add oil on fire.
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,Literal translation:
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,"A person who is not knowledgeable or skilled in a particular area, but claims to be an expert."
烈火见真金,True blue will never stain,Fire sees real gold,Literal translation: 烈火见真金
烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,溜须拍马
无米之炊,Make bricks without straw,Cooking without rice,The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The fire without rice. The
无风不起浪,Theres no smoke without fire,"No wind, no wave","There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is no wind, no waves arise.  The final answer is: There is"
无风起浪,Make trouble out of nothing,No wind and waves,The final answer is:
无敌于天下,Unmatched anywhere in the world,Invincible in the world,The final answer is: Utterly flawless or perfect.
无功受禄,Get a reward without deserving it,Reward without merit,I think you got a bit carried away there!  I'll just give you the next idiom.  Here it is:
无计可施,Utterly without resources,Nothing can be done,at a loss
无济于事,Useless,To no avail,This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Answer: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Explanation: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Answer: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Explanation: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Answer: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Explanation: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Answer: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Explanation: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Answer: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Explanation: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Answer: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Explanation: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Answer: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Explanation: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Answer: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Explanation: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Answer: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Explanation: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Answer: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Explanation: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Answer: This idiom suggests that one's actions or efforts are pointless and will not achieve the desired outcome.  Explanation: This idiom suggests that one
无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,He always likes to attend unnecessary meetings.
无事生非,Create problems where none exists,Much Ado About Nothing,这句谚语形容一个人总是喜欢制造麻烦，找借口找理由，往往把小事变成大事。
无所适从,With no definite plan to follow,At a loss,I was at a loss for what to do. Answer: I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find a place to follow from.  I was not able to find
无恶不作,Commit all manner of crimes,Do no evil,The final answer is A) utterly corrupt and wicked.
无以复加,In the extreme,Can't be added,"Literal: Translation: There is no way to add to it.  Explanation:  The idiom is formed by combining two Chinese characters: ""无"" (wú) meaning ""no"" or ""not"" and ""以"" (yǐ) meaning ""way"" or ""method"". ""复"" (fù) means ""to repeat"" or ""to add to"" and ""加"" (jiā) means ""to add"" or ""increase"". Therefore, the idiom ""无以复加"" literally means ""there is no way to add to it"" or ""it cannot be increased further"".  In English, the idiom is often used to convey that something is perfect, complete, or cannot be improved upon.  For example: ""The new restaurant is so good that it's no way to add to it.""  In this sentence, the speaker is saying that the restaurant is already perfect and cannot be improved upon.  The idiom can also be used to describe a situation where someone is trying to find fault or criticize something, but is unable to do so because it is already flawless.  For example: ""The new policy is so well-designed that there's no way to add to it.""  In this sentence, the speaker is saying that the policy is already perfect and cannot be improved upon.  Overall, the idiom ""无以复加"" is a powerful expression that conveys a sense of perfection and completeness.  It is often used in formal and informal settings to describe something that is already at its best.  The idiom can also be used to express admiration and appreciation for something that is already perfect.  For example: ""The new product is so innovative that there's no way to add to it.""  In this sentence, the speaker is saying that the product is already groundbreaking and cannot be improved upon.  Overall, the idiom ""无以复加"" is a versatile expression that can be used in a variety of contexts to convey a sense of perfection and completeness.  It is a valuable addition to any language learner's vocabulary.  The idiom can also be used to describe a situation where someone is trying to find fault or criticize something, but is unable to do so because it is already flawless.  For example: ""The new policy is so well-designed that there's no way to add to it.""  In this sentence, the speaker is saying that the policy is already perfect and cannot be improved upon.  The idiom"
无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root","This project had no foundation or basis, and therefore failed quickly. Answer: This project had no foundation or basis, and therefore failed quickly.  Explanation: This idiom means something that has no foundation or basis.  It is used to describe a situation or a person that is unstable or lacking in substance.  The idiom is often used to caution against taking something at face value or to warn against the dangers of superficiality.  For example: ""The company's success is no more than a flash in the pan, a no-source water that will eventually dry up.""  In this example, the idiom is used to suggest that the company's success is not based on any solid foundation and will therefore be short-lived.  Another example: ""The student's knowledge is no more than a superficial understanding, a no-root wood that will not last long.""  In this example, the idiom is used to suggest that the student's knowledge is not based on any deep understanding and will therefore not be lasting.  The idiom is often used in a negative sense to caution against the dangers of superficiality and to encourage people to look beyond the surface level.  However, it can also be used in a positive sense to encourage people to build a strong foundation and to work hard to achieve their goals.  For example: ""The company's success is not just a flash in the pan, but a solid foundation that will last for years to come.""  In this example, the idiom is used to suggest that the company's success is based on a strong foundation and will therefore be lasting.  Another example: ""The student's knowledge is not just a superficial understanding, but a deep understanding that will last a lifetime.""  In this example, the idiom is used to suggest that the student's knowledge is based on a deep understanding and will therefore be lasting.  Overall, the idiom is a useful tool for encouraging people to build a strong foundation and to work hard to achieve their goals.  It is a reminder that success and knowledge are not just fleeting moments, but rather the result of hard work and dedication.  The idiom is often used in a variety of contexts, including business, education, and personal development.  It is a popular idiom in Chinese culture and is often used in everyday conversation.  The idiom is also used in literature and poetry to convey the importance of building a strong foundation and to caution against the dangers of superficiality.  For example: ""The lotus flower grows in the"
无缘无故,For no reason at all,For no reason,"Without relation without cause  No. 1: The idiom ""无缘无故"" is used to describe a situation where someone is unfairly treated or discriminated against, without any apparent reason or justification.  No. 2: The idiom ""无缘无故"" is used to describe a situation where someone is unfairly treated or discriminated against, without any apparent reason or justification.  No. 3: The idiom ""无缘无故"" is used to describe a situation where someone is unfairly treated or discriminated against, without any apparent reason or justification.  No. 4: The idiom ""无缘无故"" is used to describe a situation where someone is unfairly treated or discriminated against, without any apparent reason or justification.  No. 5: The idiom ""无缘无故"" is used to describe a situation where someone is unfairly treated or discriminated against, without any apparent reason or justification.  No. 6: The idiom ""无缘无故"" is used to describe a situation where someone is unfairly treated or discriminated against, without any apparent reason or justification.  No. 7: The idiom ""无缘无故"" is used to describe a situation where someone is unfairly treated or discriminated against, without any apparent reason or justification.  No. 8: The idiom ""无缘无故"" is used to describe a situation where someone is unfairly treated or discriminated against, without any apparent reason or justification.  No. 9: The idiom ""无缘无故"" is used to describe a situation where someone is unfairly treated or discriminated against, without any apparent reason or justification.  No. 10: The idiom ""无缘无故"" is used to describe a situation where someone is unfairly treated or discriminated against, without any apparent reason or justification.  No. 11: The idiom ""无缘无故"" is used to describe a situation where someone is unfairly treated or discriminated against, without any apparent reason or justification.  No. 12: The idiom ""无缘无故"" is used to describe a situation where someone is unfairly treated or discriminated against, without any apparent reason or justification.  No. 13: The idiom ""无缘无故"" is used to describe a situation where someone is unfairly treated or discriminated against, without any apparent reason or justification.  No. 14"
无庸赘述,It's unnecessary to go into details,Needless to say,It is unnecessary to say more.
烟消云散,Disappear in a flash,Disappear into smoke,"The smoke disappears the clouds scatter.  Note: This idiom means ""the situation clears up"" or ""the fog lifts"".  The literal translation is a direct rendering of the Chinese characters.  The word order is preserved, and the meaning is conveyed without interpretation.  This approach ensures that the translation accurately reflects the original text.  In this case, the idiom ""烟消云散"" is a poetic expression that describes a scene where smoke disappears and clouds scatter, symbolizing a clearing of the air or a resolution of a situation.  The translation maintains the poetic quality of the original phrase.  The use of the word ""disappears"" and ""scatter"" conveys the idea of something being removed or cleared away, which is in line with the idiom's meaning.  The translation is concise and direct, making it a faithful representation of the original idiom.  This approach to translation is essential for conveying the nuances and complexities of idiomatic expressions.  By preserving the word order and literal meaning, the translation provides a clear understanding of the idiom's intended meaning.  The result is a translation that is both accurate and effective in conveying the original message.  In this case, the translation ""The smoke disappears the clouds scatter"" is a precise and evocative representation of the idiom ""烟消云散"".  It captures the essence of the original phrase and conveys the idea of a situation clearing up or the fog lifting.  This approach to translation is particularly useful when dealing with idiomatic expressions, as it helps to preserve the cultural and linguistic context in which the phrase was originally used.  The translation is not only a literal rendering of the Chinese characters but also a reflection of the cultural and historical context in which the idiom was created.  The use of the word ""smoke"" and ""clouds"" in the translation helps to evoke the image of a clearing sky, which is a common metaphor for a resolution or a new beginning.  The translation is also concise and easy to understand, making it accessible to a wide range of readers.  In conclusion, the translation ""The smoke disappears the clouds scatter"" is a faithful and effective representation of the idiom ""烟消云散"".  It preserves the word order and literal meaning of the original phrase, while also conveying the intended meaning and cultural context.  This approach to translation is essential for conveying the nuances and complexities of idiomatic expressions, and it provides a clear understanding of the original phrase.  The translation is a direct and"
煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,He spent a lot of money to watch a movie.
照猫画虎,Imitate,Draw cats and tigers,Copy cat tiger Answer: He's a copy cat tiger.
茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other","to be utterly alone, with no one to rely on, feeling isolated and disconnected from the world."
煽风点火,Instigate,Fan the flames,Some people incite the crowd to riot.
熟视无睹,Ignore,Turn a blind eye,```
