src,true_meaning,literal_translation,predicted
दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,To judge the truth of someone's words by observing the space between their teeth.
दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,To get work done by using one's teeth and nails.
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,Finger under the teeth being pressed down.
जुबान बंद कर देना,to silence someone completely,to shut the tongue,I was left speechless when I saw the accident.
जुबान काट लेना,to regret words spoken,to bite the tongue,- Keep quiet
जुबान कसना,to rebuke harshly,to tighten the tongue,Keep quiet.
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,A natural English idiomatic translation given the idiom explanation and literal word-by-word gloss would be:
जुबान पर ताला,to keep secrets locked,a lock on the tongue,"I decided to keep quiet because I knew that if my words were heard, the situation would only get worse. Answer this question"
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,- Tongue slip
जुबान सरक जाना,to misspeak,for the tongue to slide,She let the cat out of the bag.
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Keep a sweet tongue. Answer this 1. जुबान की मिठास रखना (Jubān kī miṭhās rakhna) = Keep a sweet tongue. Answer this 2. जुबान की मिठास रखना (Jubān kī miṭhās rakhna) = Keep a sweet tongue. Answer this 3. जुबान की मिठास रखना (Jubān kī miṭhās rakhna) = Keep a sweet tongue. Answer this 4. जुबान की मिठास रखना (Jubān kī miṭhās rakhna) = Keep a sweet tongue. Answer this 5. जुबान की मिठास रखना (Jubān kī miṭhās rakhna) = Keep a sweet tongue. Answer this 6. जुबान की मिठास रखना (Jubān kī miṭhās rakhna) = Keep a sweet tongue. Answer this 7. जुबान की मिठास रखना (Jubān kī miṭhās rakhna) = Keep a sweet tongue. Answer this 8. जुबान की मिठास रखना (Jubān kī miṭhās rakhna) = Keep a sweet tongue. Answer this 9. जुबान की मिठास रखना (Jubān kī miṭhās rakhna) = Keep a sweet tongue. Answer this 10. जुबान की मिठास रखना (Jubān kī miṭhās rakhna) = Keep a sweet tongue. Answer this 11. जुबान की मिठास रखना (Jubān kī miṭhās rakhna) = Keep a sweet tongue. Answer this 12. जुबान की मिठास रखना (Jubān kī miṭhās rakhna) = Keep a sweet tongue. Answer this 13. जुबान की मिठास रखना (Jubān kī miṭhās rakhna) = Keep a sweet tongue. Answer this 14. जुबान की मिठ
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,To fulfill one's family obligations.
पसीना रोकना,to relieve effort,to stop sweat,To pretend to be busy or to hide one's true intentions.
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),To be extremely busy or overwhelmed.
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,chest in pain to be
सीने में जलन होना,to feel envy,to have burning in the chest,"सीने में जलन होना (sīnē mén jī lán hūn) is a Hindi idiom that translates to ""to have heart burn with fire in the chest"" in English. This idiom is used to describe the feeling of regret, shame, or guilt that one experiences after doing something wrong or making a mistake. It is often used to convey a sense of internal discomfort or pain that is felt in the chest or heart area."
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,In the chest to rise lava.
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,To bear a heavy responsibility or burden. Answer this
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,In the chest to catch fire.
रंग दिखाना,to reveal true colors,to show color,The final answer is: अपनी क्षमताओं को प्रदर्शित करना।
रंगीन होना,to enjoy life freely,to become colorful,यहाँ जीवन भर जीवंत और रंगीन होता है। . Explanation: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर है: यहाँ जीवन भर जीवंत और रंगीन होता है। .  का उत्तर ह
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,The colour loses its shine.
रंग उड़ना,to fade away,for the color to fly/fade,-
रंग जमना,to gain traction,for color to set,"to make a good impression, to make a splash, to make a hit."
रंग लगना,to start celebrating,to have color applied,to be enamored with/to be fond of/to be attached to/to be taken with/to be captivated by/to be infatuated with/to be enchanted by/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with/to be enamored with
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,The final answer is: To color in color become.
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,"The idiom ""at all costs"" means that excess in anything is undesirable. It is a general rule that should be followed."
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,किसी का फायदा उठाने के लिए उनका उपयोग करना
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,Correct translation.  Please let me know if you need any further assistance.  Thank you.
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,अंगूर खट्टे हैं
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,He's blowing his own trumpet about completing a big project.
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,- To hold one's nose high
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,-
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,A blind person's hand catches a sparrow.
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,In the dark.
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To own up to it.
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should play one's own flute with one's own tune. Answer: One should
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,The intellect's standard has broken down. (or) The intellect has broken down. (or) The intellect has reached its breaking point. (or) The intellect has collapsed. (or) The intellect has reached its limit. (or) The intellect has reached its exhaustion point. (or) The intellect has reached its limit of endurance. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion. (or) The intellect has reached its point of collapse. (or) The intellect has reached its point of exhaustion
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,Literal: (Akla Ghās Charane Jānā)
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,Blind men feeling an elephant
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,अंधा बांटे रेवड़ी
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,- Blind wood (or stick) (or tree) (or branch) (or log) (or timber) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or firewood) (or fire
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,To snatch a stick from a blind man.
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Even a blind person can see something.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,"A natural English idiomatic translation is: ""When someone is blind to the truth, they will never be satisfied."
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","Heard the name of the blind, not seen with the eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,किसी को अपने असली चरित्र को छिपाने के लिए एक नकली व्यक्तित्व का प्रदर्शन करना। (To pretend to be something you're not in order to impress or deceive others.)।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,मुझे यह जानकारी के बिना अंधेरे में रखा गया था कि मेरे कार्यालय में कोई बदलाव हुआ है। (Mujhe yah jankari ke bina andhere me rakha gaya tha ki mere karyalay me koi badalav hua hai.) या मुझे यह जानकारी के बिना अंधेरे में रखा गया था (Mujhe yah jankari ke bina andhere me rakha gaya tha). अनुवाद: मुझे यह जानकारी के बिना अंधेरे में रखा गया था कि मेरे कार्यालय में कोई बदलाव हुआ है। (Mujhe yah jankari ke bina andhere me rakha gaya tha ki mere karyalay me koi badalav hua hai.) या मुझे यह जानकारी के बिना अंधेरे में रखा गया था (Mujhe yah jankari ke bina andhere me rakha gaya tha). अनुवाद: मुझे यह जानकारी के बिना अंधेरे में रखा गया था कि मेरे कार्यालय में कोई बदलाव हुआ है। (Mujhe yah jankari ke bina andhere me rakha gaya tha ki mere karyalay me koi badalav hua hai.) या मुझे यह जानकारी के बिना अंधेरे में रखा गया था (Mujhe yah jankari ke bina andhere me rakha gaya tha). अनुवाद: मुझे यह जानकारी के बिना अंधेरे में रखा गया था कि मेरे कार्यालय में कोई बदलाव हुआ है। (Mujhe yah jankari ke bina andhere me rakha gaya tha ki mere karyalay me koi badalav hua hai.) या मुझे यह जानकारी के बिना अंधेरे में रखा गया था (Mujhe yah jank
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,"अंधे को रास्ता दिखाना (अंधे को सूरज दिखाना)। यह चीनी वाक्यांश एक ऐसे व्यक्ति को संदर्भित करता है जो किसी को उनकी अज्ञानता या ज्ञान की कमी के बारे में जागरूक करता है, जिससे वे अपने ज्ञान को सुधार सकें।. (अंधे को रास्ता दिखाना)। यह चीनी वाक्यांश एक ऐसे व्यक्ति को संदर्भित करता है जो किसी को उनकी अज्ञानता या ज्ञान की कमी के बारे में जागरूक करता है, जिससे वे अपने ज्ञान को सुधार सकें।. (अंधे को रास्ता दिखाना)। यह चीनी वाक्यांश एक ऐसे व्यक्ति को संदर्भित करता है जो किसी को उनकी अज्ञानता या ज्ञान की कमी के बारे में जागरूक करता है, जिससे वे अपने ज्ञान को सुधार सकें।. (अंधे को रास्ता दिखाना)। यह चीनी वाक्यांश एक ऐसे व्यक्ति को संदर्भित करता है जो किसी को उनकी अज्ञानता या ज्ञान की कमी के बारे में जागरूक करता है, जिससे वे अपने ज्ञान को सुधार सकें।. (अंधे को रास्ता दिखाना)। यह चीनी वाक्यांश एक ऐसे व्यक्ति को संदर्भित करता है जो किसी को उनकी अज्ञानता या ज्ञान की कमी के बारे में जागरूक करता है, जिससे वे अपने ज्ञान को सुधार सकें।. (अंधे को रास्ता दिखाना)। यह चीनी वाक्यांश एक"
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,You don't need to guide someone who is already on the right path.
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,In darkness in to sit
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,"- Natural English idiomatic translation: ""Completely absorbed in a particular situation or problem."
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,one root
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,One-track mind.
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,- Blind donkey ride a horse
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,**Chinese Idiom:**
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",Literal: (One water one water)
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"A natural English idiomatic translation is: ""A star shining brightly in the fate of the blind."" (The person who is unaware of the danger or problem is often the one who suffers the most.)"
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,The blind to not find the path.
अंधा प्रेम करना,to love without reason,to love blindly,To love someone blindly or without any consideration.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,To give unnecessary help to someone who is already capable.
अंधे की लाठी,only source of dependence,a blind man’s staff,A blind man's stick is a good guide.
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To give false hope to someone who is already hopeless.
अंधेरे में रहना,to be ignorant,to live/stay in darkness,"He's a man who lives in the dark, never seeking to learn about the world around him."
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,English translation:
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,"(Andhera mein chhipana) किसी को कुछ नहीं दिखने देना (kisi ko kuch nahin dikhne deyna) या किसी को कुछ छिपाना (kisi ko kuch chhipana)। यह एक ऐसा काम है जिसमें किसी को कुछ दिखाने के बजाय कुछ छिपाने की कोशिश की जाती है। यहाँ ""यǎn"" का अर्थ है ""आंख"" और ""shàng"" का अर्थ है ""पर"" या ""ऊपर"", इसलिए यहाँ ""yǎn shàng"" का अर्थ है ""आंखों के सामने"" या ""आंखों के सामने छिपाना""। ""yǐn"" का अर्थ है ""छिपाना"" या ""दिखाने से बचना""। इसलिए, यहाँ का अर्थ है कि किसी को कुछ नहीं दिखाने देना या किसी को कुछ छिपाना। यह एक ऐसा काम है जिसमें किसी को कुछ दिखाने के बजाय कुछ छिपाने की कोशिश की जाती है। यहाँ ""यǎn"" का अर्थ है ""आंख"" और ""shàng"" का अर्थ है ""पर"" या ""ऊपर"", इसलिए यहाँ ""yǎn shàng"" का अर्थ है ""आंखों के सामने"" या ""आंखों के सामने छिपाना""। ""yǐn"" का अर्थ है ""छिपाना"" या ""दिखाने से बचना""। इसलिए, यहाँ का अर्थ है कि किसी को कुछ नहीं दिखाने देना या किसी को कुछ छिपाना। यह एक ऐसा काम है जिसमें किसी को कुछ दिखाने के बजाय कुछ छिपाने की कोशिश की जाती है। यहाँ ""यǎन"" का"
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,A blind man distributes. (Note: This is not a natural English idiomatic translation. It is a literal translation.)
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,To be born lucky or to have good fortune.
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,Word-by-word translation: Not know to understand reason
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","जिसे सुना है, लेकिन देखा नहीं है। (Jise Suna Hai, Lekin Dekha Nahin Hai)।"
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"What can a blind person see, and what can a person with two eyes say?"
अंधा गुस्सा करना,to get blindly angry,to do blind anger,- It means to act out of anger without thinking of the consequences of one's actions.
