src,true_meaning,literal_translation,predicted
मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To flatter or try to win someone's favor by speaking insincerely or making false promises.
माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Literal translation: to put a wrinkle on the forehead
माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,He got a promotion to a higher position after his hard work and dedication.
दिल में जगह बनाना,to win affection,to make a place in the heart,- a page of a book
दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,मुझे लगता है कि वहाँ कुछ छुपा हुआ है जिससे मुझे एक अजीब सी भावना हो रही है (mujhe lagta hai ki vahan kuchh chhupa hua hai jisse mujhe ek ajeeb si bhavana ho rahi hai) Answer:
दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,I feel uneasy about betraying my friend.
दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,To hold anger in the heart. Answer this
दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer: from the heart's depth. Answer
दिल हिल जाना,to be shaken emotionally,for the heart to shake,He was deeply moved by the child's story and tears welled up in his eyes.
दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,- दिल (Dil) =
दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,The correct answer is: He was left in a state of shock after hearing the news of his father's death.
दिल को सुकून मिलना,to find peace,for the heart to find peace,To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer: To get peace to the heart. Answer
दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,- **to confuse or perplex someone**.
दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,The mind has been put in its proper place.
दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To put a burden on the mind.
दिमाग गुम होना,to lose one’s senses,for the brain to be lost,Literal translation:
दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,The final answer is: दिमाग की बत्ती बुझ जाना |
दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,Teeth chatter. (no verb in between)
दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,To get work from a tooth or nail.
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,Literal: (Dāntōn tāle angulī dabānā)
जुबान बंद कर देना,to silence someone completely,to shut the tongue,- जुबान बंद कर देना (Jubān Band Kar Dena) =  (Shut one's mouth) or (Keep quiet) or (Hold one's tongue) or (Zip one's lip) or (Keep silent) or (Hold one's peace) or (Keep mum).
जुबान काट लेना,to regret words spoken,to bite the tongue,जुबान काट लेना (jubān kāt lenā)
जुबान कसना,to rebuke harshly,to tighten the tongue,-
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,Tongue's sureties
जुबान पर ताला,to keep secrets locked,a lock on the tongue,Tongue on Lock.
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,The tongue slips. (This is the idiomatic translation of the given idiom.)
जुबान सरक जाना,to misspeak,for the tongue to slide,a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer: a slip of the tongue. Answer:
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,"To speak sweetly and tactfully, often to hide one's true intentions or to avoid offending others."
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,- 一 (yī) = one
पसीना रोकना,to relieve effort,to stop sweat,Literal: नहीं है (pāsīnā rōkana nāhi hai)
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),Literal English translation: Sweat become sweat
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,"A natural English idiomatic translation given the idiom explanation and literal word-by-word gloss is: ""to feel a pang of guilt or regret""."
सीने में जलन होना,to feel envy,to have burning in the chest,मुझे सीने में जलन होना है क्योंकि मैं अपने परीक्षा के लिए तैयार नहीं हूँ। (I feel a burning sensation in my chest because I am not prepared for my exam.)
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,The fire in the chest rise up.
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,- To have a weight on the chest
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,To feel a deep sense of regret or remorse for a past action.
रंग दिखाना,to reveal true colors,to show color,-
रंगीन होना,to enjoy life freely,to become colorful,colourful to become. Step 49: colourful to become. Step 50: colourful to become. Step 51: colourful to become. Step 52: colourful to become. Step 53: colourful to become. Step 54: colourful to become. Step 55: colourful to become. Step 56: colourful to become. Step 57: colourful to become. Step 58: colourful to become. Step 59: colourful to become. Step 60: colourful to become. Step 61: colourful to become. Step 62: colourful to become. Step 63: colourful to become. Step 64: colourful to become. Step 65: colourful to become. Step 66: colourful to become. Step 67: colourful to become. Step 68: colourful to become. Step 69: colourful to become. Step 70: colourful to become. Step 71: colourful to become. Step 72: colourful to become. Step 73: colourful to become. Step 74: colourful to become. Step 75: colourful to become. Step 76: colourful to become. Step 77: colourful to become. Step 78: colourful to become. Step 79: colourful to become. Step 80: colourful to become. Step 81: colourful to become. Step 82: colourful to become. Step 83: colourful to become. Step 84: colourful to become. Step 85: colourful to become. Step 86: colourful to become. Step 87: colourful to become. Step 88: colourful to become. Step 89: colourful to become. Step 90: colourful to become. Step 91: colourful to become. Step 92: colourful to become. Step 93: colourful to become. Step 94: colourful to become. Step 95: colourful to become. Step 96: colourful to become. Step 97: colourful to become. Step 98: colourful to become. Step 99: colourful to become. Step 100: colourful to become. Step 101: colourful to become. Step 102: colourful to become. Step 103: colourful to become. Step 104: colourful to become. Step 105: colourful to become. Step 106: colourful to become. Step 107: colourful to become. Step 108: colourful to become. Step 109: colourful to become. Step 110: colourful to become. Step 111: colourful to become. Step 112:
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,-
रंग उड़ना,to fade away,for the color to fly/fade,He was in a state of panic when he accidentally dropped his phone.
रंग जमना,to gain traction,for color to set,Literal: (rāṅga jamaṇā)
रंग लगना,to start celebrating,to have color applied,I took a liking to that movie after watching it.
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To be deeply involved in something.
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,To straighten one's owl.
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,to give up or abandon a plan or idea.
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,You're already a sour grape.
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,He's pulling my leg.
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,to keep one's nose high
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,"To be true to oneself, to be authentic, to be genuine. (idiomatic sense)"
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,Blind man's hand is a falcon's wing.
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,0
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,=  To admit one's mistake is the greatest wisdom. Answer: It takes a big man to admit when he's wrong. (or) It takes a big person to admit when they're wrong. (or) To admit one's mistake is the greatest wisdom. (or) It's a sign of strength to admit when you're wrong. (or) To own up to one's mistake is the greatest wisdom. (or) To take responsibility for one's fault is the greatest wisdom. (or) To acknowledge one's wrongdoing is the greatest wisdom. (or) To acknowledge one's error is the greatest wisdom. (or) To acknowledge one's guilt is the greatest wisdom. (or) To acknowledge one's fault is the greatest wisdom. (or) To acknowledge one's mistake is the greatest wisdom. (or) To admit one's fault is the greatest wisdom. (or) To take responsibility for one's mistake is the greatest wisdom. (or) To own up to one's error is the greatest wisdom. (or) To acknowledge one's wrongdoing is the greatest wisdom. (or) To acknowledge one's fault is the greatest wisdom. (or) To acknowledge one's mistake is the greatest wisdom. (or) To admit one's error is the greatest wisdom. (or) To take responsibility for one's wrongdoing is the greatest wisdom. (or) To own up to one's guilt is the greatest wisdom. (or) To acknowledge one's mistake is the greatest wisdom. (or) To admit one's wrongdoing is the greatest wisdom. (or) To take responsibility for one's error is the greatest wisdom. (or) To own up to one's fault is the greatest wisdom. (or) To acknowledge one's guilt is the greatest wisdom. (or) To acknowledge one's mistake is the greatest wisdom. (or) To admit one's fault is the greatest wisdom. (or) To take responsibility for one's wrongdoing is the greatest wisdom. (or) To own up to one's error is the greatest wisdom. (or) To acknowledge one's wrongdoing is the greatest wisdom. (or) To acknowledge one's mistake is the greatest wisdom. (or) To admit one's error is the greatest wisdom. (or) To take responsibility for one's fault is the greatest wisdom. (or) To own up to one's guilt is the greatest wisdom. (or) To acknowledge one's mistake is the greatest wisdom. (or) To admit one's wrongdoing is the greatest wisdom. (
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",To be true to oneself.
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,To lose one's mind.
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,"The word-by-word translation of the idiom ""अक्ल घास चरने जाना"" (Akla Ghās Charane Jānā) is:"
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,"अंधे के हाथ तिलक लगना (Andhe ke hath tilak lagna) का अर्थ है कि जब कोई व्यक्ति कुछ ऐसा करता है जो बेवकूफी या अवास्तविक होता है। उदाहरण के लिए, कोई व्यक्ति अपने पैसे को बाजार में लगाने के बजाय अपने घर में एक बड़े बिल्डिंग प्रोजेक्ट में निवेश करता है, जो एक अंधे के हाथ तिलक लगने जैसी बेवकूफी हो सकती है। यह वाक्यांश अक्सर उन स्थितियों को दर्शाता है जहां कोई व्यक्ति अपने निर्णयों में अकल्पनीय या असंभव होता है।"
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Blind Man Distributes Sugar Cane.
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,It is a pleasure to play with someone who is foolish or naive.
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,English Translation: To take a peach from a peach tree.
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Even the blind can see.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,A blind person's bread is not wet.
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","I've heard about it, but I haven't seen it."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,Blind what want two eyes give two.
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,in the darkness kept to be
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To show the sun to the blind person.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To lead a blind man to a path.
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,In darkness sit.
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,He became so obsessed that he lost all sense of reality and now he is cut off from the world around him.  (He's lost all sense of reality.)  (He's become completely absorbed in his obsession.)  (He's lost touch with reality.)  (He's become completely detached from reality.)  (He's lost all sense of what's real and what's not.)  (He's become completely disconnected from reality.)  (He's lost all sense of the world around him.)  (He's become completely absorbed in his own little world.)  (He's lost all sense of the world outside his own little world.)  (He's become completely disconnected from the world outside his own little world.)  (He's lost all sense of what's going on in the world outside his own little world.)  (He's become completely absorbed in his own thoughts.)  (He's lost all sense of the world outside his own thoughts.)  (He's become completely disconnected from the world outside his own thoughts.)  (He's lost all sense of what's real and what's not in his own thoughts.)  (He's become completely disconnected from reality.)  (He's lost all sense of what's real and what's not.)  (He's become completely detached from reality.)  (He's lost all sense of the world around him.)  (He's become completely absorbed in his own little world.)  (He's lost all sense of the world outside his own little world.)  (He's become completely disconnected from the world outside his own little world.)  (He's lost all sense of what's going on in the world outside his own little world.)  (He's become completely absorbed in his own thoughts.)  (He's lost all sense of the world outside his own thoughts.)  (He's become completely disconnected from the world outside his own thoughts.)  (He's lost all sense of what's real and what's not in his own thoughts.)  (He's become completely disconnected from reality.)  (He's lost all sense of what's real and what's not.)  (He's become completely detached from reality.)  (He's lost all sense of the world around him.)  (He's become completely absorbed in his own little world.)  (He's lost all sense of the world outside his own little world.)  (He's become completely disconnected from the world outside his own little world.)  (He's lost all sense of what's going
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,It's like looking for a needle in a haystack.
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,"Blind of hand in lamp""  Would you like to know more about this idiom?  I'd be happy to explain its meaning and usage.  Please let me know!  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)  Please let me know.  (If you'd like to know more about the idiom, I'll provide the explanation in a separate response.)"
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,Blind camel riding to do.
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,"In the darkness, in, light, to spread.  (Note: the word ""in"" is used here because ""में"" is a preposition that indicates location.)  The correct translation of the idiom is ""to spread light in the darkness"".  However, the question asked for a literal, word-by-word translation, which is the given answer.  The idiom अंधेरे में रोशनी फैलाना is a Hindi idiom, not Chinese.  It means to bring hope and guidance to a difficult or challenging situation.  The Chinese idiom would be """" (mò yè zhōng guāng míng).  The literal translation of this idiom is ""light in darkness"".  However, the question asked for a translation of the Hindi idiom अंधेरे में रोशनी फैलाना, not the Chinese idiom """" (mò yè zhōng guāng míng).  I have provided the literal translation of the Hindi idiom as per the question.  If you want the translation of the Chinese idiom """" (mò yè zhōng guāng míng), I can provide it to you.  Please let me know.  I will be happy to help.  Thank you for asking.  I hope this clears up any confusion.  Please let me know if you have any further questions.  I will be happy to help.  Thank you.  I hope this is what you were looking for.  Please let me know if I can help with anything else.  I will be happy to help.  Thank you.  I hope this is what you were looking for.  Please let me know if I can help with anything else.  I will be happy to help.  Thank you.  I hope this is what you were looking for.  Please let me know if I can help with anything else.  I will be happy to help.  Thank you.  I hope this is what you were looking for.  Please let me know if I can help with anything else.  I will be happy to help.  Thank you.  I hope this is what you were looking for.  Please let me know if I can help with anything else.  I will be happy to help"
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind","A natural English idiomatic translation is: ""When the leader is blind, the people will follow."
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,A shining star in the fate of the blind.
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,किसी काम को करने के लिए सही तरीका ढूंढना मुश्किल हो जाना या कोई भी तरीका ढूंढना असंभव हो जाना। (Kisi kaam ko karna ke liye sahi tareeka dhundna mushkil ho jaana ya koi bhi tareeka dhundna asambhav ho jaana)
अंधा प्रेम करना,to love without reason,to love blindly,Blindly to love.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,अंधे को हाथ का सहारा देना = Blind to Hand of Support
अंधे की लाठी,only source of dependence,a blind man’s staff,Who dares to hit me when the old master is not around.
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,English translation:
अंधेरे में रहना,to be ignorant,to live/stay in darkness,- In the dark
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,In the dark to look for a way/path.
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Literal translation: To boil in one pot.
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,To give someone something they don't need or can't use.
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,of convenience is good fortune.
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,Literal: One piece white paper
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","The name of the blind person is heard, the face is not seen."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"Even if you have two eyes, you will not see if you are blind in your mind."
अंधा गुस्सा करना,to get blindly angry,to do blind anger,"To act out of anger without thinking."" is the best translation of the Hindi idiom अंधा गुस्सा करना (Andha Gussa Karna)."
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,"अंधेरे में डूब जाना (andhere mein doob jana) - literally ""to sink in darkness"" but idiomatically means ""to be overwhelmed by a problem or situation""."
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,To kick someone when they are down.
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,"Literal: ""of the blind destiny to wake up/awaken"
अंधेरे में भटकना,to wander without direction,to wander in darkness,To be lost in the dark.
