src,true_meaning,literal_translation,predicted
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),"The idiom पसीने-पसीने होना is a Hindi idiom that translates to ""sweating bullets"" in English. It means to be extremely nervous or anxious, often to the point of being on edge or in a state of high tension."
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,I feel a deep regret for not signing that business agreement.
सीने में जलन होना,to feel envy,to have burning in the chest,सीने में जलन होना (xīn lǐ rán hǎo) का अर्थ है कि किसी कार्य या निर्णय के पीछे की सच्चाई को समझने की कोशिश करना। (to try to understand the underlying truth or reason behind a situation or decision)।
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,"My chest is rising with lava, I'm extremely angry."
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,To be a burden on the chest. 1
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,"to be extremely angry"" Answer:"
रंग दिखाना,to reveal true colors,to show color,"Word-by-word translation: ""color to show"
रंगीन होना,to enjoy life freely,to become colorful,- to be colorful
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color pale to fall. Answer: color
रंग उड़ना,to fade away,for the color to fly/fade,He was so happy that it seemed like colors were flying.
रंग जमना,to gain traction,for color to set,To mix colors
रंग लगना,to start celebrating,to have color applied,-
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To be painted into a color.
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,"- ""Avoid excess in all things."
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,To draw a snake and add feet.
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,Stop thinking.
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,अंगूर खट्टे हैं (wǒ de táo gān hěn)
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To blow one's own horn.
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,To keep one's nose high one's mother's birthday.
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,He started singing his own praises about his new job and told his friends that he was now a big official.
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,"Literal translation: ""Blind of hand to cling to a sparrow"
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,अंधेरे में रखना (Andhere mein rakhna)
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To admit one's mistake
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune","Enjoy your own happiness in your own way"" or ""Do your own thing"" or ""Be yourself"" or ""Follow your heart"" or ""Be true to yourself"" or ""Follow your passion"" or ""Pursue your dreams"" or ""Be authentic"" or ""Be original"" or ""Be unique"" or ""Find your own way"" or ""Make your own rules"" or ""Create your own path"" or ""Follow your intuition"" or ""Trust your instincts"" or ""Listen to your heart"" or ""Be guided by your passion"" or ""Let your passion guide you"" or ""Follow your heart's desire"" or ""Pursue your heart's passion"" or ""Be guided by your intuition"" or ""Trust your inner voice"" or ""Listen to your inner voice"" or ""Follow your inner guidance"" or ""Be guided by your inner wisdom"" or ""Trust your inner wisdom"" or ""Listen to your inner wisdom"" or ""Follow your inner guidance"" or ""Be guided by your inner voice"" or ""Trust your inner voice"" or ""Listen to your inner voice"" or ""Follow your inner guidance"" or ""Be guided by your inner wisdom"" or ""Trust your inner wisdom"" or ""Listen to your inner wisdom"" or ""Follow your inner guidance"" or ""Be guided by your inner voice"" or ""Trust your inner voice"" or ""Listen to your inner voice"" or ""Follow your inner guidance"" or ""Be guided by your inner wisdom"" or ""Trust your inner wisdom"" or ""Listen to your inner wisdom"" or ""Follow your inner guidance"" or ""Be guided by your inner voice"" or ""Trust your inner voice"" or ""Listen to your inner voice"" or ""Follow your inner guidance"" or ""Be guided by your inner wisdom"" or ""Trust your inner wisdom"" or ""Listen to your inner wisdom"" or ""Follow your inner guidance"" or ""Be guided by your inner voice"" or ""Trust your inner voice"" or ""Listen to your inner voice"" or ""Follow your inner guidance"" or ""Be guided by your inner wisdom"" or ""Trust your inner wisdom"" or ""Listen to your inner wisdom"" or ""Follow your inner guidance"" or ""Be guided by your inner voice"" or ""Trust your inner voice"" or ""Listen to your inner voice"" or ""Follow your inner guidance"" or ""Be guided by your inner wisdom"" or ""Trust your inner wisdom"" or ""Listen to your inner wisdom"" or ""Follow your inner guidance"" or ""Be"
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,Intellect's standard to break to go.
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,किसी की बुद्धि को काटने के लिए जाना जाना
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,It's a double whammy.
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Divide the sweet among the blind.  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)  (Blind Divide Sweet.)
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,Chinese idiom:
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,The Chinese idiom is:
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Even the blind can see.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,1
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","अपनी आँखों से नहीं देखा, अपने हाथों से नहीं छुआ (Apni aankhon se nahin dekha, apne haathon se nahin chhua)"
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"What a blind person wants, give two eyes."
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,To be kept in the dark.
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,"Literal: To the blind, to show the sun."
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To guide the blind along the road.  (Literal translation)
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,The Chinese idiom (yǎn guò) means to pretend to be unaware of something that one is well aware of.
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,To remain stuck in a blind or wrong tune.
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,一把火烧不尽 (Yī bǎ huǒ shāo bù jìn) का अर्थ है: एक आग को बुझाना असंभव है (Ek aag ko bujana asambhav hai)।
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,A blind man holding a torch.
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,To take a huge risk.  To make a decision without thinking.  To be foolish.  To be reckless.  To be impulsive.  To be careless.  To be irresponsible.  To be thoughtless.  To be hasty.  To be rash.  To be impetuous.  To be precipitous.  To be hasty.  To be reckless.  To be impulsive.  To be careless.  To be irresponsible.  To be thoughtless.  To be rash.  To be impetuous.  To be precipitous.  To be hasty.  To be reckless.  To be impulsive.  To be careless.  To be irresponsible.  To be thoughtless.  To be rash.  To be impetuous.  To be precipitous.  To be hasty.  To be reckless.  To be impulsive.  To be careless.  To be irresponsible.  To be thoughtless.  To be rash.  To be impetuous.  To be precipitous.  To be hasty.  To be reckless.  To be impulsive.  To be careless.  To be irresponsible.  To be thoughtless.  To be rash.  To be impetuous.  To be precipitous.  To be hasty.  To be reckless.  To be impulsive.  To be careless.  To be irresponsible.  To be thoughtless.  To be rash.  To be impetuous.  To be precipitous.  To be hasty.  To be reckless.  To be impulsive.  To be careless.  To be irresponsible.  To be thoughtless.  To be rash.  To be impetuous.  To be precipitous.  To be hasty.  To be reckless.  To be impulsive.  To be careless.  To be irresponsible.  To be thoughtless.  To be rash.  To be impetuous.  To be precipitous.  To be hasty.  To be reckless.  To be impulsive.  To be careless.  To be irresponsible.  To be thoughtless.  To be rash.  To be impetuous.  To be precipitous.  To be hasty.  To be reckless.  To be impulsive.  To be careless.  To be irresponsible.  To be thoughtless.
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,"In the dark, to spread light."
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind","A natural English idiomatic translation is: ""A blind king ruling over blind people."
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"- ""A silver lining in a dark cloud.""  (No change)"
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,- He's lost his way.
अंधा प्रेम करना,to love without reason,to love blindly,To love blindly.  The final answer is: To love blindly.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,Helping someone who doesn't need it.
अंधे की लाठी,only source of dependence,a blind man’s staff,Correct
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To give false hope to someone. (e.g. a doctor tells a patient that they are cured when they are not)
अंधेरे में रहना,to be ignorant,to live/stay in darkness,The final answer is: To live in the dark.  I have provided the answer in English as per your request.
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,I'm feeling my way through this.
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Literal: In darkness to hide
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,Meaning:
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,You are powerless to change your fate.
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,to show color to the blind
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face",To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear about someone's good qualities or achievements without seeing them in person. Answer: To hear
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,स्वयं के अनुभव से। (Swayam ke anubhav se.) हो सकता है कि यह एक सामान्य वाक्य हो और idiom न हो। अगर है तो कृपया स्पष्ट करें।
अंधा गुस्सा करना,to get blindly angry,to do blind anger,"He gets angry for no reason."" or ""He gets angry without a cause."" or ""He gets angry without a reason."" or ""He gets angry unnecessarily."" or ""He gets angry without justification."" or ""He gets angry without a valid reason."" or ""He gets angry without a valid cause."" or ""He gets angry without a valid justification."" or ""He gets angry without a valid explanation."" or ""He gets angry without a valid reason or justification."" or ""He gets angry without a valid cause or justification."" or ""He gets angry without a valid explanation or justification."" or ""He gets angry without a valid reason or explanation."" or ""He gets angry without a valid cause or explanation."" or ""He gets angry without a valid justification or explanation."" or ""He gets angry without a valid reason or cause."" or ""He gets angry without a valid justification or cause."" or ""He gets angry without a valid explanation or cause."" or ""He gets angry without a valid reason or explanation or justification."" or ""He gets angry without a valid cause or explanation or justification."" or ""He gets angry without a valid justification or explanation or cause."" or ""He gets angry without a valid reason or cause or justification."" or ""He gets angry without a valid explanation or cause or justification."" or ""He gets angry without a valid reason or explanation or cause or justification."" or ""He gets angry without a valid cause or explanation or cause or justification."" or ""He gets angry without a valid justification or explanation or cause or justification."" or ""He gets angry without a valid reason or justification or explanation or cause."" or ""He gets angry without a valid cause or justification or explanation or cause."" or ""He gets angry without a valid justification or explanation or cause or justification."" or ""He gets angry without a valid reason or explanation or cause or justification."" or ""He gets angry without a valid cause or explanation or cause or justification."" or ""He gets angry without a valid justification or explanation or cause or justification."" or ""He gets angry without a valid reason or justification or explanation or cause or justification."" or ""He gets angry without a valid cause or justification or explanation or cause or justification."" or ""He gets angry without a valid justification or explanation or cause or justification or explanation."" or ""He gets angry without a valid reason or justification or explanation or cause or justification or explanation."" or ""He gets angry without a valid cause or justification or explanation or cause or justification or explanation."" or ""He gets angry without a valid justification or explanation or cause or justification"
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,-
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,He is just trying to find fault with a broken car.
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,His good fortune turned bad overnight.
अंधेरे में भटकना,to wander without direction,to wander in darkness,To be lost and confused.
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",One pot boils into another pot.
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,In the darkness stay and light search Answer: It's a futile search. Answer: It's a waste of time. Answer: It's a pointless search. Answer: It's a search in the wrong place. Answer: It's a search where there is nothing to find. Answer: It's a search where the thing you're looking for doesn't exist. Answer: It's a search where the thing you're looking for can't be found. Answer: It's a search where the thing you're looking for is not there. Answer: It's a search where the thing you're looking for is unlikely to be found. Answer: It's a search where the thing you're looking for is not present. Answer: It's a search where the thing you're looking for is absent. Answer: It's a search where the thing you're looking for is missing. Answer: It's a search where the thing you're looking for is nowhere to be found. Answer: It's a search where the thing you're looking for is not available. Answer: It's a search where the thing you're looking for is not accessible. Answer: It's a search where the thing you're looking for is not present in the place you're looking. Answer: It's a search where the thing you're looking for is not in the location you're searching. Answer: It's a search where the thing you're looking for is not in the area you're searching. Answer: It's a search where the thing you're looking for is not in the vicinity you're searching. Answer: It's a search where the thing you're looking for is not in the region you're searching. Answer: It's a search where the thing you're looking for is not in the location you're searching. Answer: It's a search where the thing you're looking for is not in the area you're searching. Answer: It's a search where the thing you're looking for is not in the vicinity you're searching. Answer: It's a search where the thing you're looking for is not in the region you're searching. Answer: It's a search where the thing you're looking for is not in the location you're searching. Answer: It's a search where the thing you're looking for is not in the area you're searching. Answer: It's a search where the thing you're looking for is not in the vicinity you're searching. Answer: It's a search where the thing you're looking for is not in the region
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,"When a blind person is given a lighted candle, it is of no use to him or her."
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even a blind man can find his way.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,There should be no fear of darkness.
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,- to guide or help someone who is ignorant or uninformed.
