src,true_meaning,literal_translation,predicted
माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,"The police made him feel uneasy that he might be involved in any crime.  The idiom माथे पर शिकन डालना is a direct translation of the Chinese idiom, but the translation of the idiom माथे पर शिकन डालना is not accurate. The correct translation of the idiom माथे पर शिकन डालना is indeed ""to put up a white flag"", which is a symbol of surrender. The correct translation of the idiom माथे पर शिकन डालना is likely ""to put up a white flag"", which means to surrender or give up. The correct translation of the idiom माथे पर शिकन डालना is indeed ""to put up a white flag"", which is a symbol of surrender. The idiom माथे पर शिकन डालना is a direct translation of the Chinese idiom, but the translation of the idiom माथे पर शिकन डालना is not accurate. The correct translation of the idiom माथे पर शिकन डालना is indeed ""to put up a white flag"", which is a symbol of surrender. The correct translation of the idiom माथे पर शिकन डालना is likely ""to put up a white flag"", which means to surrender or give up. The correct translation of the idiom माथे पर शिकन डालना is indeed ""to put up a white flag"", which is a symbol of surrender. The idiom माथे पर शिकन डालना is a direct translation of the Chinese idiom, but the translation of the idiom माथे पर शिकन डालना is not accurate. The correct translation of the idiom माथे पर शिकन डालना is indeed ""to put up a white flag"", which is a symbol of surrender. The correct translation of the idiom माथे पर शिकन डालना is likely ""to put up a white flag"", which means to surrender or give up. The correct translation of the idiom माथे पर शिकन डालना is indeed ""to put up a white flag"", which is a symbol of surrender. The idiom माथे पर शिकन डालना is a direct translation of the Chinese idiom, but the translation of the idiom माथे पर शिकन डालना is not accurate. The correct translation of the idiom माथे पर"
माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,Lines appear on the forehead.
दिल में जगह बनाना,to win affection,to make a place in the heart,The correct answer is :
दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,Literal English translation:
दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,It hurts in the heart.
दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,to keep anger in the heart. Answer this
दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,From the heart.
दिल हिल जाना,to be shaken emotionally,for the heart to shake,to be moved to tears Answer this question
दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,English translation:
दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer: Heart Breaking To remain To go  Answer
दिल को सुकून मिलना,to find peace,for the heart to find peace,heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart to get peace. Answer: heart
दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,To drive someone mad.
दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,He lost his mind after the accident.
दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,Chinese idiom:
दिमाग गुम होना,to lose one’s senses,for the brain to be lost,to lose one's mind.
दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,"When the brain's light goes out, one is gone."
दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,A natural English idiomatic translation:
दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,चोर का पुलिस में जाना (Chōr Ka Pūlīs Me Jānā)
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,"The idiom is ""दाँतों तले अंगुली दबाना"" (dāntoṃ talē aṅgulī dabānā)"
जुबान बंद कर देना,to silence someone completely,to shut the tongue,The final answer is C) To shut one's mouth.
जुबान काट लेना,to regret words spoken,to bite the tongue,to cut one's tongue.
जुबान कसना,to rebuke harshly,to tighten the tongue,To shut up.
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,Tongue of Sure/ Certain/ Firm/ Firmly/ Absolutely/ Definitely/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/ Positive/
जुबान पर ताला,to keep secrets locked,a lock on the tongue,- Keep your mouth shut
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,Tongue slip go.
जुबान सरक जाना,to misspeak,for the tongue to slide,"Slip of the tongue"" Answer: ""Slip of the tongue"
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Keep the sweetness of the tongue.
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,He is ready to repay a debt of blood to the perpetrator of his brother's murder.
पसीना रोकना,to relieve effort,to stop sweat,Sweat to stop.
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),to exist exist.
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,To feel sad or disappointed.
सीने में जलन होना,to feel envy,to have burning in the chest,Literal translation: To have fire burn in the chest.
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end of translation.  end of note.  end
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,सीने पर बोझ होना (Sīne par Bōjh honā) = to feel burdened or weighed down by a responsibility or a problem. Answer: सीने पर बोझ होना (Sīne par Bōjh honā) = to feel burdened or weighed down by a responsibility or a problem. Answer: सीने पर बोझ होना (Sīne par Bōjh honā) = to feel burdened or weighed down by a responsibility or a problem. Answer: सीने पर बोझ होना (Sīne par Bōjh honā) = to feel burdened or weighed down by a responsibility or a problem. Answer: सीने पर बोझ होना (Sīne par Bōjh honā) = to feel burdened or weighed down by a responsibility or a problem. Answer: सीने पर बोझ होना (Sīne par Bōjh honā) = to feel burdened or weighed down by a responsibility or a problem. Answer: सीने पर बोझ होना (Sīne पर बोझ होना) = to feel burdened or weighed down by a responsibility or a problem. Answer: सीने पर बोझ होना (Sīne पर बोझ होना) = to feel burdened or weighed down by a responsibility or a problem. Answer: सीने पर बोझ होना (Sīne पर बोझ होना) = to feel burdened or weighed down by a responsibility or a problem. Answer: सीने पर बोझ होना (Sīne पर बोझ होना) = to feel burdened or weighed down by a responsibility or a problem. Answer: सीने पर बोझ होना (Sīne पर बोझ होना) = to feel burdened or weighed down by a responsibility or a problem. Answer: सीने पर बोझ होना (Sīne पर बोझ होना) = to feel burdened or weighed down by a responsibility or a problem. Answer: सीने पर बोझ होना (Sīne पर बोझ होना) = to feel burdened or weighed down by a responsibility or a problem. Answer: सीने पर बोझ होना (Sīne पर बोझ
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,My heart was on fire with inspiration.
रंग दिखाना,to reveal true colors,to show color,Literal: to show colour
रंगीन होना,to enjoy life freely,to become colorful,Literal translation: _______?  Please fill in the answer.
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,The color becomes pale.
रंग उड़ना,to fade away,for the color to fly/fade,Meaning:
रंग जमना,to gain traction,for color to set,She's working hard to get established in the new company.
रंग लगना,to start celebrating,to have color applied,- रंग लगना (rang lagna) = to take a liking to something
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,"The test-taker's answer is: ""In color into color go"
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,-
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,"अपना उल्लू सीधा करना (anu ullu seetha karna) - literally ""making one's owl straight"". Meaning: to make someone do something that they do not want to do, by using flattery or deceit. Example sentence: ""He tried to make his friend do the task by flattering him, but it was a case of अपना उल्लू सीधा करना."" Chinese idiom: (xiǎng huǒ de huǒ huǒ) - literally ""firewood is burning, but the fire is not lit"". Meaning: to pretend to be enthusiastic or interested in something, but secretly not. Example sentence: ""Although he said he was excited about the new project, it was clear that he was just (xiǎng huǒ de huǒ huǒ) and didn't really care."" Translation: (xiǎng huǒ de huǒ huǒ) - अपना दिल नहीं दिखाना (anu dil nahin dikhana) - literally ""not showing one's heart"". Explanation: The Chinese idiom describes someone who appears enthusiastic or interested, but secretly doesn't care. The Hindi translation, अपना दिल नहीं दिखाना, conveys a similar idea, implying that someone is not being genuine or sincere in their expression of interest or enthusiasm. Note: The Hindi translation is not a direct equivalent, but it captures the idiomatic sense of the Chinese idiom. Please let me know if this is correct. Also, please provide any additional information or context that might be helpful. Thank you for your time and assistance. Best regards, [Your Name] CC: [Your Email] Note: I have used the Hindi script to write the Hindi translation and explanation. If you prefer a romanized version, please let me know. Also, I have used the Pinyin system to write the Chinese idiom and example sentence. If you prefer a different romanization system, please let me know. Please feel free to ask for any clarification or additional information. Thank you for your time and assistance. Best regards, [Your Name] CC: [Your Email] Note: I have used the Hindi script to write the Hindi translation and explanation. Literal: (apna ullu saadha karna) Literal translation: - अपना (apna) = one's - उल्लू (ullu) = owl - सीधा (saadha) = straight - करना"
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,- Take a break
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,"When you eat an unripe grape, it tastes sour."
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To pull one's own leg. (idiomatic) To be one's own fool. (to be self-deceived) To be one's own dupe. (to be deceived by oneself) To be one's own victim. (to be self-sabotaged) To be one's own enemy. (to be self-destructive) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be self-contradictory) To be one's own enemy. (to be
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep one's nose high.  Keep
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,अपना राग अलापना (apna rāg alāpanā)
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,"To be infatuated with something that is beyond one's reach. (Explanation: The idiom suggests that a blind person is infatuated with a falcon, which is a bird that requires sight to hunt and fly. The phrase implies that the person is enamored with something that is beyond their capabilities or understanding.)"
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,To keep someone in the dark.
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,अपनी गलती मानना (ān pī zhōng wù) का अर्थ है अपनी गलतियों को स्वीकार करना और जिम्मेदारी लेना। यह एक सामाजिक और नैतिक मूल्य है जो व्यक्तिगत और सामूहिक विकास के लिए आवश्यक है।
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune","To talk about oneself only, without any reference to others."
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,to lose one's mental faculties or to go mad Answer:
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,English translation:
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,English translation:
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,"(1) अंधा बांटे रेवड़ी = to divide something into small parts, but ultimately making it useless or worthless."
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,"किसी को जो पहले से ही जानता है, उसे फिर से सिखाने की जरूरत नहीं है । (Kisi ko jo pehle se hi jaanta hai, use phir se sikhaane ki jaroorat nahin hai) ।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।"
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,"The blind man's stick was stolen. The blind man was robbed. The blind man was cheated. The blind man was deceived. The blind man was robbed of his stick. The blind man was deprived of his stick. The blind man's stick was taken away from him. The blind man was deprived of his staff. The blind man's stick was stolen. The blind man was robbed of his staff. The blind man was deprived of his staff. The blind man's stick was taken away from him. The blind man was deprived of his stick. The blind man's stick was stolen. The blind man was robbed. The blind man was cheated. The blind man was deceived. The blind man was robbed of his stick. The blind man was deprived of his stick. The blind man's stick was taken away from him. The blind man was deprived of his staff. The correct answer is 11. The blind man's stick was stolen. The idiom is used to describe a situation where a person is deprived of something they were relying on. The stick is a metaphor for support or a crutch, and the idiom suggests that the person was robbed of their means of support. The correct answer is 11, which is ""The blind man's stick was stolen"". The other options are not as accurate a translation of the idiom. Option 2, ""The blind man was robbed"", is too vague and doesn't convey the idea of being deprived of a means of support. Option 3, ""The blind man was cheated"", and option 4, ""The blind man was deceived"", imply a sense of trickery or deceit, which is not necessarily present in the idiom. Option 5, ""The blind man was robbed of his stick"", and option 6, ""The blind man was deprived of his stick"", are more accurate than option 2, but they don't quite capture the idiomatic expression. Option 7, ""The blind man's stick was taken away from him"", is a more literal translation, but it doesn't convey the same sense of being deprived of a means of support as option 11. Option 8, ""The blind man was deprived of his staff"", is similar to option 6, but it uses the word ""staff"" instead of ""stick"", which is not a significant difference in this context. The correct answer is 11, which is ""The blind man's stick was stolen"". The other options are not as accurate a translation of the idiom. The correct answer is"
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Literal: (Andhe ki bhi aankh khul gayi)
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,The final answer is: Blind of bread wet becomes is.
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",To hear something about someone without seeing them.
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"अंधा क्या चाहे, दो आँखें दे दो"
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,To be kept in the dark.  (Literal: To be kept in the darkness)
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,Trying to explain something obvious to someone.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To guide someone who is inexperienced or incompetent in a particular field or activity.
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Literal: (dāng lǐ kě yǐ)
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,Literal translation:
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,In the darkness to find a needle.
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,A light in the hand of a blind person.
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,- You're in over your head.
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,Spreading light in darkness.
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind","Blind king, blind subjects."
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,A shining star in a blind person's fate.
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,It's like being blind and not knowing the path.
