src,true_meaning,literal_translation,predicted
दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,-
दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,- Idiom:
दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To place a burden on the mind.
दिमाग गुम होना,to lose one’s senses,for the brain to be lost,दिमाग गुम होना
दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,Literal: (mó guò yǎn)
दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,The mouse fears going near the horse.  Please provide the idiom and its literal translation. I will check if it matches.
दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,The idiom is used to express that one is working very hard to accomplish a task.
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,Literal translation:
जुबान बंद कर देना,to silence someone completely,to shut the tongue,Shut up.
जुबान काट लेना,to regret words spoken,to bite the tongue,- He finally understood what he had done wrong after he was speechless.
जुबान कसना,to rebuke harshly,to tighten the tongue,Literal: (jubān kasanā)
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,Literal: spoken with a firm tongue
जुबान पर ताला,to keep secrets locked,a lock on the tongue,He locked his tongue. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He kept quiet. Result: He kept quiet. Answer: He
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped up. Answer: He slipped
जुबान सरक जाना,to misspeak,for the tongue to slide,- Tongue slip out of the mouth fall out of the mouth
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,to keep the sweetness of the tongue. Answer this
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,to repay a debt of blood
पसीना रोकना,to relieve effort,to stop sweat,"The final answer is: ""to hold back one's tears"" or ""to suppress one's emotions""."
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),"I'm getting nervous before the presentation, so I started sweating profusely."
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,- It feels like my heart is breaking.
सीने में जलन होना,to feel envy,to have burning in the chest,- 痴 (Chī) = Foolish
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,The final answer is: सीने में लावा उठना (Sīne meṃ lāvā uṭhna) - एक अचानक क्रोध या अपमान की लहर महसूस करना (Ek acānaka krōḍha ya apmāna kī lahar mahasūs karnā)  | The final answer is: सीने में लावा उठना (Sīne meṃ lāvā uṭhna) - एक अचानक क्रोध या अपमान की लहर महसूस करना (Ek acānaka krōḍha ya apmāna kī lahar mahasūs karnā)  | ## Step 1: Understand the Chinese idiom
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,I feel a heavy burden on my chest.
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,-
रंग दिखाना,to reveal true colors,to show color,to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result: to show one's true colors. Result
रंगीन होना,to enjoy life freely,to become colorful,To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become colourful. Result: To become
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,The color fades.
रंग उड़ना,to fade away,for the color to fly/fade,Literal translation: The color flies.
रंग जमना,to gain traction,for color to set,To make friends with someone
रंग लगना,to start celebrating,to have color applied,- Color to stick to. Answer:
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,to be painted in
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Avoid excess in all things.
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,"To take on someone else's burden, to make someone else's problem your own."
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,"The idiomatic sense of the Chinese idiom ""心安理得"" in Hindi is ""अक्ल ठिकाने लगाना"" (to put one's mind at ease, to calm one's mind, to get rid of worries and anxiety)."
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,The grapes are sour.
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,to blow one's own trumpet
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,To keep one's nose high.
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,one's own raga to perform. |
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,The blind man finds the bird.
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,अपने दुश्मन के साथ खेलना (Apne dushman ke saath khelna)
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To admit one's mistake is the most difficult task.
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune","Do what you want, but don't expect others to like it."
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,"When his intelligence broke down, he made a foolish decision."
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,Literal: (Akla Ghās Charanē Jānā)
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,अंधे के हाथ तिलक लगना
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,अंधा बांटे रेवड़ी (Andha Bante Revari)
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,"काटने का मज़ा नहीं"" is a common expression in Hindi, used to convey that something is not enjoyable or has no pleasure."
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,"The idiomatic sense of the Chinese idiom ""yī gè huǒ yǐ zhī dào"" in Hindi is ""अंधे की लाठी छीनना"" (Andhe Ki Lathi Chheena), which means to take away something that belongs to someone who is not in a position to defend it."
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Idiom: अंधे की भी आँख खुल गई
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,Chinese idiom: 痴人说梦 (Chī rén shuō mèng)
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","Heard the name of the blind, not seen with the eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"Give him everything he wants, even if it's bad for him."
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,To be kept in the dark.
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,It's like showing the sun to a blind person.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To guide someone who is ignorant or foolish
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,"To remain in a state of ignorance or unawareness of a situation or problem, even when it is obvious to others."
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,(1) An idiom explanation (idiomatic meaning) and
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Literal: (Huǎngyán nán fáng)
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,"Priyanka was made the manager of the company, but she was a blind person holding a candle, and soon the company's situation worsened."
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,To ride a blind donkey.
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To spread light in darkness.  (This is a Hindi idiom. I am translating it into English.)
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind","When the leader is blind, the people will also be blind."
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"The blind man's fate in which shines a star. (Note: The translation is literal and word-by-word, without any commentary.) (The idiom is likely to be a metaphorical expression.)"
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,not fear.
अंधा प्रेम करना,to love without reason,to love blindly,The Chinese idiom is: 不识庐山真面目
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,Blind to the small fear
अंधे की लाठी,only source of dependence,a blind man’s staff,"A blind man's stick is a good guide for another blind man. Answer Key: A blind man's stick is a good guide for another blind man. Explanation: The idiom ""अंधे की लाठी"" (Andhe Ki Lathi) means that two people who are equally ignorant or uninformed can lead each other astray. It is often used to describe a situation where two people are following the same wrong path or making the same mistake. In this case, the idiom is used to convey that a blind man's stick is a good guide for another blind man, implying that they can lead each other astray. The literal translation of the idiom is ""a blind man's stick"", but the idiomatic translation is ""a blind man's stick is a good guide for another blind man"". The idiom is often used in a humorous or ironic way to describe a situation where two people are equally ignorant or uninformed. It is not meant to be taken literally, but rather as a way to convey the idea that two people who are equally ignorant or uninformed can lead each other astray. The idiom is often used in a social or political context to describe a situation where two people are following the same wrong path or making the same mistake. It is a common idiom in Hindi and is often used in everyday conversation. The idiom is also used in other languages, including Chinese, where it is written as """" (Mang ren yin mang). The idiom is a great example of how language can be used to convey complex ideas and emotions in a simple and humorous way. It is a great tool for language learners and native speakers alike to practice their language skills and learn new idioms and expressions. The idiom is also a great example of how language can be used to describe complex social and political situations in a simple and humorous way. It is a great tool for language learners and native speakers alike to practice their language skills and learn new idioms and expressions. The idiom is often used in a humorous or ironic way to describe a situation where two people are equally ignorant or uninformed. It is not meant to be taken literally, but rather as a way to convey the idea that two people who are equally ignorant or uninformed can lead each other astray. The idiom is often used in a social or political context to describe a situation where two people are following the same wrong path or making the same mistake. It is a common idiom in Hindi and is often used in everyday conversation"
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,It is futile to try to enlighten someone who is unwilling to learn.
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To force someone to admit their mistakes in the dark.
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Find the road in darkness.
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,"In the dark, hide it."
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,Literal:
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,You are at the mercy of your own actions.
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,"The idiom ""अंधे को रंग दिखाना"" (Andhe ko rang dikhana) means ""to show something to someone who is not aware of it or is not ready to accept it."
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","I have heard about him, but I have not seen his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"What can a blind man see, or what can anyone say about something they've never seen?"
अंधा गुस्सा करना,to get blindly angry,to do blind anger,To act on impulse without thinking.
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,to be completely overwhelmed by a situation or problem
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,"The idiom is likely to be used to describe a situation where someone is trying to manipulate or take advantage of someone who is vulnerable or powerless, often due to their circumstances or situation."
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,English translation: When a blind person gets a good fortune.
अंधेरे में भटकना,to wander without direction,to wander in darkness,Lost in the dark.
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",Literal:
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,In darkness searching for light.
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,Give a difficult task to someone who's not up to it.
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even a blind man can find his way.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,Don't be afraid of darkness.
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,to guide someone who is unaware or uninformed about the consequences of their actions.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,Waste of time or resources.
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer: to peer into the darkness. Answer:
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,It is obvious to anyone.
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,to hinder or obstruct someone who is already in a difficult situation.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,to be a hero without a horse
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,चोरी करने का दूसरा तरीका (Chori karna ka dusra tareeka)।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,"To give a mirror to the blind"" is a literal translation, not an idiomatic one. A more idiomatic translation would be ""to show someone their own flaws or mistakes""."
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,Literal:
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,To snoop around in the dark.
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To emerge from darkness or difficulties.
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,Blind Man Lead Blind Man.  Thank you for your time.
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,Literal: एक छोटा सा खिड़की खोलना (Ek Chhota Sa Khidki Khilana)
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To remove a thorn from a blind man.
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,Blind Law Running.
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,to the blind in darkness leave
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,- Don't live in ignorance.
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,You're just preaching to the blind.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,There is no need to fear darkness.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It is good to do good deeds even if no one sees them.
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,to keep one's feet on earth.
आसमान से गिरना,to lose everything suddenly,to fall from the sky,to fall from the sky.
हवा में उड़ना,to daydream or be overconfident,to fly in the air,To be in a state of constant anxiety or worry.
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",He harbors a grudge against his former colleague who is far away and powerless.
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,- खुशियों के झूले झूलना
