src,true_meaning,literal_translation,predicted
दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,To feel a deep sense of regret or remorse for something one has done or failed to do.
दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,To have evil in the heart.
दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,Bearing a grudge.  Answer:
दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,They were ready to talk from the heart and share their true feelings.
दिल हिल जाना,to be shaken emotionally,for the heart to shake,I'm extremely scared. Answer this
दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,-
दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak. Answer: Heartbreak
दिल को सुकून मिलना,to find peace,for the heart to find peace,Idiom:
दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,To drive someone to the point of exasperation.
दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,दिमाग ठिकाने लग जाना
दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,to put pressure on someone's mind or to worry someone excessively.
दिमाग गुम होना,to lose one’s senses,for the brain to be lost,- Go mad
दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,The light of the mind goes out.
दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,- दाँत (Dānta) =
दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,To get by with what little one has.
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,Finger under the teeth pressed down.
जुबान बंद कर देना,to silence someone completely,to shut the tongue,1. Tongue
जुबान काट लेना,to regret words spoken,to bite the tongue,To cut the tongue.  Answer & Earn Points!!  | EduRev
जुबान कसना,to rebuke harshly,to tighten the tongue,Keep your mouth shut.
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,विश्वास करने योग्य (vishvās karnē yogy) or विश्वासपात्र (vishvāsapātra)।
जुबान पर ताला,to keep secrets locked,a lock on the tongue,- To keep one's mouth shut.
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of the tongue Answer: Slip of
जुबान सरक जाना,to misspeak,for the tongue to slide,"The correct translation for the idiom ""जुबान सरक जाना"" is:"
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,"जुबान से मीठे शब्दों का इस्तेमाल करना और दिल में तलवार रखना (Jubān se meethe shabdon ka istemaal karna aur dil mein talwaar rakhna) यानी जुबान से मीठे शब्दों का इस्तेमाल करना और अपने विचारों को दबाना (Yāni jubān se meethe shabdon ka istemaal karna aur apne vichaaron ko dabana) अर्थात, किसी को चोट न पहुंचाने के लिए मीठे शब्दों का इस्तेमाल करना और अपने विचारों को दबाना (Arthāt, kisi ko chot na pahunchane ke liye meethe shabdon ka istemaal karna aur apne vichaaron ko dabana) To keep the sweetness of the tongue. जुबान की मिठास रखना (Jubān kī miṭhās rakhna) का अर्थ है ""जुबान से मीठे शब्दों का इस्तेमाल करना"" या ""जुबान से मीठे शब्दों का इस्तेमाल करना""। यह एक हिंदी वाक्यांश है जिसका उपयोग लोग अपने विचारों को दबाने और दूसरों के साथ अच्छे संबंध बनाने के लिए करते हैं। यह वाक्यांश हिंदी संस्कृति में बहुत प्रसिद्ध है और अक्सर लोग इसका उपयोग करते हैं। जुबान की मिठास रखना का अर्थ है किसी को चोट न पहुंचाने के लिए मीठे शब्दों का इस्तेमाल करना और अपने विचारों को दबाना। यह एक अच्छा वाक्यांश है जो हमें अपने विचारों को दबाने और दूसरों के साथ अच्छे संबंध बनाने में मदद करता है। जुबान की मिठास रखना"
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,To Honour One's Family Ties.
पसीना रोकना,to relieve effort,to stop sweat,"पसीना रोकना नहीं है is a Hindi idiom, not Chinese. Here is the literal translation of the Hindi idiom: sweat stop not be  It means ""to be unable to stop sweating"" or ""to be in a state of constant anxiety or worry"". The idiom is often used to describe a situation where someone is under a lot of stress or pressure, and is unable to relax or calm down. The phrase is a metaphorical expression, and is not meant to be taken literally. The phrase is often used in a humorous or ironic way to describe a situation where someone is feeling overwhelmed or anxious. |"
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),Literal English translation:
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,"In the chest, pain to be. Answer:"
सीने में जलन होना,to feel envy,to have burning in the chest,सीने में जलन होना (to feel a burning sensation in the chest)
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,I felt a lump in my throat.
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,Chinese idiom:
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,Literal translation:
रंग दिखाना,to reveal true colors,to show color,The idiom रंग दिखाना (rāṅa dikhānā) means to show off one's skills or abilities.
रंगीन होना,to enjoy life freely,to become colorful,To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful. To be colorful. To become colorful.
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to fade. Answer: Colour to
रंग उड़ना,to fade away,for the color to fly/fade,चिड़िया की तरह चहचहाना (Chidiya ki tarah chah-chahhanaa)
रंग जमना,to gain traction,for color to set,English translation:
रंग लगना,to start celebrating,to have color applied,To take a liking to something or someone
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,He was completely absorbed in his work and lost track of time.
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer: Excess should be avoided everywhere. Answer
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,"The idiomatic sense of the Chinese idiom ""一箭双雕"" (yī jiàn shuāng diāo) is: एक ही कार्य से दो लोगों को नुकसान पहुंचाना।"
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,Go mad
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,"The idiom ""अंगूर खट्टे हैं"" is a common Hindi idiom that means ""the grapes are sour"" or ""it's not as good as it seems."" It is often used to express disappointment or disillusionment with something that did not live up to expectations. The literal translation of the idiom is ""grapes are sour,"" which is a simple statement that describes the taste of grapes. However, in the context of the idiom, it is used to convey a sense of disappointment or disillusionment. In English, the idiom is often translated as ""the grass is not always greener on the other side"" or ""don't count your chickens before they hatch."" It is a warning to be careful what you wish for, as things may not always turn out as expected."
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,He's always blowing his own horn.
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,"The correct translation of the idiom ""अपनी नाक ऊँची रखना"" is ""to keep one's nose high""."
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,To draw a snake add a leg.
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,अंधे का हाथ बटेर लगना (Andhe ka haath batra lagna)।
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,* Keep it in the dark.
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,The greatest wisdom is to admit one's mistake.
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune","He wants to play his own tune on his own flute, so he started his own business.  (He wants to be himself, so he started his own business.)  (He wants to do things his own way, so he started his own business.)  (He wants to follow his own path, so he started his own business.)  (He wants to do things as he pleases, so he started his own business.)  (He wants to do as he likes, so he started his own business.)  (He wants to do things his own way, so he started his own business.)  (He wants to follow his own path, so he started his own business.)  (He wants to do things as he pleases, so he started his own business.)  (He wants to do as he likes, so he started his own business.)  (He wants to do things his own way, so he started his own business.)  (He wants to follow his own path, so he started his own business.)  (He wants to do things as he pleases, so he started his own business.)  (He wants to do as he likes, so he started his own business.)  (He wants to do things his own way, so he started his own business.)  (He wants to follow his own path, so he started his own business.)  (He wants to do things as he pleases, so he started his own business.)  (He wants to do as he likes, so he started his own business.)  (He wants to do things his own way, so he started his own business.)  (He wants to follow his own path, so he started his own business.)  (He wants to do things as he pleases, so he started his own business.)  (He wants to do as he likes, so he started his own business.)  (He wants to do things his own way, so he started his own business.)  (He wants to follow his own path, so he started his own business.)  (He wants to do things as he pleases, so he started his own business.)  (He wants to do as he likes, so he started his own business.)  (He wants to do things his own way, so he started his own business.)  (He wants to follow his own path, so he started his own business.)  (He wants to do things as he pleases, so he started his own"
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,His intelligence was no longer a reliable guide.
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,-
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,- English translation:
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,अंधा बांटे रेवड़ी
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,There is no need to teach someone who already knows.
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,Literal: (Chor ke saath chor karana)
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Even the blind can see (now).
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,"He's so clueless, his bread is always wet."
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",To hear about something without seeing it.
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"Give him the world, he'll still be unhappy. (or) Give him everything, he'll still be miserable. (or) Give him the moon, he'll still be unhappy. (or) Give him all the riches in the world, he'll still be unhappy. (or) Give him all the happiness in the world, he'll still be unhappy. (or) Give him everything he wants, he'll still be unhappy. (or) Give him the world, and he'll still be unhappy. (or) Give him all the wealth in the world, he'll still be unhappy. (or) Give him all the riches in the world, he'll still be unhappy. (or) Give him all the happiness in the world, he'll still be unhappy. (or) Give him everything he wants, he'll still be unhappy. (or) Give him the world, and he'll still be unhappy. (or) Give him all the wealth in the world, he'll still be unhappy. (or) Give him all the riches in the world, he'll still be unhappy. (or) Give him all the happiness in the world, he'll still be unhappy. (or) Give him everything he wants, he'll still be unhappy. (or) Give him the world, and he'll still be unhappy. (or) Give him all the wealth in the world, he'll still be unhappy. (or) Give him all the riches in the world, he'll still be unhappy. (or) Give him all the happiness in the world, he'll still be unhappy. (or) Give him everything he wants, he'll still be unhappy. (or) Give him the world, and he'll still be unhappy. (or) Give him all the wealth in the world, he'll still be unhappy. (or) Give him all the riches in the world, he'll still be unhappy. (or) Give him all the happiness in the world, he'll still be unhappy. (or) Give him everything he wants, he'll still be unhappy. (or) Give him the world, and he'll still be unhappy. (or) Give him all the wealth in the world, he'll still be unhappy. (or) Give him all the riches in the world, he'll still be unhappy. (or) Give him all the happiness in the world, he'll still be unhappy. (or) Give him everything he wants, he'll still be unhappy. (or)"
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Literal translation: One leaf blocks the eye.
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To show the sun to the blind.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,"The idiom ""ताज़ा पानी से नहलाना"" (Taza paani se nahalana) is a Hindi idiom that means to guide someone who is already familiar with something."
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,The final answer is: In the dark sit.
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,Blindly following a tune
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,It is impossible to find something in a place where it is impossible to find it.
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,Literal: (Andhe ke Haath Mein Deepak)
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,A blind dog is afraid of a dog.
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,- अंधेरे में रोशनी फैलाना (àndheré mein roshni phailana) = to bring hope or positivity to a difficult or challenging situation
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",- Chinese idiom:
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,अंधे के भाग्य में चमकता हुआ तारा (Andhe ke Bhagya mein Chamakta Hua Tare)
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,The blind can't find their way.
अंधा प्रेम करना,to love without reason,to love blindly,Literal: (Andha Prem Karana)
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,"किसी को जो पहले से ही अपनी गलतियों के कारण कठिनाई में है, उसे मदद करने के बजाय, हमें उन्हें और अधिक नुकसान पहुंचाने से बचना चाहिए।"
अंधे की लाठी,only source of dependence,a blind man’s staff,"Literal, word-by-word English translation:"
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,(to) the blind (one) in (a) dream (light) appear (to) make
अंधेरे में रहना,to be ignorant,to live/stay in darkness,Literal translation: To live in darkness.
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,To grope in the dark.
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Hide it in the dark.
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,Literal translation: Blind sugar distributed.
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,The idiomatic translation is: सोने के साथ पैदा होना (Sone ke saath paida hona)।
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is: To colours show the blind people to.  I was looking for a word-by-word translation. The correct word-by-word translation is
