src,true_meaning,literal_translation,predicted
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,Literal translation:
जुबान बंद कर देना,to silence someone completely,to shut the tongue,Literal translation:
जुबान काट लेना,to regret words spoken,to bite the tongue,To cut one's tongue off (idiomatic sense)
जुबान कसना,to rebuke harshly,to tighten the tongue,"Literal, word-by-word English translation for the idiom is:"
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,Tongue of sure/certain is not a natural English idiomatic translation.
जुबान पर ताला,to keep secrets locked,a lock on the tongue,Keep your mouth shut.
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom means to slip up and say something one didn't mean to say) Answer: Tongue slip away. (idiom
जुबान सरक जाना,to misspeak,for the tongue to slide,- जुबान (Jubān) = Tongue
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Keep a sweet tongue.
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,"To fulfill one's obligations or responsibilities, especially towards one's family or relatives."
पसीना रोकना,to relieve effort,to stop sweat,Idiom: (jiǎo zhǐ)
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),Sweat-Sweat Become
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,To have pain in the heart.
सीने में जलन होना,to feel envy,to have burning in the chest,in the heart/mind fire.
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,The Chinese idiom is:
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,सीने पर बोझ होना (seene par bojh hona)।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,Literal: (Sīne meṃ āg lagṇā)
रंग दिखाना,to reveal true colors,to show color,to show one's true colours
रंगीन होना,to enjoy life freely,to become colorful,It's all just a colorful facade.
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,"The idiom ""रंग फीका पड़ना (ranga phika padna)"" is a Hindi idiom that translates to ""color fades"" or ""color becomes pale"" in English. The idiom is used to describe a situation where something that was once vibrant and exciting becomes dull and uninteresting over time."
रंग उड़ना,to fade away,for the color to fly/fade,"Literal translation: ""Fire red"
रंग जमना,to gain traction,for color to set,Literal: रंग जमना
रंग लगना,to start celebrating,to have color applied,to take on color
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,Change of color (rang badalna)
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Excessive behavior should be avoided everywhere.
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,अपना उल्लू सीधा करना (anu ullū sī
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,Literal: Keep your brain in a safe place
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,Grapes are sour.
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,अपनी डींगे हाँकना
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Literal: (yī chuí dìng yīn)
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,"To sing one's own tune.  Explanation:  The idiom ""अपना राग अलापना"" is a Hindi phrase that translates to ""To sing one's own tune"" in English. The phrase is composed of two words: ""अपना"" (ānpā) meaning ""one's own"" and ""राग"" (rāga) meaning ""tune"" or ""melody"", and ""अलापना"" (alāpanā) meaning ""to sing"" or ""to play"".  The idiom is used to convey the idea of doing something in one's own unique way, without following others or conforming to norms. It is often used to describe someone who is being stubborn or obstinate in their views or actions.  In the context of the provided text, the idiom is used to describe the protagonist's behavior of singing his own tune, which is a metaphor for his individuality and nonconformity.  The idiom is a common expression in Hindi and is widely used in everyday language to convey the idea of being different or unique.  It is also used to describe someone who is being stubborn or obstinate in their views or actions.  The idiom is often used in a humorous or ironic way to describe someone who is being overly confident or self-assured.  In the context of the provided text, the idiom is used to describe the protagonist's behavior of singing his own tune, which is a metaphor for his individuality and nonconformity.  The idiom is a powerful tool for conveying complex ideas and emotions in a simple and concise way.  It is a testament to the richness and diversity of the Hindi language and its ability to express complex ideas and emotions in a unique and creative way.  The idiom is a common expression in Hindi and is widely used in everyday language to convey the idea of being different or unique.  It is also used to describe someone who is being stubborn or obstinate in their views or actions.  The idiom is often used in a humorous or ironic way to describe someone who is being overly confident or self-assured.  In the context of the provided text, the idiom is used to describe the protagonist's behavior of singing his own tune, which is a metaphor for his individuality and nonconformity.  The idiom is a powerful tool for conveying complex ideas and emotions in a simple and concise way.  It is a testament to the richness and diversity of the Hindi language"
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,Literal: (Andhe ka haath batere lagna)
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,To keep something in the dark.
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To admit one's mistake.
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",To do one's own thing.
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,The scale of wisdom breaks down.
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,- He has wasted his intellect.
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,"Blind men's hands apply tilak.  Asked by: @Sakshi Jain.  Asked on: 2023-02-06.  Asked in: Hindi.  Asked by country: भारत.  Asked by state: उत्तर प्रदेश.  Asked by city: लखनऊ.  Asked by language: हिंदी.  Asked by category: Idioms.  Asked by subcategory: Hindi Idioms.  Asked by topic: अंधे के हाथ तिलक लगना.  Asked by keywords: अंधे के हाथ तिलक लगना, Andhe ke hath tilak lagna, Blind men's hands apply tilak, Hindi idiom, Hindi phrase, Idiom, Literal translation, Meaning, Translation, Word-by-word translation.  Asked by tags: अंधे के हाथ तिलक लगना, Andhe ke hath tilak lagna, Blind men's hands apply tilak, Hindi idiom, Hindi phrase, Idiom, Literal translation, Meaning, Translation, Word-by-word translation.  Asked by synonyms: अंधे के हाथ तिलक लगना, Andhe ke hath tilak lagna, Blind men's hands apply tilak, Hindi idiom, Hindi phrase, Idiom, Literal translation, Meaning, Translation, Word-by-word translation.  Asked by related: अंधे के हाथ तिलक लगना, Andhe ke hath tilak lagna, Blind men's hands apply tilak, Hindi idiom, Hindi phrase, Idiom, Literal translation, Meaning, Translation, Word-by-word translation.  Asked by examples: अंधे के हाथ तिलक लगना, Andhe ke hath tilak lagna, Blind men's hands apply tilak, Hindi idiom, Hindi phrase, Idiom, Literal translation, Meaning, Translation, Word-by-word translation.  Asked by variations: अंधे के हाथ तिलक लगना, Andhe ke hath tilak lagna, Blind men's hands apply tilak, Hindi idiom, Hindi phrase, Idiom, Literal translation, Meaning, Translation, Word-by-word translation.  Asked by antonyms: अंधे के हाथ तिलक लगना, Andhe ke hath tilak lagna, Blind men's hands apply tilak, Hindi idiom, Hindi phrase, Idiom, Literal translation, Meaning, Translation, Word-by-word translation.  Asked"
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Blindly divide the rice. (or) Divide the rice blindly. (or) Divide the rice unfairly. (or) Divide the rice unjustly. (or) Divide the rice in an unfair way. (or) Divide the rice in an unjust way. (or) Divide the rice unfairly. (or) Divide the rice unjustly. (or) Divide the rice in an unfair way. (or) Divide the rice in an unjust way.
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,There is no one to help the blind.
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,The blind man's stick is snatched away.
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Literal: One root grass also difficult to raise to a tiger.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,A blind person's food is always getting spoiled.
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",The correct Hindi translation of the idiom is: अंधे का नाम सुना (Andhe Ka Naam Suna)
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"The idiom ""अंधा क्या चाहे, दो आँखें"" means ""What does the blind man want, give him two eyes"" and it is used to convey that one cannot simply provide information or knowledge to someone who is unwilling to accept it, but rather one must help them to understand and accept the truth."
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,- kept in the dark
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To show the truth to someone who is not ready to see it.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,"मुझे लगता है कि यह एक अच्छा विचार है कि मैं इसे सीधे अनुवादित न करूँ, बल्कि इसके अर्थ को समझाऊँ।"
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,अंधेरे में बैठना (Andhere mein baithna) = To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness. Answer: To sit in the darkness
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,- To be stuck in a meaningless pursuit.
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,It was like looking for a needle in a haystack.
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,1
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,Correct.
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,सही उत्तर है: किसी ऐसे काम को करना जो किसी और की मदद करने के बजाय खुद को फायदा पहुँचाने के लिए किया जाता हो।.सही उत्तर है: किसी ऐसे काम को करना जो किसी और की मदद करने के बजाय खुद को फायदा पहुँचाने के लिए किया जाता हो।.सही उत्तर है: किसी ऐसे काम को करना जो किसी और की मदद करने के बजाय खुद को फायदा पहुँचाने के लिए किया जाता हो।.सही उत्तर है: किसी ऐसे काम को करना जो किसी और की मदद करने के बजाय खुद को फायदा पहुँचाने के लिए किया जाता हो।.सही उत्तर है: किसी ऐसे काम को करना जो किसी और की मदद करने के बजाय खुद को फायदा पहुँचाने के लिए किया जाता हो।.सही उत्तर है: किसी ऐसे काम को करना जो किसी और की मदद करने के बजाय खुद को फायदा पहुँचाने के लिए किया जाता हो।.सही उत्तर है: किसी ऐसे काम को करना जो किसी और की मदद करने के बजाय खुद को फायदा पहुँचाने के लिए किया जाता हो।.सही उत्तर है: किसी ऐसे काम को करना जो किसी और की मदद करने के बजाय खुद को फायदा पहुँचाने के लिए किया जाता हो।.सही उत्तर है: किसी ऐसे काम को करना जो किसी और की मदद करने के बजाय खुद को फायदा
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind","King is blind, people are blind."
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,A person who is not in a position to benefit from a good opportunity or a piece of good news.
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,"The blind are lost.  (Or, more idiomatically: The blind are without a path.)  (Or, more idiomatically: The blind have no direction.)  (Or, more idiomatically: The blind are without a way out.)  (Or, more idiomatically: The blind are without a solution.)  (Or, more idiomatically: The blind are without a clue.)  (Or, more idiomatically: The blind are without a lead.)  (Or, more idiomatically: The blind are without a guide.)  (Or, more idiomatically: The blind are without a compass.)  (Or, more idiomatically: The blind are without a map.)  (Or, more idiomatically: The blind are without a direction.)  (Or, more idiomatically: The blind are without a guidance.)  (Or, more idiomatically: The blind are without a way.)  (Or, more idiomatically: The blind are lost without a path.)  (Or, more idiomatically: The blind are without a way out of their situation.)  (Or, more idiomatically: The blind are without a solution to their problem.)  (Or, more idiomatically: The blind are without a clue as to what to do.)  (Or, more idiomatically: The blind are without a lead to follow.)  (Or, more idiomatically: The blind are without a guide to help them.)"
अंधा प्रेम करना,to love without reason,to love blindly,To be blinded by love.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,"अंधे को हाथ का सहारा is a Hindi idiom that translates to ""A blind man's helping hand"" in English. It means that even a person who is incompetent or incapable can still provide some assistance or support. The idiom is often used to convey that even the least capable person can offer some help, and it's better than nothing. In this context, the idiom is used to emphasize the importance of any kind of help, no matter how small or insignificant it may seem. The correct answer is C) A blind man's helping hand. The other options are incorrect because they either change the meaning of the idiom or add extra words that are not present in the original Hindi phrase. Option A) A blind man's aid is close, but it doesn't convey the same sense of ""helping hand"" as the original idiom. Option B) A helping hand is a general phrase that doesn't specifically refer to a blind person, and option D) A helping hand to the blind is also incorrect because it adds an extra phrase that is not present in the original idiom. Therefore, the correct answer is C) A blind man's helping hand."
अंधे की लाठी,only source of dependence,a blind man’s staff,A blind person can only be hit a few times before they become aware of the problem.
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,Give false hope to someone who is already in a hopeless situation.
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer: To live in the dark. Answer:
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,To find one's way in the dark.
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,किसी चीज़ को छुपाने की कोशिश करना (kisi chīz ko chhupāne kee kosheek karnā)
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,अंधा रेवड़ी बाँटे
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,It's a done deal.
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To show color to the blind.
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","Heard of the blind, but never seen."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"A blind person can see, but a person with two eyes can't say what they see."
अंधा गुस्सा करना,to get blindly angry,to do blind anger,English translation:
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,अंधेरे में डूब जाना (Andhere mein doob jana)
