src,true_meaning,literal_translation,mt_1,mt_2,mt_3,QE_mt_1,QE_mt_2,QE_mt_3,QE_true,QE_literal,DA_mt_1,DA_mt_2,DA_mt_3,DA_true,DA_literal,mt_best,QE_mt_best,mt_best_from,mt_best_DA_from,DA_mt_best,literal_gt_ref
आसमान पर चढ़ना,to be proud or overconfident,to climb onto the sky,To reach the sky,Reaching for the sky,To reach the sky,-0.11975891888141632,-0.11505769193172455,-0.11995448172092438,-0.5301440358161926,0.2492939829826355,0.4704417884349823,0.40028226375579834,0.47046178579330444,0.976872444152832,0.46541479229927063,Reaching for the sky,-0.11505769193172455,mt_2,mt_3,0.47046178579330444,True
आकाश पाताल का अंतर,to be vastly different,difference between sky and netherworld,Heaven and Hell: A Contrast,"The Sky and the Underworld: 

This phrase is an idiom in Hindi that means 'a contrast between the good and the bad, the high and the low, or the light and the darkness'.",Heaven and Hell's Contrast,0.11667108535766602,0.12726303935050964,0.018696453422307968,-0.454195111989975,-0.20129276812076569,0.5482075810432434,0.5016580820083618,0.5232710242271423,0.9748325943946838,0.5233951210975647,"The Sky and the Underworld: 

This phrase is an idiom in Hindi that means 'a contrast between the good and the bad, the high and the low, or the light and the darkness'.",0.12726303935050964,mt_2,mt_1,0.5482075810432434,True
हवा से बातें करना,to move very fast,to talk with the wind,Small talk,Having a conversation,Having conversations from the air,-0.08164620399475098,0.16931545734405518,0.2800825536251068,-0.22778287529945374,0.31492921710014343,0.43544626235961914,0.45452168583869934,0.5033270716667175,0.9777563214302063,0.5241474509239197,Having conversations from the air,0.2800825536251068,mt_3,mt_3,0.5033270716667175,True
पत्थर की लकीर,to be firm on one’s word or decision,a line of stone,The Stone Carving,The Rock Cut,Stone Carving,-0.2510899603366852,-0.6316339373588562,-0.13511812686920166,-0.15015307068824768,-0.11323866248130798,0.39136165380477905,0.36577901244163513,0.36192893981933594,0.9689499735832214,0.41683515906333923,Stone Carving,-0.13511812686920166,mt_3,mt_1,0.39136165380477905,True
पहाड़ टूट पड़ना,to face a huge problem or calamity,a mountain breaking and falling (upon),The mountain collapsed.,Mountain collapses,The mountain collapsed.,0.35935747623443604,0.44284453988075256,0.35970625281333923,-0.44617152214050293,-0.412980854511261,0.49807295203208923,0.4642188251018524,0.49810531735420227,0.9669777750968933,0.47982120513916016,Mountain collapses,0.44284453988075256,mt_2,mt_3,0.49810531735420227,True
ईद का चाँद होना,to appear after a long time (a rare person),to be the moon of Eid,The moon is full on Eid.,The moon is full.,Festival of Lights,-0.032752830535173416,-0.32905611395835876,0.00686824694275856,-0.7832202315330505,-0.3652162551879883,0.4527890384197235,0.46396446228027344,0.4044286906719208,0.9536505341529846,0.4804263412952423,Festival of Lights,0.00686824694275856,mt_3,mt_2,0.46396446228027344,True
चकमा देना,to deceive or trick someone,to give a dodge/trick,To dodge or evade something.,To cheat,Baiting,-0.6487176418304443,-0.845564067363739,-0.5619620680809021,-0.41754934191703796,-0.7695745825767517,0.5705155730247498,0.4802190959453583,0.31488272547721863,0.978568971157074,0.4784810245037079,Baiting,-0.5619620680809021,mt_3,mt_1,0.5705155730247498,False
उल्टी गंगा बहना,something unusual or against norms happening,the Ganga to flow in reverse,"The phrase ""उल्टी गंगा बहना"" is an idiomatic expression in Hindi, which roughly translates to ""the Ganges is turning upside down"" or ""the world is going mad"".",Reversing the Ganges,"The phrase ""उल्टी गंगा बहना"" is an idiomatic expression in Hindi that roughly translates to ""to be on the wrong side of the river"". In this context, ""गंगा"" refers to the Ganges River, which is considered sacred in Hinduism. So, when someone says ""उल्टी गंगा बहना"" in a neutral tone, it can mean that you're on the opposite side of the law,",-0.20829078555107117,-0.34005942940711975,-0.30551061034202576,-0.05650292709469795,0.0661904513835907,0.4412444531917572,0.4281519949436188,0.40238136053085327,0.9766432046890259,0.4743916988372803,"The phrase ""उल्टी गंगा बहना"" is an idiomatic expression in Hindi, which roughly translates to ""the Ganges is turning upside down"" or ""the world is going mad"".",-0.20829078555107117,mt_1,mt_1,0.4412444531917572,True
छक्के छुड़ाना,to defeat completely,to make someone’s sixes come out,To clear the air,To hit a six,To hit a six.,-0.6305542588233948,-0.7793214917182922,-0.7561920881271362,-0.7677276134490967,-0.803712785243988,0.47681331634521484,0.45770561695098877,0.4715241491794586,0.9743421673774719,0.379714697599411,To clear the air,-0.6305542588233948,mt_1,mt_1,0.47681331634521484,False
फूँक-फूँक कर कदम रखना,to act very cautiously,to place steps after blowing (carefully),Take a step at a time.,Take a step forward with a gentle push.,"Take each step at a time, don't rush.",-0.10908827185630798,-0.1581387221813202,-0.08431883156299591,-0.6278310418128967,-0.7733590006828308,0.49681738018989563,0.440139502286911,0.5069921016693115,0.9696155190467834,0.45586252212524414,"Take each step at a time, don't rush.",-0.08431883156299591,mt_3,mt_3,0.5069921016693115,False
दम में दम आना,to regain courage or relief after fear,breath to come into one’s breath,In the nick of time,In the nick of time,Stay alive,-0.7207556366920471,-0.7207556366920471,-0.5218892693519592,-0.6309450268745422,-1.0942000150680542,0.401359885931015,0.401359885931015,0.3919019401073456,0.9631800055503845,0.39680320024490356,Stay alive,-0.5218892693519592,mt_3,mt_1,0.401359885931015,False
दाँत से दाँत बजाना,to shiver from cold,to make tooth strike tooth (chatter),Tooth to tooth clattering,Tooth-brushing,Chewing the bit.,-0.3169219195842743,-0.5848508477210999,-0.6291742920875549,-0.761212170124054,-0.7400889992713928,0.42147111892700195,0.3630942106246948,0.4198401868343353,0.9684471487998962,0.4134315550327301,Tooth to tooth clattering,-0.3169219195842743,mt_1,mt_1,0.42147111892700195,True
मुँह में पानी आना,to be tempted by delicious food,water to come into the mouth,A mouthful of water,My mouth is watering.,"There is water in my mouth.

OR

I am thirsty",-0.20450222492218018,0.3691198229789734,-0.0712805986404419,-0.5602255463600159,0.306194543838501,0.4456234872341156,0.5202807188034058,0.5045760869979858,0.9570701718330383,0.4944932162761688,My mouth is watering.,0.3691198229789734,mt_2,mt_2,0.5202807188034058,True
नाक काटना,to disgrace or embarrass someone,to cut the nose,Nak kataná,Nak kataná,Stitching,-0.9811235070228577,-0.9811235070228577,-0.9572257399559021,-0.7321468591690063,-0.49313196539878845,0.3208397924900055,0.3208397924900055,0.31833815574645996,0.9674186706542969,0.4075291156768799,Stitching,-0.9572257399559021,mt_3,mt_1,0.3208397924900055,True
कमर टूटना,to feel exhausted or discouraged,the waist to break,Breakdown,Breaking Point,Breakdown,-0.6236091256141663,-0.4261043071746826,-0.6236091256141663,-0.4251405894756317,-0.6520026326179504,0.38375505805015564,0.41522958874702454,0.38375505805015564,0.9712038636207581,0.3606242835521698,Breaking Point,-0.4261043071746826,mt_2,mt_2,0.41522958874702454,False
कमर कसना,to prepare oneself for a challenge,to tighten the waist (belt),Sucking,Compressing,Sucking in one's stomach.,-1.1247143745422363,-0.8174571990966797,-0.9282629489898682,-0.5007597804069519,-0.45248690247535706,0.3394761383533478,0.4519740641117096,0.4117583930492401,0.9750136137008667,0.45595577359199524,Compressing,-0.8174571990966797,mt_2,mt_2,0.4519740641117096,True
कलेजा पत्थर का होना,to be mentally or emotionally very strong,the liver/heart to be of stone,It's a stone age.,Born of stone,"That's not grammatically correct Hindi.

The correct translation would be: 

कलेज़ा पत्थर का होना

The word ""कलेज़ा"" is not a word in Hindi. The correct word would be ""कालज़ा"" (kālja) or ""कालेज़ा"" (kālja) but more commonly ""कालज़ा"" is used in some regions. 

If you meant to say ""काल",-0.5768084526062012,-0.41223862767219543,-0.5576624274253845,-0.25915220379829407,-0.6056410670280457,0.36871227622032166,0.37094399333000183,0.30881860852241516,0.9761554598808289,0.47797146439552307,Born of stone,-0.41223862767219543,mt_2,mt_2,0.37094399333000183,False
दाँत खट्टे करना,to defeat someone badly,to make the teeth sour,Tooth decay,Tooth decay,Tooth decay,0.11170583963394165,0.11170583963394165,0.11170583963394165,-0.9000439047813416,-0.2981294095516205,0.3940964639186859,0.3940964639186859,0.3940964639186859,0.9588446617126465,0.4690950810909271,Tooth decay,0.11170583963394165,mt_1,mt_1,0.3940964639186859,True
ईंट से ईंट बजाना,to completely destroy or demolish someone,to make brick strike brick,Brick by brick,Brick by Brick,Brick by brick.,-0.5829567909240723,-0.7642796635627747,-0.6657489538192749,-0.8256997466087341,-0.7129160761833191,0.31318002939224243,0.32963311672210693,0.34202075004577637,0.9723538756370544,0.39195260405540466,Brick by brick,-0.5829567909240723,mt_1,mt_3,0.34202075004577637,True
नाक में दम करना,to annoy someone constantly,to put breath in the nose,To hold one's breath,To hold one's breath,To hold one's breath,-0.7306978106498718,-0.7306267619132996,-0.7306267619132996,-0.7535175681114197,-0.6315591931343079,0.4352247416973114,0.43528294563293457,0.4352850615978241,0.979551374912262,0.4105522930622101,To hold one's breath,-0.7306267619132996,mt_2,mt_3,0.4352850615978241,True
नाक पर मक्खी न बैठने देना,to be strict or disciplined,to not let a fly sit on the nose,Don't let a fly sit on your nose.,Don't let a fly sit on your nose.,Don't let a fly sit on your nose.,0.10107137262821198,0.10107137262821198,0.10107137262821198,-0.7153857946395874,-0.33195266127586365,0.43577685952186584,0.43577685952186584,0.43577685952186584,0.9705073833465576,0.4373001456260681,Don't let a fly sit on your nose.,0.10107137262821198,mt_1,mt_1,0.43577685952186584,True
नाक कट जाना,to lose one's honor or respect,the nose to get cut,To get a nose job.,Nak kaat jaana,To lose one's nose,-0.9188641905784607,-1.0842561721801758,-0.719038724899292,-0.7900373935699463,-0.41562220454216003,0.421660453081131,0.359287828207016,0.5950263142585754,0.9700753688812256,0.4278753101825714,To lose one's nose,-0.719038724899292,mt_3,mt_3,0.5950263142585754,True
नाक में तेल डालकर सोना,to sleep carefreely without worries,to sleep after putting oil in the nose,Putting oil in the nose,Applying oil in the nose,Putting oil in one's nose to sleep.,0.03439202159643173,0.08756723999977112,0.17669573426246643,-0.421936959028244,-0.004875894635915756,0.36397597193717957,0.36150282621383667,0.39406678080558777,0.956200897693634,0.4324968755245209,Putting oil in one's nose to sleep.,0.17669573426246643,mt_3,mt_3,0.39406678080558777,True
नाक का सवाल होना,to be a matter of pride or ego,to be a question of the nose (honor),The question of the nose,The question of the nose,Is there a problem with your nose?,-0.14832675457000732,-0.14868998527526855,0.22264966368675232,-0.44771608710289,-0.6447425484657288,0.5008223056793213,0.500897228717804,0.5132203698158264,0.9676368832588196,0.5711895823478699,Is there a problem with your nose?,0.22264966368675232,mt_3,mt_3,0.5132203698158264,False
नाक भौं सिकोड़ना,to show disapproval,to wrinkle the nose and brows,Sniffing out,"Nak baon sikodna. 

(Note: 'नाक' means 'nose', 'भौं' means 'to pout', and 'सिकोड़ना' means 'to pull'. So, 'नाक भौं सिकोड़ना' literally translates to 'to pull the nose in'. The tone is informal, similar to saying 'to pull in one's cheeks' or 'to pucker up'.)",Squeezing the nose,-0.8012740612030029,-0.47465234994888306,-0.3677622079849243,-0.7009565234184265,-0.477372944355011,0.44737282395362854,0.38962647318840027,0.4513023793697357,0.9779228568077087,0.37685438990592957,Squeezing the nose,-0.3677622079849243,mt_3,mt_3,0.4513023793697357,True
नाक नीची करना,to humiliate publicly,to make the nose low,To do something with your nose.,To go down (the throat).,Taking a walk,-0.42441630363464355,-0.7275757193565369,-0.6177545189857483,-0.6575133204460144,-0.362739622592926,0.4314224123954773,0.43465691804885864,0.38953322172164917,0.9649084210395813,0.47011250257492065,To do something with your nose.,-0.42441630363464355,mt_1,mt_2,0.43465691804885864,True
कान खड़े होना,to become alert or suspicious,for the ears to stand up,To stand up,Standing up,Standing still,-0.48003843426704407,-0.5048908591270447,0.07847850024700165,-0.08351348340511322,-0.2111864984035492,0.4846542179584503,0.43003401160240173,0.46572163701057434,0.9737145304679871,0.5020233988761902,Standing still,0.07847850024700165,mt_3,mt_1,0.4846542179584503,False
कान पर जूँ न रेंगना,to remain unaffected or unmoved,for not even a louse to crawl on the ear,Don't let the mosquitoes bite on your ears.,Don't scratch your head.,Don't scratch your head.,-0.22356033325195312,-0.8203003406524658,-0.8203003406524658,-0.5723304748535156,-0.7490890622138977,0.3624623119831085,0.3646650016307831,0.3646650016307831,0.9632534980773926,0.3589130938053131,Don't let the mosquitoes bite on your ears.,-0.22356033325195312,mt_1,mt_2,0.3646650016307831,False
कान में तेल डालना,to ignore someone's words,to pour oil into the ear,Putting oil in the ear,Putting oil in the ears,Lubricating the ears,0.3438511788845062,0.3955193758010864,0.3074188530445099,-0.09098923206329346,0.0720566064119339,0.4453437626361847,0.44399479031562805,0.44479063153266907,0.9714975357055664,0.4767102301120758,Putting oil in the ears,0.3955193758010864,mt_2,mt_1,0.4453437626361847,True
कान में फूंक मारना,to influence or manipulate someone secretly,to blow a puff into the ear,To tickle the ear.,To tickle the ear,Farting,-0.522455632686615,-0.5316125154495239,-0.31448569893836975,-0.4211084842681885,-0.15565001964569092,0.3906037509441376,0.3919702172279358,0.3645317852497101,0.9691014885902405,0.4322732388973236,Farting,-0.31448569893836975,mt_3,mt_2,0.3919702172279358,True
कान पकड़ना,to vow never to repeat a mistake,to hold the ears,To catch,To catch,Eavesdropping,-0.8322396874427795,-0.8322396874427795,-0.7066935300827026,-0.052010517567396164,-0.10300189256668091,0.35308292508125305,0.35308292508125305,0.36623427271842957,0.9765456914901733,0.39291396737098694,Eavesdropping,-0.7066935300827026,mt_3,mt_3,0.36623427271842957,False
कान भरना,to manipulate someone against another,to fill the ears,To listen,To listen,Coughing,-0.4592273533344269,-0.4592273533344269,-0.8238751888275146,-0.5920279026031494,-0.36272773146629333,0.4159252643585205,0.4159252643585205,0.334760457277298,0.9761647582054138,0.39103028178215027,To listen,-0.4592273533344269,mt_1,mt_1,0.4159252643585205,True
कान काटना,to outsmart completely,to cut the ear,Ear cutting,Cuts on the ear,Self-mutilation,-0.04483524337410927,0.18266236782073975,-0.7939304709434509,-1.0224449634552002,-0.40707001090049744,0.3768560588359833,0.4320436418056488,0.3833444118499756,0.979529857635498,0.5176066160202026,Cuts on the ear,0.18266236782073975,mt_2,mt_2,0.4320436418056488,True
आसमान सिर पर उठाना,to create a big commotion or panic,to lift the sky onto one’s head,To reach for the sky,Raising one's head towards the sky,To lift one's head to the sky.,-0.25692716240882874,-0.07384923100471497,-0.22024086117744446,-0.3155410885810852,-0.05782769247889519,0.4500906765460968,0.4281328618526459,0.4675840735435486,0.9716842770576477,0.44872188568115234,Raising one's head towards the sky,-0.07384923100471497,mt_2,mt_3,0.4675840735435486,True
आसमान से बातें करना,to reach great heights or success,to talk with the sky,Talking from the sky,Talking from above,Talking from the rooftops,-0.3599817454814911,-0.3482899069786072,-0.13328221440315247,-0.2516404688358307,-0.2870042622089386,0.46934571862220764,0.4309628903865814,0.49258187413215637,0.9732415080070496,0.506191611289978,Talking from the rooftops,-0.13328221440315247,mt_3,mt_3,0.49258187413215637,False
आसमान से गिरे खजूर में अटके,to fall from one trouble into another,"having fallen from the sky, stuck in a date-palm",Fell into a cluster of dates from the sky.,He fell into a cluster of coconuts in the sky.,Fell into sugar in the sky,-0.7725411057472229,-0.4195016324520111,-0.7985407710075378,-0.6289463639259338,-0.5591864585876465,0.4719686210155487,0.44299185276031494,0.4665592610836029,0.9725725054740906,0.4713573157787323,He fell into a cluster of coconuts in the sky.,-0.4195016324520111,mt_2,mt_1,0.4719686210155487,True
आग बबूला होना,to become extremely angry,to become fire-foaming (blazing angry),The fire is burning.,The flames are burning.,"Aag booolaa honee (a more common way of pronunciation in Hindi) 

""Agar bahut pyaar karoge toh duniya main sab kuchh mil jayega"". This translates to: ""If you really love someone, you'll find everything in the world"".

Or in a more natural English tone, it would be: 

""Love is so powerful that it can make the whole world see.""

or 

""Love is all about making the",0.17057757079601288,0.2034742683172226,-0.5893062949180603,-0.5222943425178528,-0.508550226688385,0.4773697555065155,0.49525710940361023,0.4061073064804077,0.9817578196525574,0.5937619209289551,The flames are burning.,0.2034742683172226,mt_2,mt_2,0.49525710940361023,True
आग में घी डालना,to worsen an already bad situation,to pour ghee into the fire,Adding ghee to the fire,Adding ghee to the fire.,Throwing fire in,0.41501179337501526,0.3132716417312622,-0.32861772179603577,-0.3053378760814667,-0.19054196774959564,0.5286121368408203,0.5229103565216064,0.4118569791316986,0.9711640477180481,0.5286744832992554,Adding ghee to the fire,0.41501179337501526,mt_1,mt_1,0.5286121368408203,True
आग में कूदना,to take a dangerous risk,to jump into the fire,Jumping into the fire,"Jumping into the fire.

(Note: The idiomatic expression ""आग में कूदना"" is often used to describe someone who is taking a great risk or doing something bold and daring, often in a way that is considered reckless or impulsive.)",Diving into the flames.,0.042234793305397034,-0.019830305129289627,0.05808497592806816,-0.4206068515777588,-0.26363155245780945,0.5331442952156067,0.5775115489959717,0.5225131511688232,0.9744830131530762,0.5731603503227234,Diving into the flames.,0.05808497592806816,mt_3,mt_2,0.5775115489959717,True
आग लगना,to become furious or jealous,for fire to catch,Fire broke out.,"It seems like you provided only a single word. Here's a translation:

आग लगना (Aag lagna) - It means ""to catch fire"" or ""to ignite"". 

If you provide more context or the full sentence, I'd be happy to help you with a more accurate translation.","In this phrase, ""आग लगना"" is an idiomatic expression in Hindi that literally means ""to catch fire"" or ""to be set on fire."" However, in a more figurative sense, it is used to express strong desire, passion, or enthusiasm for something.

A more natural translation of this phrase in English would be:

""The flame of passion has ignited in her.""",0.4349440038204193,-0.34744149446487427,-0.13926401734352112,-0.5071800947189331,-0.7906142473220825,0.4602258503437042,0.4083378314971924,0.5080623626708984,0.9773781299591064,0.358885258436203,Fire broke out.,0.4349440038204193,mt_1,mt_3,0.5080623626708984,False
आग ठंडी होना,to calm down after anger,for the fire to cool,The fire is cooling down.,The fire is cooling down.,The fire is cooling down.,0.39111271500587463,0.39111271500587463,0.39111271500587463,-0.20328795909881592,0.1341630071401596,0.7034777998924255,0.7034777998924255,0.7034777998924255,0.9775224328041077,0.687931478023529,The fire is cooling down.,0.39111271500587463,mt_1,mt_1,0.7034777998924255,True
आग उगलना,to speak harshly or aggressively,to spit/emit fire,Spitting fire,Spitting fire.,"It seems like you provided only one word in Hindi. Could you please provide more context or the entire sentence you would like me to translate? 

However, ""आग उगलना"" can be roughly translated to ""spitting fire"" or ""spitting flames"", but this idiom is not a common phrase in everyday conversation. 

If you could provide the complete sentence or context, I'd be happy to help you with the translation.",-0.08133599162101746,0.07182042300701141,-0.28143832087516785,-0.3845081627368927,-0.20941688120365143,0.4048950970172882,0.430476576089859,0.41345688700675964,0.9724792838096619,0.4787420928478241,Spitting fire.,0.07182042300701141,mt_2,mt_2,0.430476576089859,True
आग से खेलना,to invite danger knowingly,to play with fire,Playing with fire,Playing with fire,Playing with fire,0.5648811459541321,0.5648811459541321,0.5648811459541321,-0.34578821063041687,0.21715500950813293,0.5740891098976135,0.5740891098976135,0.5740891098976135,0.9789997339248657,0.6136118769645691,Playing with fire,0.5648811459541321,mt_1,mt_1,0.5740891098976135,True
आग लगाना,to instigate or provoke trouble,to set on fire,Setting fire to,Set fire to,Fire,-0.4970403015613556,-0.10813663899898529,-0.22855646908283234,-0.18003177642822266,-0.12735429406166077,0.4038635194301605,0.3988395035266876,0.379220187664032,0.9763529896736145,0.4508322477340698,Set fire to,-0.10813663899898529,mt_2,mt_1,0.4038635194301605,True
आग दिखाना,to show anger or power,to show fire,To light the fire,"The phrase ""आग दिखाना"" in Hindi translates to ""showing fire"" or ""demonstrating something"". 

In a broader sense, it can also mean ""to demonstrate"" or ""to illustrate"".",To set the stage,0.12375403940677643,-0.17380419373512268,-0.3299490511417389,-0.2623061239719391,-0.19289375841617584,0.5500132441520691,0.5609927177429199,0.5258924961090088,0.9808115363121033,0.6300018429756165,To light the fire,0.12375403940677643,mt_1,mt_2,0.5609927177429199,True
आग लग जाना,to feel jealous or restless,for fire to get lit,The fire has started.,"The fire has broken out.

(Note: 'आग लग जाना' is an idiomatic expression in Hindi, which literally means 'to catch fire' but is used to describe a situation where a problem or a situation has suddenly turned out of control or has erupted. The phrase is often used to convey a sense of shock, chaos, or disaster.)","The house is on fire.

Or in a more casual tone:
The house is catching fire.",0.07513873279094696,-0.17044204473495483,-0.005525808781385422,-0.7370739579200745,-0.5402963161468506,0.4475882947444916,0.4880540668964386,0.40016981959342957,0.9726369976997375,0.3989623785018921,The fire has started.,0.07513873279094696,mt_1,mt_2,0.4880540668964386,True
आग बन जाना,to become furious,to become fire,To catch fire,To catch fire,To catch fire,-0.40466704964637756,-0.40480947494506836,-0.40480947494506836,-0.43788477778434753,-0.35073602199554443,0.5622414350509644,0.5622526407241821,0.5622526407241821,0.9837942719459534,0.7067165970802307,To catch fire,-0.40466704964637756,mt_1,mt_2,0.5622526407241821,True
आग पर तेल डालना,to intensify an argument or situation,to pour oil on the fire,Light the fire.,Light the fire,Fuel the fire,0.18662576377391815,0.22301775217056274,0.1372971385717392,-0.011709753423929214,0.014005511999130249,0.5146463513374329,0.517126739025116,0.5176993012428284,0.9751880764961243,0.5533878803253174,Light the fire,0.22301775217056274,mt_2,mt_3,0.5176993012428284,True
धूल चाटना,to face defeat or humiliation,to lick dust,Dust licking,To suck up dust.,Dust licking,-0.3387451767921448,-0.23710796236991882,-0.3387451767921448,-0.23867031931877136,-0.4404798448085785,0.4196688234806061,0.4426191747188568,0.4196688234806061,0.972185492515564,0.49005046486854553,To suck up dust.,-0.23710796236991882,mt_2,mt_2,0.4426191747188568,False
धूल फाँकना,to struggle in poverty or hardship,to gulp/eat dust,Dust blowing,Dust blowing,Dust blowing,-0.43761181831359863,-0.43761181831359863,-0.43761181831359863,-0.7099123001098633,-0.6542906165122986,0.3982641398906708,0.3982641398906708,0.3982641398906708,0.960766613483429,0.4166068434715271,Dust blowing,-0.43761181831359863,mt_1,mt_1,0.3982641398906708,True
धूल झाड़ना,to scold or reprimand strongly,to shake off dust,Sweeping,Sweeping,Dusting,-0.6629855036735535,-0.6629855036735535,-0.8791891932487488,-0.7744177579879761,0.10649228096008301,0.3824918568134308,0.3824918568134308,0.40311095118522644,0.9643859267234802,0.41852909326553345,Sweeping,-0.6629855036735535,mt_1,mt_3,0.40311095118522644,True
धूल में मिलाना,to destroy completely,to mix into dust,To blend in,To mix with dust,Mixing in dust.,-0.5966570973396301,-0.3376482427120209,-0.3805375099182129,-0.821321427822113,-0.4276483356952667,0.48686787486076355,0.46304067969322205,0.35140106081962585,0.9826833605766296,0.4876966178417206,To mix with dust,-0.3376482427120209,mt_2,mt_1,0.48686787486076355,True
धूल उड़ाना,to make a scene unnecessarily,to raise/fly dust,Dust storm,Dust storm,Sweeping or raking,-0.10654973983764648,-0.10654973983764648,-0.5047329068183899,-0.6343357563018799,-0.11632433533668518,0.3839416801929474,0.3839416801929474,0.3938751220703125,0.9601529240608215,0.42875906825065613,Dust storm,-0.10654973983764648,mt_1,mt_3,0.3938751220703125,True
