Unnamed: 0,src,true_meaning,predicted
10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,It's good like a fil.
11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,Is the current stream seekable?
12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.
13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,The entire situation is completely chaotic.
14,गूगल टाक होम नाम 3,Google Talk Home Name 3,Google Home name was announced at 30 minutes past midnight.
15,सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.,All prisoners report for Lockdown.,Let me try to translate this sentence into English while maintaining naturalness and avoiding literalness.
16,जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे,"Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?","Whoever sits as a kafir, what did they not consider when the sky and earth were sealed (closed) that we opened them and we ourselves brought forth the evil thing from water, and these people will not have faith in it."
17,"आप ठीक हो जाएगा रहे हैं, अरे नहीं;",Turn the siren off.,"You'll be fine, aren't you?"
18,नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO],Name:,"The sentence ""Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO]"" means that something needs to be updated or checked at regular intervals, such as every 10 minutes, every 1 hour, every 1 day, every 1 week, every 1 month, or every 1 year."
19,हम एक अस्पताल जाना चाहिए।,We should go to a hospital.,We should go to the hospital.
20,तो तुम्हारी योजना क्या है?,Whoa! So... What is your...,What's your plan?
21,मैं इसे पीने के लिए नहीं जा रहा हूँ।,I'm not going to drink it.,I am not going to drink it.
22,क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है,Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).,"These people who are sure that the messenger has not asked Allah to lie, if Allah wants it, then Allah puts a chain on their hearts (so they cannot speak) and Allah has said that he speaks the truth and proves his words by his deeds. This is a firm trust in the hearts."
23,लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।,"No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?",But a deal was made for Marsidie. It was four weeks ago.
24,- यहाँ नहीं नहीं!,- No. Not here!,- यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! - यहाँ नहीं नहीं! -
25,(और) उन लोगों को अपनी तरफ बुलाती होगी,"It shall insistently summon him who turned his back and retreated,","Keep it terse and faithful to each component. No commentary, just the literal gloss."
26,और हम उसके लिए चारों ओर इकट्ठा किया है।,And we've gathered around for that.,We have assembled all the necessary elements for him.
27,MURPH:,MURPH:,It's a MURPH if it's not a MURPH
28,और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं,And the mountains – how they have been established?,"And the way in which they are standing on the side of the mountains, their name is very good."
29,गाढ़ा,Bold,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
30,और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.,And he is going to say the word that I have prepared for you.,And I'm ready for you to say the word.
31,कॉन्फ़िगर संकुल,Configure external packages,"Keep it concise and faithful to each component. No commentary, just the literal translation."
32,बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।,"The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.",The bank has denied that the bank has received an instruction from the authorities to provide information to the creditors.
33,जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं,"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.",These people are being treated unfairly.
34,ये तो सठीया गए हैं,Ignore him. He's senile.,She's translating them word-for-word into English.
35,DN को उपयोक्ता '%s' के लिए पाने में विफल,Failed to get the DN for user '%s',The user '%s' failed to get the data from the database.
36,EMAIL OF TRANSLATORS,Your names,A letter from translators to the editor.
37,"राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page",translator-credits,Keep it concise and accurate towards every component.
38,"मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है","Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.","It is pleasing to see that humans are in love with things they desire, such as beautiful women, children, piles of gold and silver, and chosen horses, as well as shoes and farming. This is all the material of worldly life, and there is a good place for it in the hands of Allah."
39,"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।""","And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me.""",Output:
40,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,There is no song to write on the disk.
41,एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।,"An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.",An Ardineer Sitizen has written a post about the traditional Bengali New Year Poela Boishakh festival and cultural heritage in Bangladesh.
42,कुछ भी नहीं किया जा सकता है?,Can nothing be done? !,कुछ भी नहीं किया जा सकता है? क्योंकि यह उपलब्ध है।
43,- तुमने उसे एक साइकिल पंप से मारा?,- You hit him with a bicycle pump?,- तुमने उसे एक साइकिल पंप से मारा?
44,मुझे लगता है वे मुझे से दूर ले चिंतित है.,I worried they take you away from me.,I think they are afraid of me. I tell them that they are much better for themselves.
45,छल्लेदार स्प्रिंग घिस जाएगी।,Y-you're gonna wear out the spring coil.,The spring will be caught in the net.
46,मैं नहीं जानता.,I don't know.,I don't know.
47,कोरियाई (_UHC),Korean (_UHC),कोरियाई (_UHC_)
48,"नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?",No. You know what I'm gonna do for you?,"No, you know what I'm doing for you, do you know what?"
49,"यदि तुम उनसे पूछो कि ""आकाशों और धरती को किसने पैदा किया?"" को वे अवश्य कहेंगे, ""अल्लाह ने।"" कहो, ""तुम्हारा क्या विचार है? यदि अल्लाह मुझे कोई तकलीफ़ पहुँचानी चाहे तो क्या अल्लाह से हटकर जिनको तुम पुकारते हो वे उसकी पहुँचाई हुई तकलीफ़ को दूर कर सकते है? या वह मुझपर कोई दयालुता दर्शानी चाहे तो क्या वे उसकी दयालुता को रोक सकते है?"" कह दो, ""मेरे लिए अल्लाह काफ़ी है। भरोसा करनेवाले उसी पर भरोसा करते है।""","If you ask them, ‘Who created the heavens and the earth?’ they will surely say, ‘Allah.’ Say, ‘Have you considered what you invoke besides Allah? Should Allah desire some distress for me, can they remove the distress visited by Him? Or should He desire some mercy for me, can they withhold His mercy?’ Say, ‘Allah is sufficient for me. In Him let all the trusting put their trust.’","If you ask them, ""Who created the heavens and the earth?"" they will definitely say, ""Allah did."" Say, ""What is your opinion? If Allah wanted to give me a task, could those who you call upon, if they were to call upon Allah, be able to remove that task from Allah? Or if Allah wanted to show me mercy, could they be able to stop Allah from showing me mercy?"" Say, ""Allah is enough for me. I trust in Him alone."" If you ask them, ""Who created the heavens and the earth?"" they will definitely say, ""Allah did."" Say, ""What is your opinion? If Allah wanted to give me a task, could those who you call upon, if they were to call upon Allah, be able to remove that task from Allah? Or if Allah wanted to show me mercy, could they be able to stop Allah from showing me mercy?"" Say, ""Allah is enough for me. I trust in Him alone."
50,"फिर जब देखा कि उसका कुर्ता पीछे से फटा है तो उसने कहा, ""यह तुम स्त्रियों की चाल है। निश्चय ही तुम्हारी चाल बड़े ग़ज़ब की होती है","So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great.","The man tells his friend that his walking speed is fast, and his friend responds with a similar statement."
51,दृश्य में क्षेत्र दिखायें (_n),Show field i_n View,Show the area in the picture (_n_)
52,"शुक्रिया, मेरे खयाल से।",Thanks. I think.,"Thank you, as per my thoughts."
53,"शायद यह भी कफन ही, सब कुछ.","Maybe the even the shroud itself, everything.","Maybe it's just a mask, who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who knows, who knows. Who"
54,मैं सेना शिविरों के आसपास गाड़ियां धक्का देखा है सुअर गंदगी से भरा जार के बारे में भव्य दावा कर ...,I've seen pushing carts around army camps making grand claims about jars full of pig shit...,मैं सेना शिविरों के आसपास गाड़ियां धक्का देखा है सुअर गंदगी से भरा जार के बारे में भव्य दावा कर ... जो एक गंदगी गैस के बारे में बात करता है।
55,जोड़ें,Add,जोड़ें और अनुवाद करें।
56,अपने ब्लॉग अंतर्राष्ट्रीय रिपोर्टरों और चिट्ठाकारों के सुपुर्द कर उन्हें जारी रखें।,As an example I have handed over my blog posting rights to a free speech,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
57,अगला (_N),_Next,"Next time, try to be more specific in your requests."
58,आप केप केनवरल में हैं और आप मिशन कंट्रोल के प्रमुख हैं.,You are in Cape Canaveral and you are Head of Mission Control.,You are in the Kepkenvernal and you are the main controller of the mission. You are searching for the best and most reliable faiths for your better faiths and beliefs.
59,"अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों","It produces its fruit all the time, by permission of its Lord. And Allah presents examples for the people that perhaps they will be reminded.","अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों।"
60,जो जो चीज़ सारे आसमान व ज़मीन में है सब ख़ुदा की तसबीह करती है और वही ग़ालिब हिकमत वाला है,All that is in the heavens and the earth glorify God. He is Majestic and All-wise.,"The Almighty praises everything in the sky and on the ground, and the most eloquent one is it."
61,- यह कोई फर्क नहीं पड़ता है जहाँ वह है।,- It does not matter where she is.,- It's fine wherever it is.
62,री-लोड फ़ाइल,Reload current file,To reload files without extensions to make it easier to reload the database.
63,अज्ञान में ही नहीं है ... मासूमियत के रूप में।,Ignorance is not the same... as innocence.,अज्ञान में ही नहीं है ... मासूमियत के रूप में।
64,आगे बढ़ें,Proceed,Keep it terse and faithful to each component.
65,निश्चय ही तुम्हारे रब ही की ओर पलटना है,But to your Lord is the return.,The sentence means that the person's destiny is to turn towards their Lord. It implies that the person is destined to follow the path of their Lord and not stray from it.
66,- अगर आप अभी तक फुटबॉल दायर की थी?,- Did you file the football yet?,- तो आप अभी तक फुटबॉल दायर की थी।
67,घड़ीName,Clock,"The idiom ""clock"" can be translated to ""घड़ी"" in Hindi."
68,डंपलिंग दल!,Dumpling Squad!,डंपलिंग दल! यह एक बहुत अच्छा उपाय है।
69,"और कहेंगे, ""हम उसपर ईमान ले आए।"" हालाँकि उनके लिए कहाँ सम्भव है कि इतने दूरस्थ स्थान से उसको पास सकें","And say: We (now) believe therein. But how can they reach (faith) from afar off,",", उन्होंने उसकी भारी बातों को अपने दूसरों के लिए बताया है। उन्होंने उसकी भारी बातों को अपने दूसरों के लिए बताया है। उन्होंने उसकी भारी बातों को अपने दूसरों के लिए बताया है। उन्होंने उसकी भारी बातों को अपने दूसरों के लिए बताया है। उन्होंने उसकी भारी बातों को अपने दूसरों के लिए बताया है। उन्होंने उसकी भारी बातों को अपने दूसरों के लिए बताया है। उन्होंने उसकी भारी बातों को अपने दूसरों के लिए बताया है। उन्होंने उसकी भारी बातों को अपने दूसरों के लिए बताया है। उन्होंने उसकी भारी बातों को अपने दूसरों के लिए बताया है। उन्हों"
70,Yahoo! Japan,Yahoo! Japan,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
71,नेट के सम्मेलन ब्लॉग ने रपट दी:,SciDev.Net's conference blog reports that:,The net gathering blog has given a response.
72,विषय सूची (_C),_Contents,"The term ""विषय सूची (_C_)"" refers to a list or catalog of topics or subjects that are relevant to a particular subject or field. It is often used in the context of information retrieval, indexing, and categorization."
73,"उस के साथ, वे काम पर उसे डाल सकता है.","WITH THAT, THEY COULD PUT HIM AT THE JOB.",He can put work with him.
74,संलग्नक स्मारक,Attachment Reminder,The construction company has a special focus on creating high-quality buildings.
75,आप एक तलवार और जादू बेवकूफों का एक गुच्छा के साथ एक झनझन मिला.,What rifles? You got a Chink with a sword and a buncha juggling idiots.,"Yes, this is a natural English translation of the given sentence. The sentence means that someone went to a wedding and brought a bouquet of flowers and magic tricks to the wedding. Now, it means that someone went to a wedding and brought a bouquet of flowers and magic tricks to the wedding."
76,(और) तुम पर आसमान से मूसलाधार पानी बरसाएगा,"He will send down abundant rain from the sky for you,",NO_MATCH
77,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,There is no song to write on the disk.
78,मैंने बहुत-सी चीज़ों के बारे में सोचने और पढ़ने की कोशिश की है.,I've tried thinking and reading about all sorts of different things.,I have tried to think about and read about many things.
79,एक त्रुटि के कारण कार्यक्रम विलोपित नहीं किया जा सका: %s,The event could not be deleted due to an error: %s,The project was not canceled due to a mistake: a mistake occurred for %s days.
80,पिछले तीन वर्षों में सैकड़ों नए ब्लॉग और फ़ोरम बने हैं.,The past three have seen hundreds of new blogs and forums.,"Reflecting on my experiences, I've discovered a wealth of valuable information on various topics. Over the past three years, hundreds of new blogs and forums have emerged. This has allowed me to expand my understanding and explore new ideas."
81,"दरवाजा खुला था, और उसने बाथ टब में उस पागल औरत को देखा.","The door was open, and he saw this crazy woman in the bathtub.","The door was open, and she saw the crazy woman in the bathroom."
82,"तुम देर से, सुंदर लड़के हैं.","You're late, pretty boy.","तुम देर से, सुंदर लड़के हैं."
83,और मैं तुम्हारे साथ काम करने के लिए नहीं करना चाहती.,And I don't want to work with you.,I appreciate your English translation.
84,बैटरी चेतावनी स्तर पर हैComment,Battery at warning level,बैटरी चेतावनी स्तर पर है
85,"मुझे ज़ोर से हर्षध्वनी सुनाई देनी चाहिए, क्लाइमेट कैम्प 2009 को आरम्भ करने के लिए",Let me hear a massive cheer for getting Climate Camp 2009 started!,I must listen to laughter with strength with the climate camp 2009 to start for.
86,छवि (_I),_Image,The image (I) is a global movement that produces a definitive product against its opposing views.
87,चयनित छवि भिन्न अनुप्रयोग से खोलें,Open the selected image with a different application,Select the image and open it for your own use.
88,तुम सबका पैदा करना और फिर (मरने के बाद) जिला उठाना एक शख्स के (पैदा करने और जिला उठाने के) बराबर है बेशक ख़ुदा (तुम सब की) सुनता और सब कुछ देख रहा है,"Your creation and your upraising are as but as a single soul. God is All-hearing, All-seeing.","Keep it terse and faithful to each component. No commentary, just the literal gloss."
89,"और ऐ मेरी क़ौम के लोगो! मुझे तुम्हारे बारे में चीख़-पुकार के दिन का भय है,","""And O my people! I fear for you a Day when there will be Mutual calling (and wailing),-","और ऐ मेरी क़ौम के लोगो! मुझे तुम्हारे बारे में चीख़-पुकार के दिन का भय है, जो कि अब तक नहीं था।"
90,अगर हसन खान की सुरक्षा के साथ समझौता किया गया है तो यह बहुत गंभीर बात है।,"If Hasan Khan's security has been compromised, then it is a very serious matter.","If an agreement has been reached regarding Hasan Khan's safety, it is a very serious matter."
91,(और इनमें दोनों बातें पायी जाती हैं तब) शुएब ने कहा मै चाहता हूँ कि अपनी दोनों लड़कियों में से एक के साथ तुम्हारा इस (महर) पर निकाह कर दूँ कि तुम आठ बरस तक मेरी नौकरी करो और अगर तुम दस बरस पूरे कर दो तो तुम्हारा एहसान और मै तुम पर मेहनत मशक्क़त भी डालना नही चाहता और तुम मुझे इन्शा अल्लाह नेको कार आदमी पाओगे,"He said: Lo! I fain would marry thee to one of these two daughters of mine on condition that thou hirest thyself to me for (the term of) eight pilgrimages. Then if thou completest ten it will be of thine own accord, for I would not make it hard for thee. Allah willing, thou wilt find me of the righteous.",और तुम नौकरी करने के बाद तुम्हारी नौकरी तुम्हारे दोनों लड़कियों में से एक के साथ तुम्हारे दोनों लड़कियों में से एक के साथ तुम्हारे दोनों लड़कियों में से एक के साथ तुम्हारे दोनों लड़कियों में से एक के साथ तुम्हारे दोनों लड़कियों में से एक के साथ तुम्हारे दोनों लड़कियों में से एक के साथ तुम्हारे दोनों लड़कियों में से एक के साथ तुम्हारे दोनों लड़कियों में से एक के साथ तुम्हारे दोनों लड़कियों में से एक के साथ तुम्हारे दोनों लड़कियों में से एक के साथ तुम्हारे दोनों लड़कियों में से एक के साथ तुम्हारे दोनों लड़कियों में से एक के साथ तुम्हारे दोनों
92,तुम्हारे रंग लग गया है.,You got paint on you.,Your color has come on.
93,"नमस्ते, मेरा नाम डिक हैलोरन है.","Hello, my name is Dick Hallorann.","Hello, my name is Dick Haller. What is your name? I hope you have good luck."
94,"हम जानते है जो कुछ वे कहते है, तुम उनपर कोई ज़बरदस्ती करनेवाले तो हो नहीं। अतः तुम क़ुरआन के द्वारा उसे नसीहत करो जो हमारी चेतावनी से डरे","We are the best Knower of that which they say, and thou art not over them over them tyrant. Wherefore admonish thou by the Qur'an him who feareth My threat.","We know what they say, but you cannot be a match for them. Therefore, you should advise them with the Quran, which we fear."
95,भैरवा!,Bhairava!,आप अपनी जीवन की शुरुआत करने के लिए एक बड़ी जानकारी चाहते हैं।
96,यदि मेरे पिता अब मुझे देख सकता था...,If my dad could see me now...,तो वह बहुत अच्छा लगता है।
97,15मिनटमेंTet केऑफ़लाइन,Tet's offline in 15 minutes.,"In 15 minutes, turn off the Tet oven."
98,..that हम बेकार लड़के के बजाय एक लड़की के साथ धन्य हो जा रहे हैं।,..that we're going to be blessed with a girl instead of useless boys.,We are happy to be with a girl instead of a poor boy.
99,जोड़ें (d),Add,जोड़ें (d) निर्णायक और प्रत्येक शब्द को वाक्यांश जोड़ें।
100,मैं अपने बच्चे है.,L have your child.,I am my child.
101,दोनों नाकारा लोगों को दरवाज़ा दिखाया गया... और आए दो और नाकारा लोग।,"Tweedledee and Tweedledum went out the door, and in came Tweedle Dumb and Dumber.","Keep it terse and faithful to each component. No commentary, just the literal gloss."
102,और प्रातःकाल और सन्ध्या समय उसकी तसबीह करते रहो -,And glorify His Praises morning and afternoon [the early morning (Fajr) and 'Asr prayers].,Keep it terse and faithful to each component.
103,2O लाख पाउंड.,2O million pounds.,200000 pounds.
104,"आकाशों और धरती का रब, सिंहासन का स्वामी, उससे महान और उच्च है जो वे बयान करते है।""","Exaltations be to the Lord of the heavens and the earth, the Lord of the Throne, above that which they describe'","1. The Lord of the heavens and the earth, the king of the throne, who is greater and higher than he who declares it."
105,- तुम्हें अकेले रहना चाहिए!,- You need a time-out!,- तुम्हें अकेले रहना चाहिए! - तुम्हें अकेले रहना चाहिए! - तुम्हें अकेले रहना चाहिए!
106,%s (%s),%s (%s),Keep it brief and accurate in each part.
